ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Pitch (Deg),Roll (Deg),Heading (Deg),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.07665593922138214,0.40193238854408264,9.770389556884766,-0.0018513489667822737,-0.002461628195107768,-6.259956904712911e-05,-3.5910096283243855,3.552886112202385,0,0.0,2019-07-24 11:03:13:808
0.18202492594718933,0.42827463150024414,9.614730834960938,-0.0023841112219607223,-0.0013961035547137074,0.003933117543910645,-7.097319408418651,7.031123365548936,0,0.0022742748260498047,2019-07-24 11:03:13:810
0.031155694276094437,0.4426431357860565,9.89970588684082,-0.0023841112219607223,-0.008322013262145034,0.0026012119059645217,-10.549654271896676,10.439903126645392,0,0.006794929504394531,2019-07-24 11:03:13:815
0.08384018391370773,0.43306413292884827,9.729679107666016,-0.0002530620874644087,-0.003793533833053891,0.000470162722704272,-13.928112811440169,13.78017944326311,0,0.009960651397705078,2019-07-24 11:03:13:818
0.15568268299102783,0.42109039425849915,9.691362380981445,0.003742654972665768,-6.419785581266445e-05,0.00020378157886040212,-17.23113589319648,17.054340051090698,0,0.012230396270751953,2019-07-24 11:03:13:820
0.07665593922138214,0.31572139263153076,9.796731948852539,-0.009842783314607662,-0.0008633412995352583,-0.0008617430127697228,-20.47732401730133,20.278878275902713,0,0.016829729080200195,2019-07-24 11:03:13:825
0.06228743866086006,0.3444584012031555,9.732073783874512,-0.007978115421483089,-0.005658201986252788,-6.259956904712911e-05,-23.659438279592422,23.434176336254772,0,0.01999378204345703,2019-07-24 11:03:13:828
0.07665593922138214,0.42348513007164,9.715310096740723,-0.005047922497852969,-0.005924583113842013,-0.0013945052679481718,-26.776452556083267,26.516218376120108,0,0.022265195846557617,2019-07-24 11:03:13:830
0.12215618044137955,0.4905381202697754,9.760810852050781,0.0005460813765764917,-0.008854775517323483,0.0031339741611429712,-29.824329354656207,29.52821443008262,0,0.026798248291015625,2019-07-24 11:03:13:835
0.15328793227672577,0.41390615701675415,9.681783676147461,-0.0007858243914067938,-0.00805563213455581,-0.0005953618851804982,-32.80827102752343,32.48883042676742,0,0.02996063232421875,2019-07-24 11:03:13:838
0.18681442737579346,0.41390615701675415,9.763205528259277,-0.005847065880620643,-0.006723726496609687,0.00020378157886040212,-35.729322825549666,35.39124928631935,0,0.03223562240600586,2019-07-24 11:03:13:840
0.05510319024324417,0.3923533856868744,9.827863693237305,-0.00398239798749607,-0.002461628195107768,0.0023348307783752974,-38.60767994404552,38.238722399838856,0,0.0368046760559082,2019-07-24 11:03:13:845
0.09341918677091599,0.36122164130210876,9.763205528259277,-0.011707451727880885,-0.0005969601719460336,0.0012693061379812365,-41.42445550359534,41.03365881807538,0,0.03998160362243652,2019-07-24 11:03:13:848
0.16765642166137695,0.42109039425849915,9.784757614135742,-0.004781541370263744,-0.001662484682302932,0.001535687265570461,-44.17612113898635,43.76431249053658,0,0.042258501052856445,2019-07-24 11:03:13:850
0.20597241818904877,0.1816154271364212,9.815889358520508,-0.009043639411691338,-0.00512543973107434,-0.000328980725081983,-46.8672500671824,46.47013246852836,0,0.0467991828918457,2019-07-24 11:03:13:855
0.13652467727661133,0.272615909576416,9.653046607971191,-0.008777258804250763,-0.00512543973107434,0.0026012119059645217,-49.5127886074568,49.109935611028746,0,0.04996347427368164,2019-07-24 11:03:13:858
0.17005117237567902,0.279800146818161,9.796731948852539,0.00027970021647797646,-0.00432629608823234,0.005265023181856767,-52.1020913877528,51.694982069974614,0,0.05223870277404785,2019-07-24 11:03:13:860
-0.19155602157115936,0.6677495837211609,10.206233978271484,-0.016768692631927498,-0.029898885117020876,0.02124789135735889,-47.47383394432089,54.190546718885194,0,0.05683732032775879,2019-07-24 11:03:13:865
1.278820276260376,0.3061424195766449,9.210018157958984,0.02958162564919218,0.032434301859749576,-0.013381656269537603,-49.972095771069185,56.6633337936504,0,0.0600435733795166,2019-07-24 11:03:13:868
