ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Pitch (Deg),Roll (Deg),Heading (Deg),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2299199253320694,0.1887996643781662,9.866179466247559,-0.004515160242674519,-0.00459267747589589,-0.00805403371775311,-3.5733005922456775,3.5780743825614594,0,0.0,2019-07-24 10:52:00:590
0.20836716890335083,0.227115660905838,9.844626426696777,-0.003449635732317621,-0.006190964241431238,-0.009385939875847885,-7.0767941497756945,7.080521537887879,0,0.0022728443145751953,2019-07-24 10:52:00:592
0.13652467727661133,0.2223261594772339,9.856600761413574,-0.004781541370263744,-0.004859058603485115,-0.010451464386204784,-10.518121961293758,10.514313095022022,0,0.006909847259521484,2019-07-24 10:52:00:597
0.18681442737579346,0.227115660905838,9.72728443145752,-0.0015849678391930489,-0.0064573453690204615,-0.009652320483288459,-13.884631762810319,13.877552124772485,0,0.010006904602050781,2019-07-24 10:52:00:600
0.18920917809009552,0.29656341671943665,9.657835960388184,-0.002117730094371498,-0.004059914960643116,-0.009652320483288459,-17.183975192655293,17.165094088756103,0,0.01227426528930664,2019-07-24 10:52:00:602
0.22034092247486115,0.25585266947746277,9.842231750488281,-0.0010522055189960183,-0.002728009322696993,-0.013914418524716053,-20.414071305309154,20.392232061862284,0,0.01602625846862793,2019-07-24 10:52:00:606
0.19878816604614258,0.28937914967536926,9.662626266479492,-0.002650492349549947,-6.419785581266445e-05,-0.013914418524716053,-23.582203495639774,23.5506950837921,0,0.02016282081604004,2019-07-24 10:52:00:610
0.2682359218597412,0.279800146818161,9.866179466247559,-0.0031832546047283966,-0.00033057901184751836,-0.014447181820191802,-26.679370333498955,26.64759941173819,0,0.022440671920776367,2019-07-24 10:52:00:612
0.18920917809009552,0.2223261594772339,9.8302583694458,-0.006113447008209866,-0.004059914960643116,-0.015779086937989274,-29.72271198954327,29.69026738650038,0,0.02690410614013672,2019-07-24 10:52:00:617
0.19639341533184052,0.3061424195766449,9.842231750488281,0.0008124625041657164,-0.001662484682302932,-0.017910136999000372,-32.70510596859518,32.66068859209034,0,0.03000044822692871,2019-07-24 10:52:00:620
