ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
8.678848266601562,-4.22330712890625,1.1084984130859374,0.038767511152607376,0.02598016424745617,-0.023705500103770646,0.0,2019-06-21 12:39:40:472
8.695607421875,-4.235277954101562,1.0845567626953125,0.03863435309810341,0.025713848138448247,-0.02450444843079442,0.004992008209228516,2019-06-21 12:39:40:477
8.688424926757813,-4.216124633789063,1.0378705444335938,0.039566459479631146,0.025580690083944285,-0.024371290376290457,0.009984016418457031,2019-06-21 12:39:40:482
8.67765118408203,-4.216124633789063,1.0917392578125,0.040365407806654915,0.02504805786592844,-0.02250707761323499,0.014976024627685547,2019-06-21 12:39:40:487
8.671665771484374,-4.21373046875,1.0953305053710938,0.038900669207111334,0.026512796465472017,-0.02250707761323499,0.019968032836914062,2019-06-21 12:39:40:492
8.687227844238281,-4.1826063232421875,1.0761771850585937,0.038767511152607376,0.027178586737991825,-0.023971816212778572,0.024960041046142578,2019-06-21 12:39:40:497
8.712366577148437,-4.200562561035156,1.0522355346679688,0.03916698531611926,0.0269122706289839,-0.023439183994762722,0.029951810836791992,2019-06-21 12:39:40:502
8.701592834472656,-4.1826063232421875,1.0450530395507813,0.03850119504359945,0.02771121895600768,-0.023705500103770646,0.03494381904602051,2019-06-21 12:39:40:507
8.696804504394532,-4.170635498046875,1.058220947265625,0.03783540477107964,0.027045428683487863,-0.023572342049266684,0.03993582725524902,2019-06-21 12:39:40:512
8.725534484863282,-4.205350891113281,1.0235055541992186,0.0379685628255836,0.027977535065015602,-0.023039709831250837,0.04492783546447754,2019-06-21 12:39:40:517
8.702789916992188,-4.217321716308594,1.086950927734375,0.03823487893459153,0.027045428683487863,-0.023039709831250837,0.049919843673706055,2019-06-21 12:39:40:522
8.714760742187499,-4.193380065917968,1.0725859375,0.037302772553063794,0.02864332533753541,-0.022773393722242914,0.05491185188293457,2019-06-21 12:39:40:527
8.711169494628907,-4.193380065917968,1.0642063598632812,0.036903298389551906,0.029042799501047295,-0.02170812928621122,0.060031890869140625,2019-06-21 12:39:40:532
8.684833679199219,-4.198168395996094,1.0689946899414062,0.03650382422604002,0.030108063937078988,-0.021441813177203298,0.06502389907836914,2019-06-21 12:39:40:537
8.717154907226563,-4.186197570800781,1.0654034423828125,0.03597119200802417,0.029974905882575027,-0.02104233901369141,0.07001590728759766,2019-06-21 12:39:40:542
8.714760742187499,-4.174226745605469,1.0809655151367188,0.03583803395352021,0.029042799501047295,-0.02250707761323499,0.07500791549682617,2019-06-21 12:39:40:547
8.714760742187499,-4.201759643554688,1.058220947265625,0.0351722436810004,0.029974905882575027,-0.021441813177203298,0.07999992370605469,2019-06-21 12:39:40:552
8.702789916992188,-4.22330712890625,1.0749801025390624,0.03384066105536618,0.02957543171906314,-0.02024339068666764,0.0849919319152832,2019-06-21 12:39:40:557
8.718351989746093,-4.169438415527344,1.0666005249023438,0.03330802883735033,0.03157280253662257,-0.020642864850179524,0.08998394012451172,2019-06-21 12:39:40:562
8.701592834472656,-4.177817993164062,1.04385595703125,0.034373293273382025,0.03143964448211861,-0.021175497068195374,0.09497594833374023,2019-06-21 12:39:40:567
8.684833679199219,-4.1969713134765625,1.0354763793945312,0.033574344946358255,0.03117332837311069,-0.0203765487411716,0.09996795654296875,2019-06-21 12:39:40:572
8.690819091796875,-4.186197570800781,1.0510384521484375,0.03384066105536618,0.03117332837311069,-0.020110232632163678,0.10495996475219727,2019-06-21 12:39:40:577
8.712366577148437,-4.1826063232421875,1.0546296997070312,0.03384066105536618,0.030773854209598796,-0.020642864850179524,0.10995197296142578,2019-06-21 12:39:40:582
8.709972412109375,-4.174226745605469,1.0713888549804687,0.03264223856483052,0.031705960591126535,-0.019977074577659716,0.1149439811706543,2019-06-21 12:39:40:587
8.684833679199219,-4.205350891113281,1.0450530395507813,0.031976448292310715,0.03223859280914238,-0.019977074577659716,0.11993598937988281,2019-06-21 12:39:40:592
8.717154907226563,-4.18500048828125,1.0450530395507813,0.03264223856483052,0.032504908918150305,-0.01957760041414783,0.12492799758911133,2019-06-21 12:39:40:597
8.702789916992188,-4.201759643554688,1.0785713500976561,0.03250908051032656,0.032504908918150305,-0.018778652087124058,0.12992000579833984,2019-06-21 12:39:40:602
8.695607421875,-4.198168395996094,1.0749801025390624,0.03210960634681467,0.032904383081662186,-0.018379177923612173,0.13491201400756836,2019-06-21 12:39:40:607
