ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-7.6715033264160155,-7.762481597900391,-0.44172344970703126,0.03291177751487637,-0.02265055541696301,-0.05527984228039842,0.0,2019-06-21 12:52:11:580
-7.659532501220703,-7.760087432861328,-0.4273584594726562,0.03251230335136447,-0.02145213292642735,-0.052217207026807294,0.004992008209228516,2019-06-21 12:52:11:585
-7.648758758544922,-7.779240753173828,-0.46087677001953126,0.03237914529686051,-0.02185160708993924,-0.04928772982772014,0.009984016418457031,2019-06-21 12:52:11:590
-7.673897491455078,-7.77205825805664,-0.445314697265625,0.033843883896404095,-0.01972107821787585,-0.047423517064664675,0.014976024627685547,2019-06-21 12:52:11:595
-7.665517913818359,-7.764875762939453,-0.47524176025390624,0.03424335805991598,-0.020120552381387734,-0.046890884846648814,0.019968032836914062,2019-06-21 12:52:11:600
-7.691853729248047,-7.75290493774414,-0.4656651000976562,0.033444409732892214,-0.01972107821787585,-0.04542614624710524,0.024960041046142578,2019-06-21 12:52:11:605
-7.688262481689453,-7.77205825805664,-0.5003804931640625,0.033044935569380325,-0.019454762108867922,-0.04302930126603392,0.029952049255371094,2019-06-21 12:52:11:610
-7.705021636962891,-7.7445253601074215,-0.5183367309570313,0.03424335805991598,-0.01985423627237981,-0.04076561433946657,0.03494405746459961,2019-06-21 12:52:11:615
-7.709809967041015,-7.762481597900391,-0.53629296875,0.03450967416892391,-0.019587920163371884,-0.03956719184893091,0.039936065673828125,2019-06-21 12:52:11:620
-7.687065399169922,-7.745722442626953,-0.4860155029296875,0.03411020000541202,-0.01932160405436396,-0.03903455963091507,0.04505610466003418,2019-06-21 12:52:11:625
-7.691853729248047,-7.746919525146485,-0.4716505126953125,0.034642832223427865,-0.020253710435891695,-0.03730350492236356,0.050048112869262695,2019-06-21 12:52:11:630
-7.697839141845703,-7.763678680419922,-0.4584826049804687,0.03570809665945956,-0.02052002654489962,-0.03623824048633187,0.05504012107849121,2019-06-21 12:52:11:635
-7.697839141845703,-7.75290493774414,-0.44172344970703126,0.036107570822971446,-0.020253710435891695,-0.03464034383228433,0.06003212928771973,2019-06-21 12:52:11:640
-7.689459564208984,-7.732554534912109,-0.4584826049804687,0.0355749386049556,-0.019587920163371884,-0.03384139550526055,0.06502413749694824,2019-06-21 12:52:11:645
-7.672700408935547,-7.764875762939453,-0.4477088623046875,0.03504230638693975,-0.019587920163371884,-0.03131139246968528,0.07001614570617676,2019-06-21 12:52:11:650
-7.693050811767578,-7.775649505615235,-0.4668621826171875,0.03517546444144371,-0.01838949767283623,-0.03091191830617339,0.07500815391540527,2019-06-21 12:52:11:655
-7.701430389404297,-7.76128451538086,-0.4273584594726562,0.03530862249594768,-0.01838949767283623,-0.029047705543117926,0.08000016212463379,2019-06-21 12:52:11:660
-7.696642059326171,-7.755299102783203,-0.426161376953125,0.03530862249594768,-0.018123181563828306,-0.027582966943574348,0.0849921703338623,2019-06-21 12:52:11:665
-7.69544497680664,-7.736145782470703,-0.5003804931640625,0.03477599027793183,-0.017990023509324344,-0.025319280017006993,0.08998417854309082,2019-06-21 12:52:11:670
-7.737342864990234,-7.737342864990234,-0.48960675048828123,0.03517546444144371,-0.01705791712779661,-0.024653489744487184,0.09497618675231934,2019-06-21 12:52:11:675
-7.736145782470703,-7.770861175537109,-0.4596796875,0.036107570822971446,-0.018256339618332267,-0.023055593090439638,0.09996819496154785,2019-06-21 12:52:11:680
-7.775649505615235,-7.754102020263672,-0.46207385253906247,0.03411020000541202,-0.017324233236804532,-0.021990328654407944,0.10496020317077637,2019-06-21 12:52:11:685
-7.754102020263672,-7.7301603698730466,-0.49200091552734376,0.03397704195090806,-0.017990023509324344,-0.021058222272880213,0.10995221138000488,2019-06-21 12:52:11:690
-7.760087432861328,-7.696642059326171,-0.48122717285156247,0.03530862249594768,-0.017590549345812456,-0.021058222272880213,0.1149442195892334,2019-06-21 12:52:11:695
