,Left,Middle,Right
0,,PSDLog 30.0 Hz Y Gyro Middle,
1,,PSDLog 2.0 Hz Y Gyro Middle,
2,,PSDLog 34.0 Hz Z Accel Middle,
3,,PSDLog 0.0 Hz Y Gyro Middle,
4,,PSDLog 32.0 Hz Z Accel Middle,
5,,PSDLog 4.0 Hz Y Gyro Middle,
6,,PSDLog 26.0 Hz Z Accel Middle,
7,,PSDLog 22.0 Hz Y Accel Middle,
8,,PSDLog 0.0 Hz X Gyro Middle,
9,,PSDLog 24.0 Hz Z Accel Middle,
10,,PSDLog 10.0 Hz Y Gyro Middle,
11,,PSDLog 30.0 Hz Z Accel Middle,
12,,PSDLog 56.0 Hz Y Accel Middle,
13,,PSDLog 2.0 Hz X Accel Middle,
14,,PSDLog 32.0 Hz Y Gyro Middle,
15,,PSDLog 6.0 Hz Y Gyro Middle,
16,,PSDLog 64.0 Hz Y Accel Middle,
17,,PSDLog 28.0 Hz Z Accel Middle,
18,,PSDLog 34.0 Hz Y Gyro Middle,
19,,PSDLog 14.0 Hz Y Gyro Middle,
20,,PSDLog 36.0 Hz Z Accel Middle,
21,,PSDLog 26.0 Hz Y Gyro Middle,
22,,PSDLog 4.0 Hz Z Accel Middle,
23,,PSDLog 38.0 Hz Y Accel Middle,
24,,PSDLog 24.0 Hz Y Gyro Middle,
25,,PSDLog 60.0 Hz Y Accel Middle,
26,,PSDLog 22.0 Hz Z Accel Middle,
27,,PSDLog 4.0 Hz Y Accel Middle,
28,,PSDLog 20.0 Hz Y Accel Middle,
29,,PSDLog 12.0 Hz Y Gyro Middle,
30,,PSDLog 24.0 Hz Y Accel Middle,
31,,PSDLog 28.0 Hz Y Gyro Middle,
32,,PSDLog 2.0 Hz Z Accel Middle,
33,,PSDLog 52.0 Hz Y Accel Middle,
34,,PSDLog 20.0 Hz Z Accel Middle,
35,,PSDLog 4.0 Hz X Accel Middle,
36,,PSDLog 40.0 Hz Y Accel Middle,
37,,PSDLog 16.0 Hz Z Accel Middle,
38,,PSDLog 54.0 Hz Y Accel Middle,
39,,PSDLog 0.0 Hz Z Accel Middle,
40,,PSDLog 22.0 Hz Y Gyro Middle,
41,,PSDLog 64.0 Hz Z Accel Middle,
42,,PSDLog 30.0 Hz X Accel Middle,
43,,PSDLog 62.0 Hz Y Accel Middle,
44,,PSDLog 2.0 Hz X Gyro Middle,
45,,PSDLog 36.0 Hz Y Accel Middle,
46,,PSDLog 8.0 Hz Y Gyro Middle,
47,,PSDLog 66.0 Hz Y Accel Middle,
48,,PSDLog 72.0 Hz Z Accel Middle,
49,,PSDLog 12.0 Hz Z Accel Middle,
50,,PSDLog 44.0 Hz Y Accel Middle,
51,,PSDLog 10.0 Hz Y Accel Middle,
52,,PSDLog 36.0 Hz Y Gyro Middle,
53,,PSDLog 6.0 Hz Y Accel Middle,
54,,PSDLog 18.0 Hz Z Accel Middle,
55,,PSDLog 40.0 Hz Z Accel Middle,
56,,PSDLog 58.0 Hz Y Accel Middle,
57,,PSDLog 12.0 Hz Y Accel Middle,
58,,PSDLog 72.0 Hz Y Gyro Middle,
59,,PSDLog 10.0 Hz Z Accel Middle,
60,,PSDLog 26.0 Hz Y Accel Middle,
61,,PSDLog 34.0 Hz Y Accel Middle,
62,,PSDLog 4.0 Hz X Gyro Middle,
63,,PSDLog 20.0 Hz Y Gyro Middle,
64,,PSDLog 16.0 Hz Y Gyro Middle,
65,,PSDLog 46.0 Hz Z Accel Middle,
66,,PSDLog 42.0 Hz Z Accel Middle,
67,,PSDLog 14.0 Hz Z Accel Middle,
68,,PSDLog 18.0 Hz Y Accel Middle,
69,,PSDLog 66.0 Hz Z Accel Middle,
70,,PSDLog 32.0 Hz Y Accel Middle,
71,,PSDLog 44.0 Hz Y Gyro Middle,
72,,PSDLog 18.0 Hz Y Gyro Middle,
73,,PSDLog 42.0 Hz Y Gyro Middle,
74,,PSDLog 30.0 Hz Y Accel Middle,
75,,PSDLog 28.0 Hz X Accel Middle,
76,,PSDLog 68.0 Hz Z Accel Middle,
77,,PSDLog 2.0 Hz Y Accel Middle,
78,,PSDLog 50.0 Hz Y Accel Middle,
79,,PSDLog 70.0 Hz Y Accel Middle,
80,,PSDLog 20.0 Hz X Gyro Middle,
81,,PSDLog 42.0 Hz Y Accel Middle,
82,,PSDLog 28.0 Hz Y Accel Middle,
83,,PSDLog 18.0 Hz X Gyro Middle,
84,,PSDLog 64.0 Hz Y Gyro Middle,
85,,PSDLog 46.0 Hz Y Accel Middle,
86,,PSDLog 40.0 Hz Y Gyro Middle,
87,,PSDLog 60.0 Hz Z Accel Middle,
88,,PSDLog 62.0 Hz Z Accel Middle,
89,,PSDLog 38.0 Hz Z Accel Middle,
90,,PSDLog 72.0 Hz Y Accel Middle,
91,,PSDLog 14.0 Hz Y Accel Middle,
92,,PSDLog 22.0 Hz X Gyro Middle,
93,,PSDLog 44.0 Hz Z Accel Middle,
94,,PSDLog 68.0 Hz Y Gyro Middle,
95,,PSDLog 8.0 Hz Y Accel Middle,
96,,PSDLog 32.0 Hz X Accel Middle,
97,,PSDLog 6.0 Hz Z Accel Middle,
98,,PSDLog 70.0 Hz Z Accel Middle,
99,,PSDLog 16.0 Hz X Gyro Middle,
100,,PSDLog 46.0 Hz Y Gyro Middle,
101,,PSDLog 0.0 Hz X Accel Middle,
102,,PSDLog 66.0 Hz X Accel Middle,
103,,PSDLog 66.0 Hz Y Gyro Middle,
104,,PSDLog 26.0 Hz X Accel Middle,
105,,PSDLog 16.0 Hz Y Accel Middle,
106,,PSDLog 38.0 Hz Y Gyro Middle,
107,,PSDLog 24.0 Hz X Accel Middle,
108,,PSDLog 70.0 Hz Y Gyro Middle,
109,,PSDLog 52.0 Hz Z Accel Middle,
110,,PSDLog 6.0 Hz X Gyro Middle,
111,,PSDLog 10.0 Hz X Accel Middle,
112,,PSDLog 22.0 Hz X Accel Middle,
113,,PSDLog 34.0 Hz X Accel Middle,
114,,PSDLog 68.0 Hz Y Accel Middle,
115,,PSDLog 54.0 Hz Z Accel Middle,
116,,PSDLog 14.0 Hz X Gyro Middle,
117,,PSDLog 48.0 Hz Y Accel Middle,
118,,PSDLog 62.0 Hz Y Gyro Middle,
119,,PSDLog 48.0 Hz Z Accel Middle,
120,,PSDLog 12.0 Hz X Accel Middle,
121,,PSDLog 62.0 Hz X Accel Middle,
122,,PSDLog 8.0 Hz X Gyro Middle,
123,,PSDLog 70.0 Hz X Accel Middle,
124,,PSDLog 10.0 Hz X Gyro Middle,
125,,PSDLog 56.0 Hz Z Accel Middle,
126,,PSDLog 20.0 Hz X Accel Middle,
127,,PSDLog 8.0 Hz Z Accel Middle,
128,,PSDLog 58.0 Hz Z Accel Middle,
129,,PSDLog 12.0 Hz X Gyro Middle,
130,,PSDLog 64.0 Hz X Accel Middle,
131,,PSDLog 24.0 Hz X Gyro Middle,
132,,PSDLog 56.0 Hz X Accel Middle,
133,,PSDLog 56.0 Hz Y Gyro Middle,
134,,PSDLog 50.0 Hz Z Accel Middle,
135,,PSDLog 60.0 Hz Y Gyro Middle,
136,,PSDLog 0.0 Hz Y Accel Middle,
137,,PSDLog 72.0 Hz X Accel Middle,
138,,PSDLog 18.0 Hz X Accel Middle,
139,,PSDLog 52.0 Hz Y Gyro Middle,
140,,PSDLog 60.0 Hz X Accel Middle,
141,,PSDLog 60.0 Hz X Gyro Middle,
142,,PSDLog 14.0 Hz X Accel Middle,
143,,PSDLog 6.0 Hz X Accel Middle,
144,,PSDLog 52.0 Hz X Accel Middle,
145,,PSDLog 68.0 Hz X Accel Middle,
146,,PSDLog 54.0 Hz X Accel Middle,
147,,PSDLog 58.0 Hz X Accel Middle,
148,,PSDLog 66.0 Hz X Gyro Middle,
149,,PSDLog 58.0 Hz Y Gyro Middle,
150,,PSDLog 54.0 Hz Y Gyro Middle,
151,,PSDLog 62.0 Hz X Gyro Middle,
152,,PSDLog 64.0 Hz X Gyro Middle,
153,,PSDLog 42.0 Hz X Accel Middle,
154,,PSDLog 0.0 Hz Z Gyro Middle,
155,,PSDLog 16.0 Hz X Accel Middle,
156,,PSDLog 34.0 Hz X Gyro Middle,
157,,PSDLog 70.0 Hz X Gyro Middle,
158,,PSDLog 50.0 Hz Y Gyro Middle,
159,,PSDLog 48.0 Hz X Accel Middle,
160,,PSDLog 32.0 Hz X Gyro Middle,
161,,PSDLog 58.0 Hz X Gyro Middle,
162,,PSDLog 30.0 Hz X Gyro Middle,
163,,PSDLog 44.0 Hz X Accel Middle,
164,,PSDLog 8.0 Hz X Accel Middle,
165,,PSDLog 56.0 Hz X Gyro Middle,
166,,PSDLog 26.0 Hz X Gyro Middle,
167,,PSDLog 36.0 Hz X Gyro Middle,
168,,PSDLog 68.0 Hz X Gyro Middle,
169,,PSDLog 36.0 Hz X Accel Middle,
170,,PSDLog 72.0 Hz X Gyro Middle,
171,,PSDLog 46.0 Hz X Accel Middle,
172,,PSDLog 50.0 Hz X Accel Middle,
173,,PSDLog 48.0 Hz Y Gyro Middle,
174,,PSDLog 38.0 Hz X Accel Middle,
175,,PSDLog 40.0 Hz X Accel Middle,
176,,PSDLog 28.0 Hz X Gyro Middle,
177,,PSDLog 54.0 Hz X Gyro Middle,
178,,PSDLog 16.0 Hz Z Gyro Middle,
179,,PSDLog 52.0 Hz X Gyro Middle,
180,,PSDLog 4.0 Hz Z Gyro Middle,
181,,PSDLog 50.0 Hz X Gyro Middle,
182,,PSDLog 2.0 Hz Z Gyro Middle,
183,,PSDLog 42.0 Hz X Gyro Middle,
184,,PSDLog 44.0 Hz X Gyro Middle,
185,,PSDLog 6.0 Hz Z Gyro Middle,
186,,PSDLog 38.0 Hz X Gyro Middle,
187,,PSDLog 40.0 Hz X Gyro Middle,
188,,PSDLog 18.0 Hz Z Gyro Middle,
189,,PSDLog 26.0 Hz Z Gyro Middle,
190,,PSDLog 46.0 Hz X Gyro Middle,
191,,PSDLog 48.0 Hz X Gyro Middle,
192,,PSDLog 56.0 Hz Z Gyro Middle,
193,,PSDLog 20.0 Hz Z Gyro Middle,
194,,PSDLog 12.0 Hz Z Gyro Middle,
195,,PSDLog 48.0 Hz Z Gyro Middle,
196,,PSDLog 58.0 Hz Z Gyro Middle,
197,,PSDLog 8.0 Hz Z Gyro Middle,
198,,PSDLog 54.0 Hz Z Gyro Middle,
199,,PSDLog 30.0 Hz Z Gyro Middle,
200,,PSDLog 32.0 Hz Z Gyro Middle,
201,,PSDLog 52.0 Hz Z Gyro Middle,
202,,PSDLog 22.0 Hz Z Gyro Middle,
203,,PSDLog 34.0 Hz Z Gyro Middle,
204,,PSDLog 40.0 Hz Z Gyro Middle,
205,,PSDLog 28.0 Hz Z Gyro Middle,
206,,PSDLog 60.0 Hz Z Gyro Middle,
207,,PSDLog 50.0 Hz Z Gyro Middle,
208,,PSDLog 36.0 Hz Z Gyro Middle,
209,,PSDLog 10.0 Hz Z Gyro Middle,
210,,PSDLog 38.0 Hz Z Gyro Middle,
211,,PSDLog 24.0 Hz Z Gyro Middle,
212,,PSDLog 42.0 Hz Z Gyro Middle,
213,,PSDLog 14.0 Hz Z Gyro Middle,
214,,PSDLog 44.0 Hz Z Gyro Middle,
215,,PSDLog 46.0 Hz Z Gyro Middle,
216,,PSDLog 62.0 Hz Z Gyro Middle,
217,,PSDLog 68.0 Hz Z Gyro Middle,
218,,PSDLog 64.0 Hz Z Gyro Middle,
219,,PSDLog 72.0 Hz Z Gyro Middle,
220,,PSDLog 70.0 Hz Z Gyro Middle,
221,,PSDLog 66.0 Hz Z Gyro Middle,
222,,Label,
223,,Label,
224,,Label,
225,,Label,
226,,Label,
227,,Label,
228,,Label,
229,,Label,
230,,Label,
231,,Label,
232,,Label,
233,,Label,
234,,Label,
235,,Label,
236,,Label,
237,,Label,
238,,Label,
239,,Label,
240,,Label,
