,Left,Middle,Right
0,,FFT 20.0 Hz Z Accel Middle,
1,,FFT 32.0 Hz Z Accel Middle,
2,,FFT 0.0 Hz Z Gyro Middle,
3,,FFT 22.0 Hz Z Accel Middle,
4,,FFT 30.0 Hz Z Accel Middle,
5,,FFT 18.0 Hz Z Accel Middle,
6,,FFT 24.0 Hz Z Accel Middle,
7,,FFT 34.0 Hz Z Accel Middle,
8,,FFT 28.0 Hz Z Accel Middle,
9,,FFT 16.0 Hz Z Accel Middle,
10,,FFT 26.0 Hz Z Accel Middle,
11,,FFT 30.0 Hz X Accel Middle,
12,,FFT 0.0 Hz Y Accel Middle,
13,,FFT 14.0 Hz Z Accel Middle,
14,,FFT 28.0 Hz X Accel Middle,
15,,FFT 36.0 Hz Z Accel Middle,
16,,FFT 26.0 Hz X Accel Middle,
17,,FFT 12.0 Hz Z Accel Middle,
18,,FFT 14.0 Hz Y Accel Middle,
19,,FFT 32.0 Hz X Accel Middle,
20,,FFT 4.0 Hz X Accel Middle,
21,,FFT 34.0 Hz X Accel Middle,
22,,FFT 0.0 Hz X Accel Middle,
23,,FFT 22.0 Hz Y Accel Middle,
24,,FFT 10.0 Hz X Accel Middle,
25,,FFT 20.0 Hz Y Accel Middle,
26,,FFT 24.0 Hz Y Accel Middle,
27,,FFT 8.0 Hz X Accel Middle,
28,,FFT 36.0 Hz Y Accel Middle,
29,,FFT 24.0 Hz X Accel Middle,
30,,FFT 16.0 Hz X Accel Middle,
31,,FFT 42.0 Hz X Accel Middle,
32,,FFT 36.0 Hz X Accel Middle,
33,,FFT 10.0 Hz Z Accel Middle,
34,,FFT 38.0 Hz Y Accel Middle,
35,,FFT 6.0 Hz X Accel Middle,
36,,FFT 12.0 Hz Y Accel Middle,
37,,FFT 34.0 Hz Y Accel Middle,
38,,FFT 12.0 Hz X Accel Middle,
39,,FFT 6.0 Hz Z Accel Middle,
40,,FFT 26.0 Hz Y Accel Middle,
41,,FFT 26.0 Hz X Gyro Middle,
42,,FFT 24.0 Hz Z Gyro Middle,
43,,FFT 2.0 Hz X Accel Middle,
44,,FFT 24.0 Hz Y Gyro Middle,
45,,FFT 24.0 Hz X Gyro Middle,
46,,FFT 0.0 Hz Y Gyro Middle,
47,,FFT 32.0 Hz Z Gyro Middle,
48,,FFT 30.0 Hz Z Gyro Middle,
49,,FFT 16.0 Hz Y Accel Middle,
50,,FFT 28.0 Hz Y Gyro Middle,
51,,FFT 28.0 Hz X Gyro Middle,
52,,FFT 30.0 Hz X Gyro Middle,
53,,FFT 42.0 Hz Y Accel Middle,
54,,FFT 0.0 Hz Z Accel Middle,
55,,FFT 28.0 Hz Z Gyro Middle,
56,,FFT 32.0 Hz Y Accel Middle,
57,,FFT 32.0 Hz Y Gyro Middle,
58,,FFT 18.0 Hz X Accel Middle,
59,,FFT 26.0 Hz Y Gyro Middle,
60,,FFT 32.0 Hz X Gyro Middle,
61,,FFT 30.0 Hz Y Gyro Middle,
62,,FFT 40.0 Hz X Accel Middle,
63,,FFT 0.0 Hz X Gyro Middle,
64,,FFT 26.0 Hz Z Gyro Middle,
65,,FFT 22.0 Hz Z Gyro Middle,
66,,FFT 40.0 Hz Y Accel Middle,
67,,FFT 2.0 Hz X Gyro Middle,
68,,FFT 8.0 Hz Y Gyro Middle,
69,,FFT 10.0 Hz Y Accel Middle,
70,,FFT 44.0 Hz Y Accel Middle,
71,,FFT 8.0 Hz Z Accel Middle,
72,,FFT 8.0 Hz X Gyro Middle,
73,,FFT 6.0 Hz Z Gyro Middle,
74,,FFT 8.0 Hz Z Gyro Middle,
75,,FFT 28.0 Hz Y Accel Middle,
76,,FFT 6.0 Hz Y Gyro Middle,
77,,FFT 10.0 Hz X Gyro Middle,
78,,FFT 10.0 Hz Y Gyro Middle,
79,,FFT 20.0 Hz X Accel Middle,
80,,FFT 8.0 Hz Y Accel Middle,
81,,FFT 12.0 Hz X Gyro Middle,
82,,FFT 4.0 Hz Z Accel Middle,
83,,FFT 4.0 Hz Y Gyro Middle,
84,,FFT 30.0 Hz Y Accel Middle,
85,,FFT 2.0 Hz Z Gyro Middle,
86,,FFT 4.0 Hz Y Accel Middle,
87,,FFT 12.0 Hz Y Gyro Middle,
88,,FFT 4.0 Hz X Gyro Middle,
89,,FFT 6.0 Hz X Gyro Middle,
90,,FFT 4.0 Hz Z Gyro Middle,
91,,FFT 6.0 Hz Y Accel Middle,
92,,FFT 10.0 Hz Z Gyro Middle,
93,,FFT 22.0 Hz Y Gyro Middle,
94,,FFT 2.0 Hz Y Accel Middle,
95,,FFT 20.0 Hz Y Gyro Middle,
96,,FFT 18.0 Hz Z Gyro Middle,
97,,FFT 2.0 Hz Y Gyro Middle,
98,,FFT 18.0 Hz X Gyro Middle,
99,,FFT 20.0 Hz X Gyro Middle,
100,,FFT 18.0 Hz Y Accel Middle,
101,,FFT 20.0 Hz Z Gyro Middle,
102,,FFT 22.0 Hz X Accel Middle,
103,,FFT 18.0 Hz Y Gyro Middle,
104,,FFT 22.0 Hz X Gyro Middle,
105,,FFT 14.0 Hz Y Gyro Middle,
106,,FFT 2.0 Hz Z Accel Middle,
107,,FFT 14.0 Hz X Accel Middle,
108,,FFT 14.0 Hz X Gyro Middle,
109,,FFT 12.0 Hz Z Gyro Middle,
110,,FFT 14.0 Hz Z Gyro Middle,
111,,FFT 16.0 Hz Z Gyro Middle,
112,,FFT 16.0 Hz X Gyro Middle,
113,,FFT 16.0 Hz Y Gyro Middle,
114,,FFT 34.0 Hz X Gyro Middle,
115,,FFT 72.0 Hz Z Gyro Middle,
116,,FFT 62.0 Hz Y Accel Middle,
117,,FFT 62.0 Hz X Gyro Middle,
118,,FFT 60.0 Hz Y Gyro Middle,
119,,FFT 60.0 Hz Z Gyro Middle,
120,,FFT 62.0 Hz X Accel Middle,
121,,FFT 60.0 Hz Z Accel Middle,
122,,FFT 62.0 Hz Z Accel Middle,
123,,FFT 60.0 Hz Y Accel Middle,
124,,FFT 62.0 Hz Y Gyro Middle,
125,,FFT 62.0 Hz Z Gyro Middle,
126,,FFT 64.0 Hz X Accel Middle,
127,,FFT 60.0 Hz X Gyro Middle,
128,,FFT 64.0 Hz Z Accel Middle,
129,,FFT 58.0 Hz X Accel Middle,
130,,FFT 58.0 Hz Z Accel Middle,
131,,FFT 56.0 Hz X Gyro Middle,
132,,FFT 56.0 Hz Y Gyro Middle,
133,,FFT 56.0 Hz Z Gyro Middle,
134,,FFT 64.0 Hz Y Gyro Middle,
135,,FFT 58.0 Hz Y Accel Middle,
136,,FFT 60.0 Hz X Accel Middle,
137,,FFT 58.0 Hz X Gyro Middle,
138,,FFT 58.0 Hz Y Gyro Middle,
139,,FFT 58.0 Hz Z Gyro Middle,
140,,FFT 64.0 Hz Y Accel Middle,
141,,FFT 56.0 Hz Y Accel Middle,
142,,FFT 64.0 Hz X Gyro Middle,
143,,FFT 70.0 Hz Y Gyro Middle,
144,,FFT 72.0 Hz X Accel Middle,
145,,FFT 70.0 Hz Y Accel Middle,
146,,FFT 70.0 Hz Z Accel Middle,
147,,FFT 70.0 Hz X Gyro Middle,
148,,FFT 68.0 Hz Z Gyro Middle,
149,,FFT 70.0 Hz Z Gyro Middle,
150,,FFT 68.0 Hz Y Gyro Middle,
151,,FFT 72.0 Hz Y Accel Middle,
152,,FFT 72.0 Hz Z Accel Middle,
153,,FFT 72.0 Hz X Gyro Middle,
154,,FFT 70.0 Hz X Accel Middle,
155,,FFT 54.0 Hz Z Gyro Middle,
156,,FFT 66.0 Hz X Gyro Middle,
157,,FFT 66.0 Hz Z Gyro Middle,
158,,FFT 66.0 Hz X Accel Middle,
159,,FFT 66.0 Hz Y Accel Middle,
160,,FFT 66.0 Hz Z Accel Middle,
161,,FFT 64.0 Hz Z Gyro Middle,
162,,FFT 66.0 Hz Y Gyro Middle,
163,,FFT 68.0 Hz X Gyro Middle,
164,,FFT 68.0 Hz X Accel Middle,
165,,FFT 68.0 Hz Y Accel Middle,
166,,FFT 68.0 Hz Z Accel Middle,
167,,FFT 56.0 Hz Z Accel Middle,
168,,FFT 34.0 Hz Y Gyro Middle,
169,,FFT 56.0 Hz X Accel Middle,
170,,FFT 44.0 Hz X Accel Middle,
171,,FFT 44.0 Hz X Gyro Middle,
172,,FFT 42.0 Hz X Gyro Middle,
173,,FFT 42.0 Hz Y Gyro Middle,
174,,FFT 42.0 Hz Z Gyro Middle,
175,,FFT 40.0 Hz Z Gyro Middle,
176,,FFT 44.0 Hz Z Accel Middle,
177,,FFT 40.0 Hz Y Gyro Middle,
178,,FFT 44.0 Hz Y Gyro Middle,
179,,FFT 44.0 Hz Z Gyro Middle,
180,,FFT 46.0 Hz X Accel Middle,
181,,FFT 42.0 Hz Z Accel Middle,
182,,FFT 46.0 Hz Z Accel Middle,
183,,FFT 38.0 Hz X Accel Middle,
184,,FFT 38.0 Hz X Gyro Middle,
185,,FFT 72.0 Hz Y Gyro Middle,
186,,FFT 36.0 Hz Y Gyro Middle,
187,,FFT 36.0 Hz Z Gyro Middle,
188,,FFT 46.0 Hz Y Gyro Middle,
189,,FFT 38.0 Hz Z Accel Middle,
190,,FFT 40.0 Hz X Gyro Middle,
191,,FFT 38.0 Hz Y Gyro Middle,
192,,FFT 38.0 Hz Z Gyro Middle,
193,,FFT 40.0 Hz Z Accel Middle,
194,,FFT 46.0 Hz Y Accel Middle,
195,,FFT 34.0 Hz Z Gyro Middle,
196,,FFT 46.0 Hz X Gyro Middle,
197,,FFT 52.0 Hz Y Gyro Middle,
198,,FFT 54.0 Hz X Accel Middle,
199,,FFT 52.0 Hz Y Accel Middle,
200,,FFT 52.0 Hz Z Accel Middle,
201,,FFT 52.0 Hz X Gyro Middle,
202,,FFT 50.0 Hz Z Gyro Middle,
203,,FFT 52.0 Hz Z Gyro Middle,
204,,FFT 50.0 Hz Y Gyro Middle,
205,,FFT 54.0 Hz Y Accel Middle,
206,,FFT 54.0 Hz Z Accel Middle,
207,,FFT 54.0 Hz X Gyro Middle,
208,,FFT 52.0 Hz X Accel Middle,
209,,FFT 54.0 Hz Y Gyro Middle,
210,,FFT 48.0 Hz X Gyro Middle,
211,,FFT 48.0 Hz Z Gyro Middle,
212,,FFT 48.0 Hz X Accel Middle,
213,,FFT 48.0 Hz Y Accel Middle,
214,,FFT 48.0 Hz Z Accel Middle,
215,,FFT 46.0 Hz Z Gyro Middle,
216,,FFT 48.0 Hz Y Gyro Middle,
217,,FFT 50.0 Hz X Gyro Middle,
218,,FFT 50.0 Hz X Accel Middle,
219,,FFT 50.0 Hz Y Accel Middle,
220,,FFT 50.0 Hz Z Accel Middle,
221,,FFT 36.0 Hz X Gyro Middle,
222,,Label,
223,,Label,
224,,Label,
225,,Label,
226,,Label,
227,,Label,
228,,Label,
229,,Label,
230,,Label,
231,,Label,
232,,Label,
233,,Label,
234,,Label,
235,,Label,
236,,Label,
237,,Label,
238,,Label,
239,,Label,
240,,Label,
