,Left,Middle,Right
0,,PSDLog 32.7 Hz Y Gyro Middle,
1,,PSDLog 3.3 Hz Y Gyro Middle,
2,,PSDLog 27.3 Hz Y Gyro Middle,
3,,PSDLog 2.0 Hz Y Gyro Middle,
4,,PSDLog 34.0 Hz Z Accel Middle,
5,,PSDLog 2.7 Hz Y Gyro Middle,
6,,PSDLog 32.0 Hz Y Gyro Middle,
7,,PSDLog 34.7 Hz Z Accel Middle,
8,,PSDLog 4.0 Hz Y Gyro Middle,
9,,PSDLog 31.3 Hz Z Accel Middle,
10,,PSDLog 4.7 Hz Y Gyro Middle,
11,,PSDLog 30.7 Hz Y Gyro Middle,
12,,PSDLog 56.7 Hz Y Accel Middle,
13,,PSDLog 1.3 Hz Y Gyro Middle,
14,,PSDLog 36.0 Hz Z Accel Middle,
15,,PSDLog 33.3 Hz Y Gyro Middle,
16,,PSDLog 2.0 Hz X Gyro Middle,
17,,PSDLog 26.7 Hz Z Accel Middle,
18,,PSDLog 32.7 Hz Z Accel Middle,
19,,PSDLog 24.7 Hz Y Gyro Middle,
20,,PSDLog 11.3 Hz Y Gyro Middle,
21,,PSDLog 1.3 Hz X Gyro Middle,
22,,PSDLog 32.0 Hz Z Accel Middle,
23,,PSDLog 28.0 Hz Z Accel Middle,
24,,PSDLog 4.0 Hz X Accel Middle,
25,,PSDLog 20.7 Hz Z Accel Middle,
26,,PSDLog 34.7 Hz Y Gyro Middle,
27,,PSDLog 4.7 Hz Z Accel Middle,
28,,PSDLog 35.3 Hz Z Accel Middle,
29,,PSDLog 31.3 Hz Y Gyro Middle,
30,,PSDLog 25.3 Hz Y Gyro Middle,
31,,PSDLog 12.0 Hz Y Accel Middle,
32,,PSDLog 34.0 Hz Y Gyro Middle,
33,,PSDLog 27.3 Hz Z Accel Middle,
34,,PSDLog 8.0 Hz Y Gyro Middle,
35,,PSDLog 38.7 Hz Y Accel Middle,
36,,PSDLog 4.7 Hz X Accel Middle,
37,,PSDLog 23.3 Hz Y Accel Middle,
38,,PSDLog 28.0 Hz Y Gyro Middle,
39,,PSDLog 23.3 Hz Z Accel Middle,
40,,PSDLog 7.3 Hz Y Gyro Middle,
41,,PSDLog 33.3 Hz Z Accel Middle,
42,,PSDLog 28.7 Hz Y Gyro Middle,
43,,PSDLog 10.7 Hz Y Gyro Middle,
44,,PSDLog 24.7 Hz Z Accel Middle,
45,,PSDLog 35.3 Hz Y Gyro Middle,
46,,PSDLog 6.7 Hz Y Gyro Middle,
47,,PSDLog 30.7 Hz Z Accel Middle,
48,,PSDLog 24.0 Hz Y Accel Middle,
49,,PSDLog 13.3 Hz Y Gyro Middle,
50,,PSDLog 37.3 Hz Z Accel Middle,
51,,PSDLog 12.0 Hz Y Gyro Middle,
52,,PSDLog 29.3 Hz Z Accel Middle,
53,,PSDLog 36.7 Hz Z Accel Middle,
54,,PSDLog 5.3 Hz Z Accel Middle,
55,,PSDLog 24.7 Hz Y Accel Middle,
56,,PSDLog 26.7 Hz Y Gyro Middle,
57,,PSDLog 14.0 Hz Y Gyro Middle,
58,,PSDLog 25.3 Hz Z Accel Middle,
59,,PSDLog 12.7 Hz Y Accel Middle,
60,,PSDLog 17.3 Hz Z Accel Middle,
61,,PSDLog 36.0 Hz Y Gyro Middle,
62,,PSDLog 30.0 Hz Z Accel Middle,
63,,PSDLog 4.0 Hz Z Accel Middle,
64,,PSDLog 58.7 Hz Y Accel Middle,
65,,PSDLog 6.0 Hz Y Gyro Middle,
66,,PSDLog 24.0 Hz Y Gyro Middle,
67,,PSDLog 12.7 Hz Y Gyro Middle,
68,,PSDLog 42.7 Hz Y Accel Middle,
69,,PSDLog 2.7 Hz X Accel Middle,
70,,PSDLog 28.7 Hz Z Accel Middle,
71,,PSDLog 15.3 Hz Y Gyro Middle,
72,,PSDLog 37.3 Hz Y Gyro Middle,
73,,PSDLog 56.0 Hz Y Accel Middle,
74,,PSDLog 11.3 Hz Z Accel Middle,
75,,PSDLog 22.7 Hz Y Accel Middle,
76,,PSDLog 36.7 Hz Y Gyro Middle,
77,,PSDLog 22.0 Hz Y Accel Middle,
78,,PSDLog 3.3 Hz X Accel Middle,
79,,PSDLog 57.3 Hz Y Accel Middle,
80,,PSDLog 6.0 Hz Y Accel Middle,
81,,PSDLog 26.0 Hz Z Accel Middle,
82,,PSDLog 18.7 Hz Y Accel Middle,
83,,PSDLog 41.3 Hz Y Gyro Middle,
84,,PSDLog 22.7 Hz Z Accel Middle,
85,,PSDLog 2.0 Hz X Accel Middle,
86,,PSDLog 30.0 Hz Y Gyro Middle,
87,,PSDLog 40.0 Hz Y Accel Middle,
88,,PSDLog 13.3 Hz Z Accel Middle,
89,,PSDLog 14.7 Hz Y Gyro Middle,
90,,PSDLog 54.7 Hz Y Accel Middle,
91,,PSDLog 0.0 Hz Y Gyro Middle,
92,,PSDLog 42.0 Hz Z Accel Middle,
93,,PSDLog 5.3 Hz Y Gyro Middle,
94,,PSDLog 59.3 Hz Y Accel Middle,
95,,PSDLog 18.7 Hz Y Gyro Middle,
96,,PSDLog 36.0 Hz Y Accel Middle,
97,,PSDLog 10.7 Hz Z Accel Middle,
98,,PSDLog 21.3 Hz Y Accel Middle,
99,,PSDLog 0.7 Hz Y Gyro Middle,
100,,PSDLog 55.3 Hz Y Accel Middle,
101,,PSDLog 24.0 Hz Z Accel Middle,
102,,PSDLog 12.0 Hz Z Accel Middle,
103,,PSDLog 58.0 Hz Y Accel Middle,
104,,PSDLog 10.0 Hz Y Gyro Middle,
105,,PSDLog 40.7 Hz Y Accel Middle,
106,,PSDLog 26.0 Hz Y Gyro Middle,
107,,PSDLog 18.0 Hz Y Gyro Middle,
108,,PSDLog 17.3 Hz Y Gyro Middle,
109,,PSDLog 2.0 Hz Z Accel Middle,
110,,PSDLog 26.7 Hz Y Accel Middle,
111,,PSDLog 42.0 Hz Y Accel Middle,
112,,PSDLog 32.0 Hz Y Accel Middle,
113,,PSDLog 44.7 Hz Y Gyro Middle,
114,,PSDLog 20.7 Hz Y Gyro Middle,
115,,PSDLog 0.7 Hz X Gyro Middle,
116,,PSDLog 53.3 Hz Y Accel Middle,
117,,PSDLog 43.3 Hz Z Accel Middle,
118,,PSDLog 8.7 Hz Y Gyro Middle,
119,,PSDLog 16.0 Hz Y Gyro Middle,
120,,PSDLog 54.0 Hz Y Accel Middle,
121,,PSDLog 25.3 Hz Y Accel Middle,
122,,PSDLog 12.7 Hz Z Accel Middle,
123,,PSDLog 20.7 Hz Y Accel Middle,
124,,PSDLog 30.7 Hz X Accel Middle,
125,,PSDLog 60.7 Hz Y Accel Middle,
126,,PSDLog 14.0 Hz Z Accel Middle,
127,,PSDLog 32.0 Hz X Accel Middle,
128,,PSDLog 38.0 Hz Z Accel Middle,
129,,PSDLog 23.3 Hz Y Gyro Middle,
130,,PSDLog 37.3 Hz Y Accel Middle,
131,,PSDLog 18.0 Hz Z Accel Middle,
132,,PSDLog 50.7 Hz Y Accel Middle,
133,,PSDLog 29.3 Hz Y Gyro Middle,
134,,PSDLog 11.3 Hz Y Accel Middle,
135,,PSDLog 41.3 Hz Y Accel Middle,
136,,PSDLog 28.7 Hz X Accel Middle,
137,,PSDLog 5.3 Hz X Accel Middle,
138,,PSDLog 9.3 Hz Y Gyro Middle,
139,,PSDLog 22.7 Hz Y Gyro Middle,
140,,PSDLog 60.0 Hz Y Accel Middle,
141,,PSDLog 41.3 Hz Z Accel Middle,
142,,PSDLog 30.0 Hz X Accel Middle,
143,,PSDLog 32.7 Hz X Accel Middle,
144,,PSDLog 42.7 Hz Z Accel Middle,
145,,PSDLog 52.7 Hz Y Accel Middle,
146,,PSDLog 21.3 Hz Y Gyro Middle,
147,,PSDLog 31.3 Hz X Accel Middle,
148,,PSDLog 39.3 Hz Y Accel Middle,
149,,PSDLog 44.0 Hz Y Accel Middle,
150,,PSDLog 5.3 Hz Y Accel Middle,
151,,PSDLog 36.7 Hz Y Accel Middle,
152,,PSDLog 38.0 Hz Y Accel Middle,
153,,PSDLog 45.3 Hz Y Gyro Middle,
154,,PSDLog 42.0 Hz Y Gyro Middle,
155,,PSDLog 10.7 Hz Y Accel Middle,
156,,PSDLog 30.0 Hz Y Accel Middle,
157,,PSDLog 21.3 Hz Z Accel Middle,
158,,PSDLog 3.3 Hz Z Accel Middle,
159,,PSDLog 45.3 Hz Y Accel Middle,
160,,PSDLog 16.7 Hz Y Gyro Middle,
161,,PSDLog 28.0 Hz X Accel Middle,
162,,PSDLog 13.3 Hz Y Accel Middle,
163,,PSDLog 20.0 Hz Z Accel Middle,
164,,PSDLog 46.0 Hz Y Accel Middle,
165,,PSDLog 28.0 Hz Y Accel Middle,
166,,PSDLog 6.7 Hz Y Accel Middle,
167,,PSDLog 34.0 Hz Y Accel Middle,
168,,PSDLog 16.7 Hz Z Accel Middle,
169,,PSDLog 12.0 Hz X Accel Middle,
170,,PSDLog 20.0 Hz Y Accel Middle,
171,,PSDLog 42.7 Hz Y Gyro Middle,
172,,PSDLog 52.0 Hz Y Accel Middle,
173,,PSDLog 16.0 Hz Z Accel Middle,
174,,PSDLog 28.7 Hz Y Accel Middle,
175,,PSDLog 18.7 Hz Z Accel Middle,
176,,PSDLog 27.3 Hz Y Accel Middle,
177,,PSDLog 33.3 Hz Y Accel Middle,
178,,PSDLog 15.3 Hz Z Accel Middle,
179,,PSDLog 40.0 Hz Z Accel Middle,
180,,PSDLog 38.0 Hz Y Gyro Middle,
181,,PSDLog 31.3 Hz Y Accel Middle,
182,,PSDLog 2.0 Hz Y Accel Middle,
183,,PSDLog 18.7 Hz X Gyro Middle,
184,,PSDLog 34.7 Hz Y Accel Middle,
185,,PSDLog 22.0 Hz Z Accel Middle,
186,,PSDLog 44.7 Hz Y Accel Middle,
187,,PSDLog 2.7 Hz Z Accel Middle,
188,,PSDLog 46.0 Hz Y Gyro Middle,
189,,PSDLog 20.0 Hz Y Gyro Middle,
190,,PSDLog 1.3 Hz Z Accel Middle,
191,,PSDLog 27.3 Hz X Accel Middle,
192,,PSDLog 22.0 Hz Y Gyro Middle,
193,,PSDLog 12.7 Hz X Accel Middle,
194,,PSDLog 26.0 Hz Y Accel Middle,
195,,PSDLog 44.7 Hz Z Accel Middle,
196,,PSDLog 14.7 Hz Z Accel Middle,
197,,PSDLog 20.0 Hz X Gyro Middle,
198,,PSDLog 43.3 Hz Y Gyro Middle,
199,,PSDLog 14.0 Hz Y Accel Middle,
200,,PSDLog 19.3 Hz Z Accel Middle,
201,,PSDLog 22.0 Hz X Gyro Middle,
202,,PSDLog 47.3 Hz Y Accel Middle,
203,,PSDLog 4.0 Hz X Gyro Middle,
204,,PSDLog 17.3 Hz X Gyro Middle,
205,,PSDLog 4.7 Hz Y Accel Middle,
206,,PSDLog 46.7 Hz Z Accel Middle,
207,,PSDLog 56.7 Hz Y Gyro Middle,
208,,PSDLog 29.3 Hz X Accel Middle,
209,,PSDLog 51.3 Hz Y Accel Middle,
210,,PSDLog 38.7 Hz Z Accel Middle,
211,,PSDLog 3.3 Hz X Gyro Middle,
212,,PSDLog 16.0 Hz Y Accel Middle,
213,,PSDLog 19.3 Hz Y Accel Middle,
214,,PSDLog 43.3 Hz Y Accel Middle,
215,,PSDLog 56.7 Hz Z Accel Middle,
216,,PSDLog 16.7 Hz Y Accel Middle,
217,,PSDLog 44.0 Hz Y Gyro Middle,
218,,PSDLog 7.3 Hz Y Accel Middle,
219,,PSDLog 26.7 Hz X Accel Middle,
220,,PSDLog 5.3 Hz X Gyro Middle,
221,,PSDLog 22.7 Hz X Gyro Middle,
222,,PSDLog 46.0 Hz Z Accel Middle,
223,,PSDLog 2.7 Hz X Gyro Middle,
224,,PSDLog 19.3 Hz Y Gyro Middle,
225,,PSDLog 32.7 Hz Y Accel Middle,
226,,PSDLog 33.3 Hz X Accel Middle,
227,,PSDLog 0.7 Hz Z Accel Middle,
228,,PSDLog 21.3 Hz X Gyro Middle,
229,,PSDLog 44.0 Hz Z Accel Middle,
230,,PSDLog 7.3 Hz Z Accel Middle,
231,,PSDLog 18.0 Hz X Gyro Middle,
232,,PSDLog 25.3 Hz X Accel Middle,
233,,PSDLog 14.7 Hz Y Accel Middle,
234,,PSDLog 35.3 Hz Y Accel Middle,
235,,PSDLog 10.0 Hz Z Accel Middle,
236,,PSDLog 52.0 Hz Y Gyro Middle,
237,,PSDLog 46.7 Hz Y Accel Middle,
238,,PSDLog 10.7 Hz X Accel Middle,
239,,PSDLog 12.7 Hz X Gyro Middle,
240,,Label,
