,Left,Middle,Right
0,,FFT 0.0 Hz Z Gyro Middle,
1,,FFT 19.5 Hz Z Accel Middle,
2,,FFT 30.5 Hz Z Accel Middle,
3,,FFT 15.5 Hz Z Accel Middle,
4,,FFT 18.0 Hz Z Accel Middle,
5,,FFT 31.0 Hz Z Accel Middle,
6,,FFT 20.5 Hz Z Accel Middle,
7,,FFT 0.0 Hz Y Accel Middle,
8,,FFT 19.0 Hz Z Accel Middle,
9,,FFT 29.5 Hz Z Accel Middle,
10,,FFT 18.5 Hz Z Accel Middle,
11,,FFT 21.5 Hz Z Accel Middle,
12,,FFT 21.0 Hz Z Accel Middle,
13,,FFT 30.0 Hz Z Accel Middle,
14,,FFT 31.5 Hz Z Accel Middle,
15,,FFT 16.5 Hz Z Accel Middle,
16,,FFT 27.5 Hz Z Accel Middle,
17,,FFT 29.0 Hz Z Accel Middle,
18,,FFT 23.5 Hz Z Accel Middle,
19,,FFT 20.0 Hz X Accel Middle,
20,,FFT 20.0 Hz Y Accel Middle,
21,,FFT 19.5 Hz Z Gyro Middle,
22,,FFT 20.0 Hz Z Accel Middle,
23,,FFT 20.0 Hz Y Gyro Middle,
24,,FFT 19.0 Hz Y Gyro Middle,
25,,FFT 19.0 Hz Z Gyro Middle,
26,,FFT 19.0 Hz Y Accel Middle,
27,,FFT 19.0 Hz X Gyro Middle,
28,,FFT 19.5 Hz Y Gyro Middle,
29,,FFT 19.5 Hz X Gyro Middle,
30,,FFT 19.5 Hz X Accel Middle,
31,,FFT 19.5 Hz Y Accel Middle,
32,,FFT 20.0 Hz X Gyro Middle,
33,,FFT 18.5 Hz Z Gyro Middle,
34,,FFT 21.5 Hz X Gyro Middle,
35,,FFT 21.5 Hz Y Gyro Middle,
36,,FFT 21.5 Hz X Accel Middle,
37,,FFT 21.5 Hz Y Accel Middle,
38,,FFT 21.0 Hz Y Gyro Middle,
39,,FFT 21.0 Hz X Gyro Middle,
40,,FFT 21.5 Hz Z Gyro Middle,
41,,FFT 22.0 Hz X Accel Middle,
42,,FFT 21.0 Hz Z Gyro Middle,
43,,FFT 20.0 Hz Z Gyro Middle,
44,,FFT 20.5 Hz Y Gyro Middle,
45,,FFT 18.0 Hz Y Gyro Middle,
46,,FFT 20.5 Hz Y Accel Middle,
47,,FFT 20.5 Hz X Gyro Middle,
48,,FFT 20.5 Hz X Accel Middle,
49,,FFT 21.0 Hz Y Accel Middle,
50,,FFT 20.5 Hz Z Gyro Middle,
51,,FFT 21.0 Hz X Accel Middle,
52,,FFT 19.0 Hz X Accel Middle,
53,,FFT 22.0 Hz Z Accel Middle,
54,,FFT 16.0 Hz Z Gyro Middle,
55,,FFT 16.5 Hz X Accel Middle,
56,,FFT 16.0 Hz X Gyro Middle,
57,,FFT 16.0 Hz Y Gyro Middle,
58,,FFT 16.0 Hz Y Accel Middle,
59,,FFT 15.5 Hz Z Gyro Middle,
60,,FFT 16.5 Hz Y Accel Middle,
61,,FFT 16.5 Hz X Gyro Middle,
62,,FFT 16.0 Hz Z Accel Middle,
63,,FFT 16.5 Hz Z Gyro Middle,
64,,FFT 16.0 Hz X Accel Middle,
65,,FFT 15.0 Hz Z Gyro Middle,
66,,FFT 15.5 Hz X Accel Middle,
67,,FFT 15.0 Hz X Gyro Middle,
68,,FFT 15.0 Hz Y Gyro Middle,
