,Left,Middle,Right
69,,FFT 17.0 Hz X Accel Middle,
70,,FFT 15.5 Hz Y Gyro Middle,
71,,FFT 15.5 Hz Y Accel Middle,
72,,FFT 15.5 Hz X Gyro Middle,
73,,FFT 16.5 Hz Y Gyro Middle,
74,,FFT 18.5 Hz Y Gyro Middle,
75,,FFT 22.5 Hz Z Accel Middle,
76,,FFT 18.0 Hz Z Gyro Middle,
77,,FFT 18.0 Hz Y Accel Middle,
78,,FFT 18.0 Hz X Gyro Middle,
79,,FFT 17.5 Hz Z Gyro Middle,
80,,FFT 17.5 Hz X Gyro Middle,
81,,FFT 18.5 Hz X Accel Middle,
82,,FFT 18.5 Hz Y Accel Middle,
83,,FFT 18.0 Hz X Accel Middle,
84,,FFT 18.5 Hz X Gyro Middle,
85,,FFT 17.5 Hz Y Gyro Middle,
86,,FFT 17.0 Hz Y Gyro Middle,
87,,FFT 17.0 Hz Z Gyro Middle,
88,,FFT 17.0 Hz Z Accel Middle,
89,,FFT 17.0 Hz X Gyro Middle,
90,,FFT 17.0 Hz Y Accel Middle,
91,,FFT 17.5 Hz Z Accel Middle,
92,,FFT 17.5 Hz X Accel Middle,
93,,FFT 17.5 Hz Y Accel Middle,
94,,FFT 22.0 Hz Y Accel Middle,
95,,FFT 15.0 Hz Y Accel Middle,
96,,FFT 27.0 Hz X Gyro Middle,
97,,FFT 27.0 Hz Y Gyro Middle,
98,,FFT 27.0 Hz Y Accel Middle,
99,,FFT 27.0 Hz Z Accel Middle,
100,,FFT 26.5 Hz Z Gyro Middle,
101,,FFT 26.5 Hz X Gyro Middle,
102,,FFT 27.0 Hz Z Gyro Middle,
103,,FFT 27.5 Hz X Accel Middle,
104,,FFT 27.0 Hz X Accel Middle,
105,,FFT 27.5 Hz X Gyro Middle,
106,,FFT 26.5 Hz Y Gyro Middle,
107,,FFT 26.0 Hz Y Gyro Middle,
108,,FFT 26.0 Hz Z Gyro Middle,
109,,FFT 26.0 Hz Z Accel Middle,
110,,FFT 26.0 Hz X Gyro Middle,
111,,FFT 27.5 Hz Z Gyro Middle,
112,,FFT 26.5 Hz Z Accel Middle,
113,,FFT 26.5 Hz X Accel Middle,
114,,FFT 26.5 Hz Y Accel Middle,
115,,FFT 27.5 Hz Y Accel Middle,
116,,FFT 26.0 Hz X Accel Middle,
117,,FFT 27.5 Hz Y Gyro Middle,
118,,FFT 29.0 Hz X Gyro Middle,
119,,FFT 29.0 Hz Y Gyro Middle,
120,,FFT 29.0 Hz X Accel Middle,
121,,FFT 29.0 Hz Y Accel Middle,
122,,FFT 28.5 Hz Y Gyro Middle,
123,,FFT 28.5 Hz Z Accel Middle,
124,,FFT 29.0 Hz Z Gyro Middle,
125,,FFT 29.5 Hz X Accel Middle,
126,,FFT 28.5 Hz Z Gyro Middle,
127,,FFT 25.5 Hz Z Gyro Middle,
128,,FFT 28.5 Hz X Gyro Middle,
129,,FFT 28.0 Hz X Gyro Middle,
130,,FFT 28.0 Hz Y Gyro Middle,
131,,FFT 28.0 Hz Y Accel Middle,
132,,FFT 28.0 Hz Z Accel Middle,
133,,FFT 28.0 Hz X Accel Middle,
134,,FFT 28.5 Hz Y Accel Middle,
135,,FFT 28.0 Hz Z Gyro Middle,
136,,FFT 28.5 Hz X Accel Middle,
137,,FFT 26.0 Hz Y Accel Middle,
138,,FFT 22.0 Hz X Gyro Middle,
139,,FFT 23.5 Hz Y Accel Middle,
140,,FFT 23.5 Hz X Gyro Middle,
141,,FFT 23.0 Hz Z Gyro Middle,
142,,FFT 23.5 Hz X Accel Middle,
143,,FFT 23.0 Hz X Gyro Middle,
144,,FFT 23.0 Hz Y Accel Middle,
145,,FFT 23.5 Hz Y Gyro Middle,
146,,FFT 23.5 Hz Z Gyro Middle,
147,,FFT 23.0 Hz Y Gyro Middle,
148,,FFT 24.0 Hz Y Accel Middle,
149,,FFT 23.0 Hz Z Accel Middle,
150,,FFT 22.5 Hz Y Accel Middle,
151,,FFT 22.5 Hz X Gyro Middle,
152,,FFT 22.0 Hz Z Gyro Middle,
153,,FFT 22.5 Hz X Accel Middle,
154,,FFT 24.0 Hz X Gyro Middle,
155,,FFT 23.0 Hz X Accel Middle,
156,,FFT 22.5 Hz Y Gyro Middle,
157,,FFT 22.5 Hz Z Gyro Middle,
158,,FFT 24.0 Hz X Accel Middle,
159,,FFT 22.0 Hz Y Gyro Middle,
160,,FFT 24.0 Hz Z Accel Middle,
161,,FFT 25.5 Hz X Accel Middle,
162,,FFT 25.5 Hz Y Accel Middle,
163,,FFT 25.0 Hz Y Gyro Middle,
164,,FFT 25.0 Hz Z Gyro Middle,
165,,FFT 25.0 Hz Z Accel Middle,
166,,FFT 25.0 Hz X Accel Middle,
167,,FFT 25.5 Hz Z Accel Middle,
168,,FFT 25.5 Hz X Gyro Middle,
169,,FFT 25.0 Hz X Gyro Middle,
170,,FFT 25.5 Hz Y Gyro Middle,
171,,FFT 25.0 Hz Y Accel Middle,
172,,FFT 24.5 Hz Y Accel Middle,
173,,FFT 24.5 Hz Z Accel Middle,
174,,FFT 24.0 Hz Z Gyro Middle,
175,,FFT 24.5 Hz X Accel Middle,
176,,FFT 24.0 Hz Y Gyro Middle,
177,,FFT 24.5 Hz Z Gyro Middle,
178,,FFT 24.5 Hz X Gyro Middle,
179,,FFT 24.5 Hz Y Gyro Middle,
180,,FFT 15.0 Hz Z Accel Middle,
181,,FFT 14.5 Hz Z Gyro Middle,
182,,FFT 5.0 Hz Y Accel Middle,
183,,FFT 5.0 Hz X Gyro Middle,
184,,FFT 4.5 Hz Z Gyro Middle,
185,,FFT 5.0 Hz X Accel Middle,
186,,FFT 4.5 Hz X Gyro Middle,
187,,FFT 5.0 Hz Z Accel Middle,
188,,FFT 4.5 Hz Z Accel Middle,
189,,FFT 5.0 Hz Y Gyro Middle,
190,,FFT 5.0 Hz Z Gyro Middle,
191,,FFT 4.5 Hz Y Gyro Middle,
192,,FFT 5.5 Hz Y Accel Middle,
193,,FFT 4.0 Hz Z Accel Middle,
194,,FFT 4.0 Hz Y Gyro Middle,
195,,FFT 4.0 Hz X Accel Middle,
196,,FFT 4.0 Hz Y Accel Middle,
197,,FFT 5.5 Hz X Gyro Middle,
198,,FFT 4.0 Hz X Gyro Middle,
199,,FFT 4.5 Hz Y Accel Middle,
200,,FFT 4.0 Hz Z Gyro Middle,
201,,FFT 4.5 Hz X Accel Middle,
202,,FFT 5.5 Hz X Accel Middle,
203,,FFT 3.5 Hz Y Gyro Middle,
204,,FFT 5.5 Hz Z Accel Middle,
205,,FFT 7.0 Hz X Accel Middle,
206,,FFT 7.0 Hz Z Accel Middle,
207,,FFT 6.5 Hz Y Gyro Middle,
208,,FFT 6.5 Hz Z Gyro Middle,
209,,FFT 6.5 Hz Z Accel Middle,
210,,FFT 7.0 Hz Y Accel Middle,
211,,FFT 6.5 Hz Y Accel Middle,
212,,FFT 7.0 Hz X Gyro Middle,
213,,FFT 7.0 Hz Y Gyro Middle,
214,,FFT 6.5 Hz X Gyro Middle,
215,,FFT 3.5 Hz X Gyro Middle,
216,,FFT 6.0 Hz Y Accel Middle,
217,,FFT 6.0 Hz X Gyro Middle,
218,,FFT 5.5 Hz Z Gyro Middle,
219,,FFT 6.0 Hz X Accel Middle,
220,,FFT 5.5 Hz Y Gyro Middle,
221,,FFT 6.0 Hz Z Accel Middle,
222,,FFT 6.5 Hz X Accel Middle,
223,,FFT 6.0 Hz Y Gyro Middle,
224,,FFT 6.0 Hz Z Gyro Middle,
225,,FFT 3.5 Hz Z Gyro Middle,
226,,FFT 7.5 Hz X Accel Middle,
227,,FFT 1.0 Hz Y Gyro Middle,
228,,FFT 1.5 Hz X Accel Middle,
229,,FFT 1.0 Hz Z Accel Middle,
230,,FFT 1.0 Hz X Gyro Middle,
231,,FFT 1.0 Hz X Accel Middle,
232,,FFT 1.0 Hz Z Gyro Middle,
233,,FFT 0.5 Hz Z Gyro Middle,
234,,FFT 1.5 Hz Y Accel Middle,
235,,FFT 1.5 Hz Z Accel Middle,
236,,FFT 1.0 Hz Y Accel Middle,
237,,FFT 1.5 Hz Y Gyro Middle,
238,,FFT 0.0 Hz Y Gyro Middle,
239,,FFT 0.5 Hz Y Accel Middle,
240,,Label,
