,Left,Middle,Right
0,,PSDLog 32.0 Hz Y Gyro Middle,
1,,PSDLog 3.0 Hz Y Gyro Middle,
2,,PSDLog 36.0 Hz Z Accel Middle,
3,,PSDLog 4.0 Hz Y Gyro Middle,
4,,PSDLog 27.0 Hz Y Gyro Middle,
5,,PSDLog 4.5 Hz Y Gyro Middle,
6,,PSDLog 34.5 Hz Z Accel Middle,
7,,PSDLog 32.5 Hz Z Accel Middle,
8,,PSDLog 3.5 Hz Y Gyro Middle,
9,,PSDLog 31.0 Hz Y Gyro Middle,
10,,PSDLog 1.5 Hz Y Gyro Middle,
11,,PSDLog 36.5 Hz Z Accel Middle,
12,,PSDLog 12.0 Hz Y Gyro Middle,
13,,PSDLog 33.0 Hz Y Gyro Middle,
14,,PSDLog 2.0 Hz Y Gyro Middle,
15,,PSDLog 33.5 Hz Y Gyro Middle,
16,,PSDLog 2.5 Hz Y Gyro Middle,
17,,PSDLog 27.0 Hz Z Accel Middle,
18,,PSDLog 32.5 Hz Y Gyro Middle,
19,,PSDLog 14.0 Hz Y Gyro Middle,
20,,PSDLog 24.0 Hz Y Accel Middle,
21,,PSDLog 11.5 Hz Y Gyro Middle,
22,,PSDLog 34.5 Hz Y Gyro Middle,
23,,PSDLog 35.0 Hz Z Accel Middle,
24,,PSDLog 5.0 Hz Y Gyro Middle,
25,,PSDLog 29.5 Hz Z Accel Middle,
26,,PSDLog 34.0 Hz Z Accel Middle,
27,,PSDLog 8.0 Hz Y Gyro Middle,
28,,PSDLog 56.0 Hz Y Accel Middle,
29,,PSDLog 31.0 Hz Z Accel Middle,
30,,PSDLog 1.0 Hz Y Gyro Middle,
31,,PSDLog 32.0 Hz Z Accel Middle,
32,,PSDLog 14.5 Hz Y Gyro Middle,
33,,PSDLog 31.5 Hz Z Accel Middle,
34,,PSDLog 2.0 Hz X Gyro Middle,
35,,PSDLog 28.0 Hz Z Accel Middle,
36,,PSDLog 4.5 Hz X Accel Middle,
37,,PSDLog 35.0 Hz Y Gyro Middle,
38,,PSDLog 56.5 Hz Y Accel Middle,
39,,PSDLog 37.5 Hz Z Accel Middle,
40,,PSDLog 28.5 Hz Z Accel Middle,
41,,PSDLog 12.5 Hz Y Gyro Middle,
42,,PSDLog 4.0 Hz X Accel Middle,
43,,PSDLog 25.5 Hz Z Accel Middle,
44,,PSDLog 34.0 Hz Y Gyro Middle,
45,,PSDLog 12.0 Hz Y Accel Middle,
46,,PSDLog 33.5 Hz Z Accel Middle,
47,,PSDLog 3.5 Hz X Accel Middle,
48,,PSDLog 25.0 Hz Z Accel Middle,
49,,PSDLog 29.0 Hz Z Accel Middle,
50,,PSDLog 12.5 Hz Z Accel Middle,
51,,PSDLog 57.5 Hz Y Accel Middle,
52,,PSDLog 27.5 Hz Y Gyro Middle,
53,,PSDLog 23.5 Hz Y Accel Middle,
54,,PSDLog 1.5 Hz X Gyro Middle,
55,,PSDLog 30.5 Hz Z Accel Middle,
56,,PSDLog 24.5 Hz Y Accel Middle,
57,,PSDLog 6.5 Hz Y Gyro Middle,
58,,PSDLog 33.0 Hz Z Accel Middle,
59,,PSDLog 15.5 Hz Y Gyro Middle,
60,,PSDLog 23.0 Hz Y Accel Middle,
61,,PSDLog 5.0 Hz Z Accel Middle,
62,,PSDLog 28.0 Hz Y Gyro Middle,
63,,PSDLog 36.5 Hz Y Gyro Middle,
64,,PSDLog 31.5 Hz Y Gyro Middle,
65,,PSDLog 4.5 Hz Z Accel Middle,
66,,PSDLog 12.5 Hz Y Accel Middle,
67,,PSDLog 35.5 Hz Y Gyro Middle,
68,,PSDLog 13.0 Hz Z Accel Middle,
69,,PSDLog 22.0 Hz Y Accel Middle,
70,,PSDLog 5.0 Hz X Accel Middle,
71,,PSDLog 37.5 Hz Y Gyro Middle,
72,,PSDLog 29.0 Hz Y Gyro Middle,
73,,PSDLog 16.0 Hz Y Gyro Middle,
74,,PSDLog 0.5 Hz Y Gyro Middle,
75,,PSDLog 27.5 Hz Z Accel Middle,
76,,PSDLog 58.0 Hz Y Accel Middle,
77,,PSDLog 36.0 Hz Y Gyro Middle,
78,,PSDLog 16.5 Hz Y Gyro Middle,
79,,PSDLog 24.5 Hz Y Gyro Middle,
80,,PSDLog 37.0 Hz Z Accel Middle,
81,,PSDLog 26.0 Hz Y Gyro Middle,
82,,PSDLog 4.0 Hz Z Accel Middle,
83,,PSDLog 55.0 Hz Y Accel Middle,
84,,PSDLog 24.0 Hz Z Accel Middle,
85,,PSDLog 1.0 Hz X Gyro Middle,
86,,PSDLog 30.5 Hz Y Gyro Middle,
87,,PSDLog 13.0 Hz Y Accel Middle,
88,,PSDLog 18.0 Hz Y Gyro Middle,
89,,PSDLog 13.5 Hz Y Gyro Middle,
90,,PSDLog 35.5 Hz Z Accel Middle,
91,,PSDLog 2.5 Hz X Accel Middle,
92,,PSDLog 40.0 Hz Y Accel Middle,
93,,PSDLog 38.5 Hz Y Accel Middle,
94,,PSDLog 25.0 Hz Y Accel Middle,
95,,PSDLog 13.5 Hz Z Accel Middle,
96,,PSDLog 26.0 Hz Z Accel Middle,
97,,PSDLog 2.0 Hz Z Accel Middle,
98,,PSDLog 38.0 Hz Y Accel Middle,
99,,PSDLog 28.0 Hz X Accel Middle,
100,,PSDLog 21.5 Hz Y Accel Middle,
101,,PSDLog 7.5 Hz Y Gyro Middle,
102,,PSDLog 26.5 Hz Y Gyro Middle,
103,,PSDLog 43.0 Hz Y Accel Middle,
104,,PSDLog 18.0 Hz Z Accel Middle,
105,,PSDLog 11.5 Hz Z Accel Middle,
106,,PSDLog 36.5 Hz Y Accel Middle,
107,,PSDLog 24.0 Hz Y Gyro Middle,
108,,PSDLog 30.0 Hz Z Accel Middle,
109,,PSDLog 1.5 Hz Z Accel Middle,
110,,PSDLog 25.0 Hz Y Gyro Middle,
111,,PSDLog 8.5 Hz Y Gyro Middle,
112,,PSDLog 57.0 Hz Y Accel Middle,
113,,PSDLog 11.0 Hz Y Gyro Middle,
114,,PSDLog 39.0 Hz Y Accel Middle,
115,,PSDLog 28.5 Hz Y Gyro Middle,
116,,PSDLog 14.5 Hz Z Accel Middle,
117,,PSDLog 21.5 Hz Y Gyro Middle,
118,,PSDLog 0.0 Hz Y Gyro Middle,
119,,PSDLog 22.5 Hz Y Accel Middle,
120,,PSDLog 37.0 Hz Y Gyro Middle,
121,,PSDLog 2.5 Hz Z Accel Middle,
122,,PSDLog 55.5 Hz Y Accel Middle,
123,,PSDLog 58.5 Hz Y Accel Middle,
124,,PSDLog 15.0 Hz Y Gyro Middle,
125,,PSDLog 24.5 Hz Z Accel Middle,
126,,PSDLog 53.5 Hz Y Accel Middle,
127,,PSDLog 44.5 Hz Y Accel Middle,
128,,PSDLog 14.0 Hz Z Accel Middle,
129,,PSDLog 15.0 Hz Z Accel Middle,
130,,PSDLog 35.0 Hz Y Accel Middle,
131,,PSDLog 13.0 Hz Y Gyro Middle,
132,,PSDLog 54.5 Hz Y Accel Middle,
133,,PSDLog 7.0 Hz Y Gyro Middle,
134,,PSDLog 41.0 Hz Y Accel Middle,
135,,PSDLog 29.5 Hz Y Gyro Middle,
136,,PSDLog 51.0 Hz Y Accel Middle,
137,,PSDLog 10.0 Hz Y Gyro Middle,
138,,PSDLog 26.5 Hz Z Accel Middle,
139,,PSDLog 13.5 Hz Y Accel Middle,
140,,PSDLog 42.5 Hz Z Accel Middle,
141,,PSDLog 20.5 Hz Y Gyro Middle,
142,,PSDLog 54.0 Hz Y Accel Middle,
143,,PSDLog 22.5 Hz Z Accel Middle,
144,,PSDLog 36.0 Hz Y Accel Middle,
145,,PSDLog 59.0 Hz Y Accel Middle,
146,,PSDLog 5.5 Hz Z Accel Middle,
147,,PSDLog 25.5 Hz Y Gyro Middle,
148,,PSDLog 23.0 Hz Z Accel Middle,
149,,PSDLog 10.5 Hz Y Gyro Middle,
150,,PSDLog 53.0 Hz Y Accel Middle,
151,,PSDLog 15.5 Hz Z Accel Middle,
152,,PSDLog 31.5 Hz Y Accel Middle,
153,,PSDLog 21.0 Hz Z Accel Middle,
154,,PSDLog 2.0 Hz X Accel Middle,
155,,PSDLog 32.5 Hz X Accel Middle,
156,,PSDLog 38.0 Hz Y Gyro Middle,
157,,PSDLog 20.5 Hz Y Accel Middle,
158,,PSDLog 42.0 Hz Z Accel Middle,
159,,PSDLog 11.0 Hz Y Accel Middle,
160,,PSDLog 43.5 Hz Y Accel Middle,
161,,PSDLog 2.5 Hz X Gyro Middle,
162,,PSDLog 59.5 Hz Y Accel Middle,
163,,PSDLog 21.5 Hz Z Accel Middle,
164,,PSDLog 12.0 Hz Z Accel Middle,
165,,PSDLog 44.0 Hz Y Accel Middle,
166,,PSDLog 9.5 Hz Y Gyro Middle,
167,,PSDLog 25.5 Hz Y Accel Middle,
168,,PSDLog 30.0 Hz Y Gyro Middle,
169,,PSDLog 23.5 Hz Z Accel Middle,
170,,PSDLog 21.0 Hz Y Gyro Middle,
171,,PSDLog 11.5 Hz Y Accel Middle,
172,,PSDLog 33.0 Hz X Accel Middle,
173,,PSDLog 32.5 Hz Y Accel Middle,
174,,PSDLog 45.0 Hz Y Accel Middle,
175,,PSDLog 21.5 Hz X Gyro Middle,
176,,PSDLog 5.5 Hz Y Gyro Middle,
177,,PSDLog 52.5 Hz Y Accel Middle,
178,,PSDLog 42.5 Hz Y Accel Middle,
179,,PSDLog 3.0 Hz X Accel Middle,
180,,PSDLog 34.0 Hz Y Accel Middle,
181,,PSDLog 37.5 Hz Y Accel Middle,
182,,PSDLog 11.0 Hz Z Accel Middle,
183,,PSDLog 23.0 Hz Y Gyro Middle,
184,,PSDLog 39.5 Hz Y Accel Middle,
185,,PSDLog 41.0 Hz Z Accel Middle,
186,,PSDLog 52.0 Hz Y Accel Middle,
187,,PSDLog 3.0 Hz Z Accel Middle,
188,,PSDLog 22.0 Hz Z Accel Middle,
189,,PSDLog 4.5 Hz Y Accel Middle,
190,,PSDLog 41.5 Hz Y Accel Middle,
191,,PSDLog 17.5 Hz Y Gyro Middle,
192,,PSDLog 32.0 Hz X Accel Middle,
193,,PSDLog 45.5 Hz Y Accel Middle,
194,,PSDLog 16.5 Hz Z Accel Middle,
195,,PSDLog 20.5 Hz Z Accel Middle,
196,,PSDLog 5.5 Hz Y Accel Middle,
197,,PSDLog 26.0 Hz Y Accel Middle,
198,,PSDLog 33.5 Hz Y Accel Middle,
199,,PSDLog 29.0 Hz X Accel Middle,
200,,PSDLog 18.5 Hz Y Gyro Middle,
201,,PSDLog 16.0 Hz Z Accel Middle,
202,,PSDLog 28.0 Hz Y Accel Middle,
203,,PSDLog 22.5 Hz Y Gyro Middle,
204,,PSDLog 42.5 Hz Y Gyro Middle,
205,,PSDLog 11.5 Hz X Accel Middle,
206,,PSDLog 43.5 Hz Z Accel Middle,
207,,PSDLog 30.0 Hz X Accel Middle,
208,,PSDLog 6.0 Hz Y Gyro Middle,
209,,PSDLog 14.5 Hz Y Accel Middle,
210,,PSDLog 38.0 Hz Z Accel Middle,
211,,PSDLog 51.5 Hz Y Accel Middle,
212,,PSDLog 32.0 Hz Y Accel Middle,
213,,PSDLog 17.0 Hz Y Gyro Middle,
214,,PSDLog 30.5 Hz X Accel Middle,
215,,PSDLog 38.5 Hz Z Accel Middle,
216,,PSDLog 49.0 Hz Y Accel Middle,
217,,PSDLog 6.5 Hz Y Accel Middle,
218,,PSDLog 21.0 Hz Y Accel Middle,
219,,PSDLog 6.0 Hz Y Accel Middle,
220,,PSDLog 57.0 Hz Z Accel Middle,
221,,PSDLog 2.0 Hz Y Accel Middle,
222,,PSDLog 46.5 Hz Y Accel Middle,
223,,PSDLog 16.0 Hz Y Accel Middle,
224,,PSDLog 17.5 Hz Z Accel Middle,
225,,PSDLog 43.0 Hz Y Gyro Middle,
226,,PSDLog 17.0 Hz Z Accel Middle,
227,,PSDLog 50.5 Hz Y Accel Middle,
228,,PSDLog 19.5 Hz Y Accel Middle,
229,,PSDLog 33.0 Hz Y Accel Middle,
230,,PSDLog 43.5 Hz Y Gyro Middle,
231,,PSDLog 9.0 Hz Y Gyro Middle,
232,,PSDLog 27.0 Hz Y Accel Middle,
233,,PSDLog 26.5 Hz Y Accel Middle,
234,,PSDLog 3.5 Hz Z Accel Middle,
235,,PSDLog 15.0 Hz Y Accel Middle,
236,,PSDLog 28.5 Hz Y Accel Middle,
237,,PSDLog 42.0 Hz Y Accel Middle,
238,,PSDLog 10.5 Hz Z Accel Middle,
239,,PSDLog 23.5 Hz X Gyro Middle,
240,,Label,
