,Left,Middle,Right
0,,FFT 32.0 Hz Z Accel Middle,
1,,FFT 20.0 Hz Z Accel Middle,
2,,FFT 0.0 Hz Z Gyro Middle,
3,,FFT 24.0 Hz Z Accel Middle,
4,,FFT 28.0 Hz Z Accel Middle,
5,,FFT 16.0 Hz Z Accel Middle,
6,,FFT 36.0 Hz Z Accel Middle,
7,,FFT 32.0 Hz X Accel Middle,
8,,FFT 28.0 Hz X Accel Middle,
9,,FFT 12.0 Hz Z Accel Middle,
10,,FFT 20.0 Hz Y Accel Middle,
11,,FFT 0.0 Hz Y Accel Middle,
12,,FFT 12.0 Hz Y Accel Middle,
13,,FFT 24.0 Hz X Accel Middle,
14,,FFT 12.0 Hz X Accel Middle,
15,,FFT 4.0 Hz X Accel Middle,
16,,FFT 44.0 Hz X Accel Middle,
17,,FFT 0.0 Hz X Accel Middle,
18,,FFT 24.0 Hz Y Accel Middle,
19,,FFT 20.0 Hz X Accel Middle,
20,,FFT 16.0 Hz Y Accel Middle,
21,,FFT 40.0 Hz Z Accel Middle,
22,,FFT 48.0 Hz X Accel Middle,
23,,FFT 36.0 Hz X Accel Middle,
24,,FFT 8.0 Hz Y Accel Middle,
25,,FFT 40.0 Hz X Accel Middle,
26,,FFT 36.0 Hz Y Accel Middle,
27,,FFT 52.0 Hz X Accel Middle,
28,,FFT 4.0 Hz Z Accel Middle,
29,,FFT 8.0 Hz Z Accel Middle,
30,,FFT 8.0 Hz X Accel Middle,
31,,FFT 40.0 Hz Y Accel Middle,
32,,FFT 44.0 Hz Z Accel Middle,
33,,FFT 48.0 Hz Y Accel Middle,
34,,FFT 32.0 Hz Y Accel Middle,
35,,FFT 48.0 Hz Z Accel Middle,
36,,FFT 56.0 Hz Y Accel Middle,
37,,FFT 44.0 Hz Y Accel Middle,
38,,FFT 52.0 Hz Y Accel Middle,
39,,FFT 4.0 Hz Y Accel Middle,
40,,FFT 32.0 Hz X Gyro Middle,
41,,FFT 36.0 Hz Z Gyro Middle,
42,,FFT 36.0 Hz Y Gyro Middle,
43,,FFT 32.0 Hz Y Gyro Middle,
44,,FFT 32.0 Hz Z Gyro Middle,
45,,FFT 36.0 Hz X Gyro Middle,
46,,FFT 40.0 Hz X Gyro Middle,
47,,FFT 4.0 Hz Z Gyro Middle,
48,,FFT 4.0 Hz Y Gyro Middle,
49,,FFT 8.0 Hz Z Gyro Middle,
50,,FFT 8.0 Hz Y Gyro Middle,
51,,FFT 28.0 Hz Y Accel Middle,
52,,FFT 8.0 Hz X Gyro Middle,
53,,FFT 12.0 Hz Y Gyro Middle,
54,,FFT 12.0 Hz Z Gyro Middle,
55,,FFT 4.0 Hz X Gyro Middle,
56,,FFT 0.0 Hz Y Gyro Middle,
57,,FFT 0.0 Hz X Gyro Middle,
58,,FFT 16.0 Hz X Accel Middle,
59,,FFT 12.0 Hz X Gyro Middle,
60,,FFT 28.0 Hz Z Gyro Middle,
61,,FFT 24.0 Hz X Gyro Middle,
62,,FFT 20.0 Hz Y Gyro Middle,
