,Left,Middle,Right
63,,FFT 28.0 Hz X Gyro Middle,
64,,FFT 24.0 Hz Z Gyro Middle,
65,,FFT 0.0 Hz Z Accel Middle,
66,,FFT 24.0 Hz Y Gyro Middle,
67,,FFT 28.0 Hz Y Gyro Middle,
68,,FFT 16.0 Hz X Gyro Middle,
69,,FFT 20.0 Hz X Gyro Middle,
70,,FFT 16.0 Hz Z Gyro Middle,
71,,FFT 16.0 Hz Y Gyro Middle,
72,,FFT 20.0 Hz Z Gyro Middle,
73,,FFT 88.0 Hz Z Gyro Middle,
74,,FFT 76.0 Hz X Accel Middle,
75,,FFT 72.0 Hz Z Gyro Middle,
76,,FFT 76.0 Hz Z Gyro Middle,
77,,FFT 76.0 Hz Y Gyro Middle,
78,,FFT 76.0 Hz X Gyro Middle,
79,,FFT 76.0 Hz Z Accel Middle,
80,,FFT 76.0 Hz Y Accel Middle,
81,,FFT 80.0 Hz Y Accel Middle,
82,,FFT 80.0 Hz Z Accel Middle,
83,,FFT 72.0 Hz Y Gyro Middle,
84,,FFT 72.0 Hz X Gyro Middle,
85,,FFT 72.0 Hz Z Accel Middle,
86,,FFT 72.0 Hz Y Accel Middle,
87,,FFT 72.0 Hz X Accel Middle,
88,,FFT 80.0 Hz X Accel Middle,
89,,FFT 68.0 Hz Y Gyro Middle,
90,,FFT 84.0 Hz Y Gyro Middle,
91,,FFT 84.0 Hz X Gyro Middle,
92,,FFT 88.0 Hz X Gyro Middle,
93,,FFT 88.0 Hz Z Accel Middle,
94,,FFT 88.0 Hz Y Accel Middle,
95,,FFT 88.0 Hz X Accel Middle,
96,,FFT 84.0 Hz Z Gyro Middle,
97,,FFT 68.0 Hz Z Accel Middle,
98,,FFT 80.0 Hz X Gyro Middle,
99,,FFT 84.0 Hz Z Accel Middle,
100,,FFT 84.0 Hz Y Accel Middle,
101,,FFT 84.0 Hz X Accel Middle,
102,,FFT 80.0 Hz Z Gyro Middle,
103,,FFT 80.0 Hz Y Gyro Middle,
104,,FFT 68.0 Hz Z Gyro Middle,
105,,FFT 40.0 Hz Y Gyro Middle,
106,,FFT 68.0 Hz X Gyro Middle,
107,,FFT 52.0 Hz Z Accel Middle,
108,,FFT 48.0 Hz Z Gyro Middle,
109,,FFT 56.0 Hz Z Accel Middle,
110,,FFT 56.0 Hz X Accel Middle,
111,,FFT 52.0 Hz Z Gyro Middle,
112,,FFT 52.0 Hz Y Gyro Middle,
113,,FFT 52.0 Hz X Gyro Middle,
114,,FFT 56.0 Hz Y Gyro Middle,
115,,FFT 56.0 Hz Z Gyro Middle,
116,,FFT 48.0 Hz Y Gyro Middle,
117,,FFT 48.0 Hz X Gyro Middle,
118,,FFT 44.0 Hz Z Gyro Middle,
119,,FFT 44.0 Hz Y Gyro Middle,
120,,FFT 88.0 Hz Y Gyro Middle,
121,,FFT 56.0 Hz X Gyro Middle,
122,,FFT 40.0 Hz Z Gyro Middle,
123,,FFT 64.0 Hz Y Accel Middle,
124,,FFT 64.0 Hz X Accel Middle,
125,,FFT 68.0 Hz X Accel Middle,
126,,FFT 64.0 Hz Z Gyro Middle,
127,,FFT 64.0 Hz Y Gyro Middle,
128,,FFT 64.0 Hz X Gyro Middle,
129,,FFT 64.0 Hz Z Accel Middle,
130,,FFT 68.0 Hz Y Accel Middle,
131,,FFT 60.0 Hz X Accel Middle,
132,,FFT 60.0 Hz Z Gyro Middle,
133,,FFT 60.0 Hz Y Gyro Middle,
134,,FFT 60.0 Hz X Gyro Middle,
135,,FFT 60.0 Hz Z Accel Middle,
136,,FFT 60.0 Hz Y Accel Middle,
137,,FFT 44.0 Hz X Gyro Middle,
138,,Label,
139,,Label,
140,,Label,
141,,Label,
142,,Label,
143,,Label,
144,,Label,
145,,Label,
146,,Label,
147,,Label,
148,,Label,
149,,Label,
150,,Label,
151,,Label,
152,,Label,
153,,Label,
154,,Label,
155,,Label,
156,,Label,
157,,Label,
158,,Label,
159,,Label,
160,,Label,
161,,Label,
162,,Label,
163,,Label,
164,,Label,
165,,Label,
166,,Label,
167,,Label,
168,,Label,
169,,Label,
170,,Label,
171,,Label,
172,,Label,
173,,Label,
174,,Label,
175,,Label,
176,,Label,
177,,Label,
178,,Label,
179,,Label,
180,,Label,
181,,Label,
182,,Label,
183,,Label,
184,,Label,
185,,Label,
186,,Label,
187,,Label,
188,,Label,
189,,Label,
190,,Label,
191,,Label,
192,,Label,
193,,Label,
194,,Label,
195,,Label,
196,,Label,
197,,Label,
198,,Label,
199,,Label,
200,,Label,
201,,Label,
202,,Label,
203,,Label,
204,,Label,
205,,Label,
206,,Label,
207,,Label,
208,,Label,
209,,Label,
210,,Label,
211,,Label,
212,,Label,
213,,Label,
214,,Label,
215,,Label,
216,,Label,
217,,Label,
218,,Label,
219,,Label,
220,,Label,
221,,Label,
222,,Label,
223,,Label,
224,,Label,
225,,Label,
226,,Label,
227,,Label,
228,,Label,
229,,Label,
230,,Label,
231,,Label,
232,,Label,
233,,Label,
234,,Label,
235,,Label,
236,,Label,
237,,Label,
238,,Label,
239,,Label,
240,,Label,
