,Left,Middle,Right
67,,FFT 16.0 Hz Z Accel Middle,
68,,FFT 15.6 Hz X Accel Middle,
69,,FFT 16.0 Hz Y Gyro Middle,
70,,FFT 16.0 Hz Z Gyro Middle,
71,,FFT 16.4 Hz X Accel Middle,
72,,FFT 15.6 Hz X Gyro Middle,
73,,FFT 16.4 Hz Z Accel Middle,
74,,FFT 15.6 Hz Y Accel Middle,
75,,FFT 14.8 Hz Z Gyro Middle,
76,,FFT 15.2 Hz Y Accel Middle,
77,,FFT 14.8 Hz Z Accel Middle,
78,,FFT 14.8 Hz X Gyro Middle,
79,,FFT 14.8 Hz Y Gyro Middle,
80,,FFT 16.4 Hz X Gyro Middle,
81,,FFT 15.2 Hz X Accel Middle,
82,,FFT 15.2 Hz Z Gyro Middle,
83,,FFT 15.2 Hz Z Accel Middle,
84,,FFT 15.2 Hz X Gyro Middle,
85,,FFT 15.2 Hz Y Gyro Middle,
86,,FFT 16.4 Hz Y Accel Middle,
87,,FFT 18.0 Hz Z Gyro Middle,
88,,FFT 17.6 Hz Y Gyro Middle,
89,,FFT 18.0 Hz X Accel Middle,
90,,FFT 17.6 Hz Y Accel Middle,
91,,FFT 17.6 Hz Z Accel Middle,
92,,FFT 17.6 Hz X Gyro Middle,
93,,FFT 17.2 Hz Z Gyro Middle,
94,,FFT 17.6 Hz Z Gyro Middle,
95,,FFT 17.2 Hz X Gyro Middle,
96,,FFT 18.0 Hz Y Accel Middle,
97,,FFT 22.0 Hz X Gyro Middle,
98,,FFT 18.0 Hz X Gyro Middle,
99,,FFT 17.6 Hz X Accel Middle,
100,,FFT 18.0 Hz Y Gyro Middle,
101,,FFT 17.2 Hz Y Gyro Middle,
102,,FFT 16.8 Hz Z Accel Middle,
103,,FFT 16.8 Hz Y Gyro Middle,
104,,FFT 16.4 Hz Z Gyro Middle,
105,,FFT 16.8 Hz X Accel Middle,
106,,FFT 16.8 Hz Y Accel Middle,
107,,FFT 16.4 Hz Y Gyro Middle,
108,,FFT 16.8 Hz X Gyro Middle,
109,,FFT 17.2 Hz Z Accel Middle,
110,,FFT 16.8 Hz Z Gyro Middle,
111,,FFT 17.2 Hz X Accel Middle,
112,,FFT 17.2 Hz Y Accel Middle,
113,,FFT 21.6 Hz X Gyro Middle,
114,,FFT 14.8 Hz X Accel Middle,
115,,FFT 26.8 Hz Y Accel Middle,
116,,FFT 26.8 Hz X Gyro Middle,
117,,FFT 26.4 Hz Y Gyro Middle,
118,,FFT 26.4 Hz Z Gyro Middle,
119,,FFT 26.8 Hz X Accel Middle,
120,,FFT 26.4 Hz Z Accel Middle,
121,,FFT 26.8 Hz Z Accel Middle,
122,,FFT 26.4 Hz Y Accel Middle,
123,,FFT 26.8 Hz Y Gyro Middle,
124,,FFT 26.8 Hz Z Gyro Middle,
125,,FFT 27.2 Hz X Accel Middle,
126,,FFT 26.4 Hz X Gyro Middle,
127,,FFT 27.2 Hz X Gyro Middle,
128,,FFT 26.0 Hz X Accel Middle,
129,,FFT 26.0 Hz Z Accel Middle,
130,,FFT 25.6 Hz X Gyro Middle,
131,,FFT 25.6 Hz Y Gyro Middle,
132,,FFT 25.6 Hz Z Gyro Middle,
133,,FFT 27.2 Hz Z Gyro Middle,
134,,FFT 26.0 Hz Y Accel Middle,
135,,FFT 26.4 Hz X Accel Middle,
136,,FFT 26.0 Hz X Gyro Middle,
137,,FFT 26.0 Hz Y Gyro Middle,
138,,FFT 26.0 Hz Z Gyro Middle,
139,,FFT 27.2 Hz Y Accel Middle,
140,,FFT 25.6 Hz Y Accel Middle,
141,,FFT 27.2 Hz Y Gyro Middle,
142,,FFT 28.4 Hz Z Gyro Middle,
143,,FFT 28.8 Hz Y Accel Middle,
144,,FFT 28.4 Hz Z Accel Middle,
145,,FFT 28.4 Hz X Gyro Middle,
146,,FFT 28.4 Hz Y Gyro Middle,
147,,FFT 28.4 Hz X Accel Middle,
148,,FFT 28.8 Hz X Accel Middle,
149,,FFT 28.0 Hz Z Gyro Middle,
150,,FFT 28.8 Hz Z Accel Middle,
151,,FFT 28.8 Hz X Gyro Middle,
152,,FFT 28.8 Hz Y Gyro Middle,
153,,FFT 28.4 Hz Y Accel Middle,
154,,FFT 25.2 Hz Z Gyro Middle,
155,,FFT 27.6 Hz Y Gyro Middle,
156,,FFT 28.0 Hz X Accel Middle,
157,,FFT 27.6 Hz Y Accel Middle,
158,,FFT 27.6 Hz Z Accel Middle,
159,,FFT 27.6 Hz X Gyro Middle,
160,,FFT 27.6 Hz X Accel Middle,
161,,FFT 27.6 Hz Z Gyro Middle,
162,,FFT 28.0 Hz Y Gyro Middle,
163,,FFT 28.0 Hz Y Accel Middle,
164,,FFT 28.0 Hz Z Accel Middle,
165,,FFT 28.0 Hz X Gyro Middle,
166,,FFT 25.6 Hz Z Accel Middle,
167,,FFT 21.6 Hz Z Gyro Middle,
168,,FFT 25.6 Hz X Accel Middle,
169,,FFT 23.2 Hz X Accel Middle,
170,,FFT 23.2 Hz Z Accel Middle,
171,,FFT 22.8 Hz X Gyro Middle,
172,,FFT 22.8 Hz Y Gyro Middle,
173,,FFT 22.8 Hz Z Gyro Middle,
174,,FFT 22.8 Hz Y Accel Middle,
175,,FFT 23.2 Hz Y Accel Middle,
176,,FFT 22.8 Hz X Accel Middle,
177,,FFT 23.2 Hz X Gyro Middle,
178,,FFT 23.2 Hz Y Gyro Middle,
179,,FFT 23.2 Hz Z Gyro Middle,
180,,FFT 22.8 Hz Z Accel Middle,
181,,FFT 23.6 Hz Y Accel Middle,
182,,FFT 22.0 Hz Z Gyro Middle,
183,,FFT 22.4 Hz Y Accel Middle,
184,,FFT 22.0 Hz Y Accel Middle,
185,,FFT 14.4 Hz X Gyro Middle,
186,,FFT 22.0 Hz Y Gyro Middle,
187,,FFT 23.6 Hz Y Gyro Middle,
188,,FFT 22.4 Hz X Accel Middle,
189,,FFT 22.4 Hz Z Gyro Middle,
190,,FFT 22.4 Hz Z Accel Middle,
191,,FFT 22.4 Hz X Gyro Middle,
192,,FFT 22.4 Hz Y Gyro Middle,
193,,FFT 23.6 Hz X Accel Middle,
194,,FFT 22.0 Hz X Accel Middle,
195,,FFT 23.6 Hz X Gyro Middle,
196,,FFT 24.8 Hz Y Gyro Middle,
197,,FFT 25.2 Hz X Accel Middle,
198,,FFT 24.8 Hz Y Accel Middle,
199,,FFT 24.8 Hz Z Accel Middle,
200,,FFT 24.8 Hz X Gyro Middle,
201,,FFT 24.4 Hz Z Gyro Middle,
202,,FFT 24.8 Hz Z Gyro Middle,
203,,FFT 24.4 Hz Y Gyro Middle,
204,,FFT 25.2 Hz Y Accel Middle,
205,,FFT 25.2 Hz Z Accel Middle,
206,,FFT 25.2 Hz X Gyro Middle,
207,,FFT 24.8 Hz X Accel Middle,
208,,FFT 25.2 Hz Y Gyro Middle,
209,,FFT 24.0 Hz X Gyro Middle,
210,,FFT 24.0 Hz Z Gyro Middle,
211,,FFT 24.0 Hz X Accel Middle,
212,,FFT 24.0 Hz Y Accel Middle,
213,,FFT 24.0 Hz Z Accel Middle,
214,,FFT 23.6 Hz Z Gyro Middle,
215,,FFT 24.0 Hz Y Gyro Middle,
216,,FFT 24.4 Hz X Gyro Middle,
217,,FFT 24.4 Hz X Accel Middle,
218,,FFT 24.4 Hz Y Accel Middle,
219,,FFT 24.4 Hz Z Accel Middle,
220,,FFT 14.8 Hz Y Accel Middle,
221,,FFT 29.2 Hz X Accel Middle,
222,,FFT 14.4 Hz Z Gyro Middle,
223,,FFT 4.8 Hz Y Gyro Middle,
224,,FFT 5.2 Hz X Accel Middle,
225,,FFT 4.8 Hz Y Accel Middle,
226,,FFT 4.8 Hz Z Accel Middle,
227,,FFT 4.8 Hz X Gyro Middle,
228,,FFT 4.4 Hz Z Gyro Middle,
229,,FFT 4.8 Hz Z Gyro Middle,
230,,FFT 4.4 Hz X Gyro Middle,
231,,FFT 5.2 Hz Y Accel Middle,
232,,FFT 5.2 Hz Z Accel Middle,
233,,FFT 5.2 Hz X Gyro Middle,
234,,FFT 4.8 Hz X Accel Middle,
235,,FFT 5.2 Hz Z Gyro Middle,
236,,FFT 4.4 Hz Y Gyro Middle,
237,,FFT 4.0 Hz Z Accel Middle,
238,,FFT 4.0 Hz Y Gyro Middle,
239,,FFT 3.6 Hz Z Gyro Middle,
240,,Label,
