,Left,Middle,Right
0,,FFT 0.0 Hz Z Gyro Middle,
1,,FFT 0.4 Hz Z Gyro Middle,
2,,FFT 31.6 Hz Z Accel Middle,
3,,FFT 27.2 Hz Z Accel Middle,
4,,FFT 21.2 Hz Z Accel Middle,
5,,FFT 18.8 Hz Z Accel Middle,
6,,FFT 30.4 Hz Z Accel Middle,
7,,FFT 22.0 Hz Z Accel Middle,
8,,FFT 0.0 Hz Y Accel Middle,
9,,FFT 23.6 Hz Z Accel Middle,
10,,FFT 19.2 Hz Z Accel Middle,
11,,FFT 18.0 Hz Z Accel Middle,
12,,FFT 19.6 Hz X Accel Middle,
13,,FFT 19.2 Hz Z Gyro Middle,
14,,FFT 19.6 Hz Y Gyro Middle,
15,,FFT 19.6 Hz Y Accel Middle,
16,,FFT 19.6 Hz Z Accel Middle,
17,,FFT 19.6 Hz Z Gyro Middle,
18,,FFT 19.6 Hz X Gyro Middle,
19,,FFT 20.0 Hz X Accel Middle,
20,,FFT 19.2 Hz Y Gyro Middle,
21,,FFT 18.8 Hz X Accel Middle,
22,,FFT 18.8 Hz X Gyro Middle,
23,,FFT 18.4 Hz X Gyro Middle,
24,,FFT 18.4 Hz Y Gyro Middle,
25,,FFT 18.4 Hz Z Gyro Middle,
26,,FFT 19.2 Hz X Gyro Middle,
27,,FFT 18.8 Hz Y Accel Middle,
28,,FFT 19.2 Hz Y Accel Middle,
29,,FFT 18.8 Hz Y Gyro Middle,
30,,FFT 18.8 Hz Z Gyro Middle,
31,,FFT 20.0 Hz Y Gyro Middle,
32,,FFT 19.2 Hz X Accel Middle,
33,,FFT 18.4 Hz Y Accel Middle,
34,,FFT 20.0 Hz Y Accel Middle,
35,,FFT 21.2 Hz Y Gyro Middle,
36,,FFT 21.2 Hz Z Gyro Middle,
37,,FFT 21.2 Hz X Accel Middle,
38,,FFT 21.2 Hz Y Accel Middle,
39,,FFT 21.2 Hz X Gyro Middle,
40,,FFT 20.8 Hz Y Gyro Middle,
41,,FFT 20.8 Hz Z Accel Middle,
42,,FFT 21.6 Hz X Accel Middle,
43,,FFT 21.6 Hz Y Accel Middle,
44,,FFT 21.6 Hz Z Accel Middle,
45,,FFT 20.8 Hz Z Gyro Middle,
46,,FFT 20.0 Hz Z Accel Middle,
47,,FFT 20.8 Hz X Gyro Middle,
48,,FFT 20.4 Hz Z Accel Middle,
49,,FFT 20.4 Hz X Gyro Middle,
50,,FFT 20.0 Hz Z Gyro Middle,
51,,FFT 20.4 Hz X Accel Middle,
52,,FFT 20.4 Hz Y Accel Middle,
53,,FFT 20.0 Hz X Gyro Middle,
54,,FFT 20.8 Hz Y Accel Middle,
55,,FFT 20.4 Hz Y Gyro Middle,
56,,FFT 20.4 Hz Z Gyro Middle,
57,,FFT 20.8 Hz X Accel Middle,
58,,FFT 18.4 Hz Z Accel Middle,
59,,FFT 21.6 Hz Y Gyro Middle,
60,,FFT 18.4 Hz X Accel Middle,
61,,FFT 16.0 Hz Y Accel Middle,
62,,FFT 16.0 Hz X Gyro Middle,
63,,FFT 15.6 Hz Y Gyro Middle,
64,,FFT 15.6 Hz Z Gyro Middle,
65,,FFT 16.0 Hz X Accel Middle,
66,,FFT 15.6 Hz Z Accel Middle,
