Label,Mean Calc X Vel Synthesis,Std Dev Calc X Vel Synthesis,L2 Norm Calc X Vel Synthesis,Autocorrelation Calc X Vel Synthesis,Max Calc X Vel Synthesis,Min Calc X Vel Synthesis,Root Mean Squared Calc X Vel Synthesis,Zero Crossing Rate Calc X Vel Synthesis,Skew Calc X Vel Synthesis,Excess Kurtosis Calc X Vel Synthesis,Mean Square Frequency Calc X Vel Synthesis,Root Mean Square Frequency Calc X Vel Synthesis,Frequency Center Calc X Vel Synthesis,Variance Frequency Calc X Vel Synthesis,Root Variance Frequency Calc X Vel Synthesis,Mean Calc Z Gyro Synthesis,Std Dev Calc Z Gyro Synthesis,L2 Norm Calc Z Gyro Synthesis,Autocorrelation Calc Z Gyro Synthesis,Max Calc Z Gyro Synthesis,Min Calc Z Gyro Synthesis,Root Mean Squared Calc Z Gyro Synthesis,Zero Crossing Rate Calc Z Gyro Synthesis,Skew Calc Z Gyro Synthesis,Excess Kurtosis Calc Z Gyro Synthesis,Mean Square Frequency Calc Z Gyro Synthesis,Root Mean Square Frequency Calc Z Gyro Synthesis,Frequency Center Calc Z Gyro Synthesis,Variance Frequency Calc Z Gyro Synthesis,Root Variance Frequency Calc Z Gyro Synthesis
0,-3.5069707776238683,2.4362986278365186,-3.275630064904895,-2.6970712730679107,-2.2397793022904193,-4.5096821317411235,-3.2756300649048966,-0.07412493166611012,0.5841772825119176,-0.7835513104214682,1.8623661740099107,2.1364516747847198,0.5006303996570921,-0.1689241742387638,2.1364516747847198,0.6105809141337889,-0.11726140763357497,-0.9201733755199358,-0.9889830693531678,0.43043323563108316,0.6761523036839265,-0.9201733755199356,-0.37779585177709685,-0.4198659237532676,-1.1729554382169707,-0.4813539107888008,-0.45668043265043845,-0.10848325280356928,0.27847728052131937,-0.45668043265043845
0,-0.9785382082303108,0.6949724385048923,-0.9622146088706901,-1.063788234080023,-0.6015102638246755,-1.5589490616486683,-0.9622146088706915,-0.07412493166611012,0.02053237748758554,-0.4308964067869616,-0.23040942614442872,-0.09272599784955528,-0.3791794876079992,0.45325761701081696,-0.09272599784955528,0.9396072508654421,-0.1225647692279913,-0.04648267704267187,-0.2371248593230654,0.8284727825776258,0.8732939472630772,-0.04648267704267168,-0.37779585177709685,-0.43986371437495325,-0.5297243550157686,-0.6544672023767687,-0.8741946885639578,-0.8194757948975135,0.5866242919758432,-0.8741946885639578
0,0.6269667750160163,2.722948596694654,0.7208319384976571,0.7472964612974532,1.5319298305998892,-0.0904130235355521,0.7208319384976563,-0.07412493166611012,0.9158231630098022,-0.8680226684569936,0.17162893199513715,0.5250889420944744,-0.5359941030774705,0.5271252311026158,0.5250889420944744,0.3718604982467266,0.4672584685988495,-1.371194645854939,-1.2641659182072709,0.43398107588628604,0.4344698085621953,-1.3711946458549396,2.2148281810432304,0.16185368281547194,-1.1671520584433828,0.13481769048611886,0.43824411758039855,0.28941747351874525,0.012680220440773764,0.43824411758039855
0,1.1896349379298798,-0.3577839363849396,1.1790948817196045,1.331288102211587,1.2498570066597465,1.4229427621928656,1.179094881719602,-0.07412493166611012,1.6596126219370306,0.7002682981756824,0.7734021351281903,1.2065807469049685,2.3990094361412346,-2.7166014636737787,1.2065807469049685,-0.623616503981264,1.2345692268523514,-0.6018068266114497,-0.7484327513463772,-0.4883355493202609,-0.804677774652895,-0.6018068266114497,-0.37779585177709685,-0.18410679545000283,-1.2478676807270428,-0.01947032996068646,0.25386549328548275,-0.22070402865440306,0.34208296734592425,0.25386549328548275
0,-0.12820022478714932,0.11482902214384431,-0.13225032014833307,-0.23624720499980448,-0.05201030375771427,-0.2575704679058961,-0.13225032014833454,-0.07412493166611012,0.2670856985166715,-0.6549982540850734,-0.4976457660230697,-0.7157901122679216,-1.111815575318091,0.7017525034094221,-0.7157901122679216,-1.27482014071174,-0.9424791410925829,0.8678940438489045,0.8588175017117359,-1.4275012564811942,-1.096209838429685,0.8678940438489041,-0.37779585177709685,0.4365665707187739,-0.0158666951981817,-0.6148533802301012,-0.7613501381704639,-0.5339145806524838,0.48871217292636804,-0.7613501381704639
0,-0.4235821750702203,-0.6812607372508354,-0.44654197181647093,-0.5646289548699037,-0.4379792548446189,-0.0847412010859157,-0.44654197181647176,-0.07412493166611012,0.48300870986045435,-0.18574734503059273,-0.5452966933100593,-0.8812826618587596,-0.6249665568207763,0.5639235280737354,-0.8812826618587596,-1.2792660303407395,-0.7847156003851027,0.8874719118593773,0.8857394382665909,-1.4312025011430847,-1.0972960603584359,0.8874719118593777,-0.37779585177709685,-0.0647139735325895,-0.20946189621215067,-0.7278124017562979,-1.144818521994373,-0.9894198284582425,0.6283305850493394,-1.144818521994373
0,0.3133418646241541,1.508239222153284,0.35517465684780064,0.3092153652662567,1.2955309634856789,0.26194287792959076,0.3551746568477991,-0.07412493166611012,2.2187467400546543,0.6188881915473272,0.6861832110740538,1.118399892528328,0.01461624085914054,0.21848125167034402,1.118399892528328,-1.0361223488069191,0.6454807109085913,0.34187421036393456,0.18972972781160405,-0.8571388927391744,-1.069057508426585,0.3418742103639343,-0.37779585177709685,0.2517863635487515,-0.8562690382270933,0.8647553755094226,1.1510519807522297,0.5025226075963322,-0.15689325267111282,1.1510519807522297
0,1.5503147123004826,-0.906498784627574,1.5336257847002384,1.8097713588457232,1.2336371751452728,1.9859922987605456,1.5336257847002368,-0.07412493166611012,1.0830202465732621,0.8056428622954311,0.6448487330179024,1.0755961716867302,2.5399580287249255,-2.9714098500785506,1.0755961716867302,0.3530584200854828,1.7489981118495033,-1.0413841622048778,-1.0704948513226313,0.7077328415718983,0.13697003570531327,-1.041384162204878,0.4864121591630122,0.6741224652262369,-0.9205712746681195,0.6146317385986833,0.9290054998573919,0.028634201323481896,0.1956749069322831,0.9290054998573919
0,0.06036658460012966,-0.6561011135263155,0.039844939450608845,-0.04868566851812417,0.13580571542883477,0.5923136367533991,0.03984493945060882,-0.07412493166611012,1.9608642913040704,0.9459491170213827,-0.1824637232531406,-0.006448918074842776,0.6862962670782932,-0.3457118866448514,-0.006448918074842776,1.254255632751691,-0.9019429878109331,0.766072963785352,0.7211378994951334,1.0300451447326644,1.4764068502392789,0.7660729637853521,-0.37779585177709685,0.32876379828387664,-0.16538725435222332,-0.4819607379351579,-0.45789044259123357,-0.37618026940151456,0.41987420895725047,-0.45789044259123357
0,-0.23609201735216137,0.7367288432775142,-0.22094029601319648,-0.33076605222618355,-0.05179198555355508,-0.6273883469875845,-0.22094029601319673,-0.07412493166611012,0.28737486411994934,-0.7524169240317348,-0.5910326352087089,-1.0878384272180817,-1.174745462681596,0.7116544211697161,-1.0878384272180817,1.2913774745134887,-1.2112531025838105,0.8577331732899813,0.8449021977037112,1.0549220377497686,1.5313922295160263,0.8577331732899811,-0.37779585177709685,-0.7901570687779879,0.8811685728044267,-0.38995230288935273,-0.28655540547156955,0.6502384540324345,-0.2881273300892896,-0.28655540547156955
