Label,Autocorrelation Y Gyro,Excess Kurtosis Y Gyro,L2 Norm Y Gyro,Max Y Gyro,Mean Y Gyro,Min Y Gyro,Root Mean Squared Y Gyro,Skew Y Gyro,Std Dev Y Gyro,Zero Crossing Rate Y Gyro,Frequency Center Y Gyro,Mean Square Frequency Y Gyro,Root Mean Square Frequency Y Gyro,Root Variance Frequency Y Gyro,Variance Frequency Y Gyro,Autocorrelation Y Accel,Excess Kurtosis Y Accel,L2 Norm Y Accel,Max Y Accel,Mean Y Accel,Min Y Accel,Root Mean Squared Y Accel,Skew Y Accel,Std Dev Y Accel,Zero Crossing Rate Y Accel,Frequency Center Y Accel,Mean Square Frequency Y Accel,Root Mean Square Frequency Y Accel,Root Variance Frequency Y Accel,Variance Frequency Y Accel,Autocorrelation Z Gyro,Excess Kurtosis Z Gyro,L2 Norm Z Gyro,Max Z Gyro,Mean Z Gyro,Min Z Gyro,Root Mean Squared Z Gyro,Skew Z Gyro,Std Dev Z Gyro,Zero Crossing Rate Z Gyro,Frequency Center Z Gyro,Mean Square Frequency Z Gyro,Root Mean Square Frequency Z Gyro,Root Variance Frequency Z Gyro,Variance Frequency Z Gyro,Autocorrelation Z Accel,Excess Kurtosis Z Accel,L2 Norm Z Accel,Max Z Accel,Mean Z Accel,Min Z Accel,Root Mean Squared Z Accel,Skew Z Accel,Std Dev Z Accel,Zero Crossing Rate Z Accel,Frequency Center Z Accel,Mean Square Frequency Z Accel,Root Mean Square Frequency Z Accel,Root Variance Frequency Z Accel,Variance Frequency Z Accel,Autocorrelation X Accel,Excess Kurtosis X Accel,L2 Norm X Accel,Max X Accel,Mean X Accel,Min X Accel,Root Mean Squared X Accel,Skew X Accel,Std Dev X Accel,Zero Crossing Rate X Accel,Frequency Center X Accel,Mean Square Frequency X Accel,Root Mean Square Frequency X Accel,Root Variance Frequency X Accel,Variance Frequency X Accel,Autocorrelation X Gyro,Excess Kurtosis X Gyro,L2 Norm X Gyro,Max X Gyro,Mean X Gyro,Min X Gyro,Root Mean Squared X Gyro,Skew X Gyro,Std Dev X Gyro,Zero Crossing Rate X Gyro,Frequency Center X Gyro,Mean Square Frequency X Gyro,Root Mean Square Frequency X Gyro,Root Variance Frequency X Gyro,Variance Frequency X Gyro
3,-1.081180475268698,-0.20093086648623823,-1.0850710453117485,-1.112212758068186,-0.28829657832905986,0.7879999974885258,-1.0850710453117485,-0.7137617990357245,-1.0848897854018744,-0.7398769085222738,-0.8890680653839589,-0.9278619901346153,-1.035126417163324,-1.035126417163324,0.9938188234740715,-0.9942370463357676,-0.5060255476455028,-1.055018464856459,-0.9277235651356643,0.39249218195907826,0.8400443950046305,-1.0550184648564607,-0.4912215290551006,-0.9342536121925972,-1.173957480977067,-0.7405536920940325,-0.609633866713472,-0.7670645068825985,-0.7670645068825985,0.8119244496236462,-0.7424530098986323,-0.3473270302658492,-0.726014444179225,-0.6418685046422296,-0.3185999622393696,0.13220114785308704,-0.7260144441792252,0.5110252088005058,-0.8176791725151124,-0.6518393013132834,-0.5249418558000388,-0.5643925997445679,-0.37824582640397103,-0.37824582640397103,0.3724957335691194,-1.0766200628297071,-0.17445856260657744,-1.0908938744022043,-1.0128483085603104,0.22018014609930567,1.028615317273917,-1.0908938744022036,-0.6129023626515078,-1.090221864446013,-1.1138967923190635,-1.0576899419407408,-0.9965878350456809,-1.0217412552448362,-1.0217412552448362,1.0870392955704526,-1.0872731550710768,0.25948313819181484,-1.2059761759282117,-0.8420539630672154,0.126848763490163,1.1257276337636446,-1.2059761759282124,0.840963217892211,-1.1428390386745653,-1.3127166180725054,-1.9036717210578917,-0.971894081418148,-1.1959681549751542,-1.1959681549751542,1.938890519262432,-0.8340914723084576,-0.48328005487761233,-0.8773877969547748,-0.7749325020524486,0.4485453682949948,0.8433287597844193,-0.8773877969547748,0.512916371021715,-0.8827493560797176,-0.13210582759422385,-0.7445890042405358,-0.5594633653894842,-0.6482367816533262,-0.6482367816533262,0.7879190142678332
3,-1.1260320319473573,-0.23817227534164442,-1.2248687361008979,-1.0191916928661866,-0.16905237429021872,1.0436040278619152,-1.2248687361008976,0.5217295333232074,-1.2072078671918198,-0.6417590763975004,-1.0281875321938236,-0.9604442885346944,-1.170535799856891,-1.170535799856891,1.124450795531056,-1.0087645961331186,-0.572819262216352,-1.0743565988862516,-1.1353176869492667,0.13455577405570893,0.9678731071917768,-1.0743565988862533,0.3355626786676238,-1.1875117645565294,-1.173957480977067,0.906722757708341,-0.6879158409367668,-1.0633808188846579,-1.0633808188846579,-0.9974872789198445,-0.7952596848258474,-0.4866970842364738,-0.9217130994622589,-0.5816023299632248,-0.1718347756949397,0.3193334807162977,-0.9217130994622591,-0.29754501634450015,-0.9169169402152106,-0.6518393013132834,-0.6491827160619116,-0.8519284675414659,-0.9976103786011283,-0.9976103786011283,0.3925443245086706,-1.113963025607608,-0.5556265985955205,-1.2067069986208643,-1.133677308514002,-0.22902554127059138,1.2156107020106879,-1.2067069986208638,0.6905634884950099,-1.2060640316059152,-0.3780403918066102,-0.6738395033192156,-1.0613763997930852,-1.2509560451459352,-1.2509560451459352,0.7245439408215155,-1.0888810661780084,-0.24781359806433673,-1.209767940805045,-1.1311468563020128,-0.018534735320185073,1.2081334359888969,-1.2097679408050457,0.05020219916449729,-1.241391762932336,-1.4334369486598184,0.0710696401023322,-0.9679631493008327,-1.170809422283322,-1.170809422283322,-0.11042595476492727,-0.961811452529175,-0.9397484998417684,-1.1823477169624648,-1.1684651686694827,0.17404075213572776,1.104209637839294,-1.1823477169624648,-0.21513303973703482,-1.1954853760151056,-0.9081373284892522,-0.1350355569058171,-0.657112898137283,-0.9754213029639138,-0.9754213029639138,0.1856075332965763
3,-1.151484746986543,-0.49897485571234257,-1.3291833129575998,-1.1973886464047554,-0.04386498186603355,1.1049936535646776,-1.3291833129575998,-0.324173328768489,-1.2929844397153105,0.7318905733493276,-0.3196214565158526,-0.9676259612572414,-1.2088803870483844,-1.2088803870483844,0.42553293277586235,-1.2543117350587702,-0.3954966250775648,-1.4168017616591928,-1.0337528258426254,0.9297130906816822,1.2101220960672432,-1.416801761659194,1.5056188017336956,-1.3241128371093487,-1.173957480977067,-0.09342125756325413,-0.7016478538973957,-1.1393603155670107,-1.1393603155670107,0.14653164359698406,-0.8254454295743201,0.2763417029043187,-1.1550952276821553,-0.664208548654375,-0.03542835548886502,0.5401226829244171,-1.1550952276821553,-0.9803097437780111,-1.2563942166640698,1.0974362692647444,0.5520537604137344,-0.892621089656351,-1.1658099009316427,-1.1658099009316427,-0.07904657597183866,-1.1352165463633288,-0.4405276662244747,-1.288235861725739,-1.2553511674117284,-0.7414224469686517,1.2967276502801504,-1.2882358617257386,0.7545688070929556,-1.2891115983983326,-0.5118324646270566,-0.43082957081866935,-1.0686620515252874,-1.2873605615775805,-1.2873605615775805,0.48534577038272364,-1.0928613399569016,-0.5302535723329403,-1.2192233721338008,-1.2880829899107165,-0.060268069876965,1.251713467861203,-1.2192233721338017,-0.4949707264460877,-1.2989426044504637,-1.5541572792471312,-0.48064019240787403,-0.9797530962037991,-1.2574033303914038,-1.2574033303914038,0.49832291788338945,-0.9846963225576936,-0.7407187863877818,-1.2510229929625423,-1.2786732305440194,0.17491428330313571,1.1181604797853841,-1.251022992962542,-0.4689667712963308,-1.29402436594548,-1.4358387490978715,-0.5104056266395485,-0.6826478343254684,-1.1057942697736907,-1.1057942697736907,0.5606428402967794
3,-1.1426641228515027,2.163624025300956,-1.2897323190522987,-0.7681469435477656,0.06235143967908399,1.1245267226286382,-1.2897323190522991,1.871689983276562,-1.2416556559765026,-0.0530520836488601,-0.6947051218384737,-0.9657436916831438,-1.1983505745738747,-1.1983505745738747,0.8059081081295536,-1.2388878725286974,0.4369947784688906,-1.3943439851960915,-0.7982562613658118,0.9661727914557603,1.0706724661192368,-1.394343985196093,2.030360683051136,-1.2154647088345463,-1.173957480977067,0.004216852458193515,-0.6836962338483724,-1.0425366963583975,-1.0425366963583975,0.042033089078823,-0.820560801154091,0.08338535461601979,-1.089455426974558,-0.49224215391464327,0.06602342590545275,0.6381315597436074,-1.0894554269745582,0.7883674945971609,-1.164185078713838,-0.04162689297211089,0.03456479306127907,-0.8260817870885155,-0.914964232416346,-0.914964232416346,0.20005649890149263,-1.1170545030786247,0.9547091787936732,-1.2176394891538946,-0.974825269830238,-0.5193533962042899,1.1652329406169646,-1.2176394891538942,1.3014063319960205,-1.2175483919481649,-0.4449364282168334,-0.6046894975890682,-1.0551470432481163,-1.2226702006864982,-1.2226702006864982,0.6575334401820842,-1.0891086928084057,0.2681255121913979,-1.2103060150366913,-1.175449400680759,-0.017285461941343488,1.118596360135481,-1.210306015036692,-0.9397662543671125,-1.2416083241807334,-1.4736770588555892,-0.6522630125943979,-0.9698295741449843,-1.1824256094034287,-1.1824256094034287,0.6829170855008144,-0.962119817936565,1.222636175795866,-1.1832318943769178,-1.0147414569182815,-0.025340878326817744,0.7131208725637397,-1.1832318943769176,-1.6711510045024616,-1.1475234126501352,-0.8150135483818487,-0.6838364485967189,-0.6643554793474801,-1.0087004838542872,-1.0087004838542872,0.7293678359622279
3,-1.1635130769679614,-0.6564806180434481,-1.3920316973970508,-1.1996301130040083,0.005517257863325802,1.2411669940279122,-1.3920316973970508,-0.16487267417624782,-1.3539065031416628,-0.0530520836488601,-0.5311879529572407,-0.977482276435861,-1.272000392546346,-1.272000392546346,0.6429580498522607,-1.2159549392760332,-0.6873866465649888,-1.36120625585267,-1.1900064775983505,0.7522918744104692,1.1797292525991872,-1.3612062558526716,0.42973749856937615,-1.3651335161770923,-1.173957480977067,-0.2693309097292187,-0.7087721382261738,-1.1858379359887126,-1.1858379359887126,0.33225108582874835,-0.8262635619978183,-0.27543764548122623,-1.1724088177514216,-0.6062802910314606,0.006381531177678689,0.652940590162806,-1.1724088177514218,0.9331759174186335,-1.273695598704132,0.40586220647808224,-0.07099167423689741,-0.9089230340224425,-1.2634988918571644,-1.2634988918571644,0.2428694418427883,-1.148278247668892,-0.39288263503396476,-1.348629812803201,-1.3390016501756494,-0.6603452394641695,1.3172203278775383,-1.3486298128032002,-0.22406896205299887,-1.3494124670514116,-1.1138967923190635,-0.8808069948950774,-1.0783636286628053,-1.3440234254633165,-1.3440234254633165,0.9211764591555298,-1.1045443098162862,-0.2799502337303639,-1.2475734072216733,-1.276068739674484,-0.01872994044124312,1.2437898041297153,-1.2475734072216742,-0.39714395984602835,-1.3360215888707296,-1.5541572792471312,-0.41407817646237494,-0.9803391284903032,-1.262930747553092,-1.262930747553092,0.42624289044737973,-0.998240160981288,-0.8817400915242674,-1.2950804418591917,-1.246036522691555,0.004452500732804792,1.1558277704741307,-1.2950804418591912,-0.6722801039346477,-1.3040285532599072,-1.0012611085966556,-0.5367943294309546,-0.6887090268566276,-1.1441493189107264,-1.1441493189107264,0.5864907368271922
3,-1.0983659757909832,3.76205833551031,-1.134263978252183,-0.4761953193728683,-0.00482100110290345,0.8806425267192354,-1.134263978252183,2.9963214923842765,-1.078227952075598,0.09412466453830011,-0.8158475806077695,-0.9382610911090102,-1.0735881341878384,-1.0735881341878384,0.923767252050259,-1.1728118060880752,3.7926540983101695,-1.2996610389301362,-0.28819973601193527,1.0626790591829163,0.6112040201031275,-1.2996610389301373,2.2268950885761725,-0.9400679495162237,-1.0926362217229164,-1.6932614436262843,-0.6478982904268576,-0.8936740507823807,-0.8936740507823807,1.671783248142326,-0.8241089075452619,1.0789128635095933,-1.1328913529318123,-0.5138029057677032,-0.012300800263712752,0.5341990690743038,-1.1328913529318125,0.7995126184708085,-1.1718657619959245,0.5279046881463169,0.6722396595961525,-0.8603075600359122,-1.0274300221668398,-1.0274300221668398,-0.16031530107860006,-1.0973811013867423,0.7156747964513572,-1.1520367537186467,-0.9976391605490269,-0.26896752085303915,1.1754794498953154,-1.1520367537186458,1.7371785374799378,-1.1514266827159878,-0.913208683088394,-1.4096236953045977,-1.0385658518051593,-1.1562528810884678,-1.1562528810884678,1.398712700470652,-1.0609629707352919,1.3599079848218198,-1.146041091026133,-0.8285379306730117,-0.030012374397437477,0.9981570590097301,-1.1460410910261336,-0.6172766762874379,-1.1285505096525863,-1.3127166180725054,-2.244895458825934,-0.9694353212724416,-1.1799254797320344,-1.1799254797320344,2.2559481264658245,-0.8700715758866516,2.885579821519275,-0.9537517858631647,-0.689793197356378,0.10150715476509505,0.461540570334844,-0.9537517858631643,-1.2544344306014275,-0.9072746792262691,-1.0012611085966556,-0.9944754258743578,-0.5751025433323531,-0.691423189492958,-0.691423189492958,1.0243998844958084
3,-1.1246617115780801,0.5280800491593637,-1.2199462731103372,-0.7485340276450184,0.08085010293419119,1.1541053541268873,-1.2199462731103374,1.3129842730809207,-1.1674951426504094,-0.7398769085222738,-0.950615774831913,-0.956220315586044,-1.149968567910564,-1.149968567910564,1.0520057010350956,-1.2098113320080364,-0.4364372244331851,-1.3523794335057038,-0.9143303941893272,0.9559384703860767,1.0286588833654577,-1.352379433505705,0.6700342102161885,-1.1215073031012555,-1.173957480977067,-1.050372202003723,-0.6451126866337403,-0.8835851424192792,-0.8835851424192792,1.1053632797958945,-0.8001658202613244,-0.3503977079163958,-0.9465380205978845,-0.3049494582152709,0.06634249045740437,0.5320450322627185,-0.9465380205978847,1.3832265306142075,-0.7556397401820635,-0.4077543379768144,-0.7800070048153546,-0.7269523116335722,-0.6702827200770731,-0.6702827200770731,0.40650567481325617,-1.1219094199135768,0.4076491426834524,-1.235370512347441,-1.0221427691558864,-0.48298901914980935,1.1635254163767814,-1.2353705123474403,0.3891938669995864,-1.2352107668036492,-1.3145849015497328,-1.288177296994324,-1.0457729810978653,-1.183789243212828,-1.183789243212828,1.2925353602211174,-1.0587056563956116,4.6649582671673056,-1.1410709870978828,-1.0853425274227835,-0.03524368675586416,0.4672734083134896,-1.1410709870978835,-4.87308586154678,-1.1230851361917147,-1.3529567282682764,-2.145595429122556,-0.9658590339934509,-1.1583262729814705,-1.1583262729814705,2.16515822828435,-0.9334188358179368,-0.234446569303,-1.1049195094351885,-0.9433190572772641,0.009256877964743882,1.018179416781233,-1.1049195094351882,0.38332275612372213,-1.0613859559594374,-0.5666834680954398,-0.7095724922365627,-0.6157342523810494,-0.8166899535834243,-0.8166899535834243,0.7542204822057536
3,-1.1745418536955263,0.5735597098088606,-1.4664600585513676,-1.2629516713602313,-0.03255587282076719,1.1792192950845584,-1.4664600585513676,-1.1696500328897879,-1.4427785322948667,-0.9851714888342069,-0.9903350066830806,-0.9822701850121095,-1.3102956518699655,-1.3102956518699655,1.0892200829629006,-1.1059260136851776,-0.3208689880667431,-1.2061995746871061,-1.217908898500138,0.3529142144923748,1.1314582422929178,-1.2061995746871075,-0.6138815686035926,-1.348222771915602,-1.173957480977067,-3.399682176500491,-0.7216217064436704,-1.2942038103050708,-1.2942038103050708,2.875956549379995,-0.8244057156056503,-0.18472167296644235,-1.1373890708982874,-0.6281008042322934,-0.025092822633279454,0.5648941651428318,-1.1373890708982874,-0.9160629445164792,-1.1920946637190395,-0.28571185630857987,-0.6825060349867892,-0.8636027647458194,-1.0396744563854448,-1.0396744563854448,0.3967966250928159,-1.1675928361546892,0.5254521902733136,-1.4697427812718804,-1.3288623306360385,-0.3342471915868257,1.3402746327945152,-1.4697427812718797,0.8049193697126158,-1.4696068338843988,-2.1842333748826332,-1.2614236458047916,-1.0854528439555866,-1.3955418299034812,-1.3955418299034812,1.2678666492081831,-1.1309445354431602,0.8255707527517605,-1.3153379477235903,-1.2167483830860752,0.1163080732319606,1.3206490733831597,-1.315337947723591,1.2755949147907117,-1.3962484690652335,-1.5139171690513602,-1.8921525725566404,-0.9853599687072044,-1.3220932701166905,-1.3220932701166905,1.9269241707982112,-1.0068192628888792,0.11670450531221298,-1.3246065539621483,-1.2484014869580937,0.08774916079621257,1.1623381750051747,-1.324606553962148,-0.377901177398441,-1.3819315330155402,-1.746251349455883,-1.0739297018103307,-0.6967076919351686,-1.2028476777985169,-1.2028476777985169,1.098171194313863
3,-1.1831735675640294,0.1024520256472148,-1.5557758181562076,-1.3554123611588085,-0.020446465950080445,1.322089671358661,-1.5557758181562076,-0.7938002234449815,-1.5438060970583753,-1.6719963137076206,-1.382865253406833,-0.9910690756434657,-1.4214534143911,-1.4214534143911,1.442939979197486,-1.238528764442592,-0.042282999506199695,-1.393822757561642,-1.2926874455687276,0.7564495288291091,1.2601808918241848,-1.3938227575616433,-1.298857926153014,-1.5225294709326749,-1.173957480977067,-3.7413757914877883,-0.7287244135515136,-1.3925118458602075,-1.3925118458602075,3.0656068591219596,-0.827235866691977,0.06737295039761243,-1.203307714009402,-0.691224414605051,-0.015105782974276167,0.6472862330171831,-1.203307714009402,-0.6201479812190679,-1.3527743626425563,0.3651813792553374,-0.16761532246804928,-0.9150845245272098,-1.3126200453356494,-1.3126200453356494,0.27786847257317054,-1.1762668246544208,-0.15078965451004817,-1.5639170645849778,-1.4733500802525556,-0.32858411233488755,1.483723375976235,-1.5639170645849771,0.8206357170473326,-1.5643516905013184,-2.853193738984864,-2.8379713168967973,-1.0957905169892561,-1.5203642703738223,-1.5203642703738223,2.489764977459656,-1.132569411672012,-0.21515125962224793,-1.3196977324231236,-1.3699300671561314,0.08788723604701928,1.4252410865962273,-1.3196977324231243,-0.27586899211650495,-1.4741112204220104,-1.5541572792471312,-4.672379194667219,-0.9883232673728366,-1.3910870959882333,-1.3910870959882333,4.191343852484167,-1.024641593397061,-0.6524692417224216,-1.3909592119479735,-1.4399648781917018,0.08238323940316913,1.3260281213972227,-1.3909592119479728,-1.332790425092976,-1.5253294569528555,-2.4291590702435077,-3.232600469015277,-0.7103129899875938,-1.356193964621347,-1.356193964621347,2.8738110016954868
3,-1.1727563861743397,-0.29515839065959437,-1.4526306684470378,-1.2394162283000316,-0.02659956633898674,1.2852558959370033,-1.4526306684470376,0.4689035476568621,-1.4256701428176586,-0.2492877478984065,-0.6450617162554014,-0.9765936568832061,-1.2655957068119967,-1.2655957068119967,0.756905389464103,-1.209469859524184,-0.7565881463941937,-1.3518894432035102,-1.2357664690467949,0.7074368223987306,1.2145916043127083,-1.3518894432035116,-0.07853745966633607,-1.3964044346208653,-1.173957480977067,-0.7080923288902313,-0.6855164255179743,-1.0514105088156462,-1.0514105088156462,0.7771690567884162,-0.8266167343517863,2.406887036729246,-1.1815612387114744,-0.6106963475643351,-0.009955828538333957,0.5869730803163424,-1.1815612387114747,0.8287501134266744,-1.2920401729076434,1.3822020598239584,-0.11422479621327054,-0.9037246807651885,-1.2286432346202911,-1.2286432346202911,0.2590249861757248,-1.1594189596848898,-0.4789433634702322,-1.411301170215176,-1.353365939242898,-0.33573753198183315,1.363328937711492,-1.4113011702151756,-0.10460029715837854,-1.411021925348889,-0.7794166102679476,-0.9964085236900053,-1.0785996495888615,-1.3455647097733978,-1.3455647097733978,1.028655234735407,-1.1274922111414354,0.3306224110281221,-1.3061530229742673,-1.2332679751111968,0.09983336001912982,1.315894890964384,-1.3061530229742682,0.410550130337528,-1.3847960814017988,-1.5139171690513602,-2.3087434842137093,-0.9859117510768954,-1.3309028799333722,-1.3309028799333722,2.312697827665206,-0.9984846091046335,-0.658586670997958,-1.2959031284708902,-1.2176567446078534,0.10668589377612239,1.2162814479643593,-1.29590312847089,0.596915464745605,-1.340664091628202,-1.6220863093126783,-1.1083775598314902,-0.6705496796718655,-1.0391629342909476,-1.0391629342909476,1.130072767409427
