,X Accel,Y Accel,Z Accel,X Gyro,Y Gyro,Z Gyro,Run Time,Epoch Time
2100,4.6824564934,5.421231746699999,-3.2033286667,0.1346002644,0.2891340732,0.0669626265,7.0000219345,1564080628.495
2101,4.7040090561,4.8249392509,-2.812984523800001,0.2520743391,0.3799700705,0.0877403555,7.003180027000001,1564080628.498
2102,-4.7744102478,-4.2942676544,2.6518339539000007,-0.105142765,0.040334099,0.0094242988,7.0065543651999995,1564080628.501
2103,1.2914909124,-3.0561819076999996,2.7835459136999976,-0.2535170733,-0.0587596825,0.042189178,7.0100312233,1564080628.505
2104,7.9967899323000005,4.1065144539,-0.5906568146000009,0.0706687855,0.1154535843,0.07628596650000001,7.0131878853,1564080628.508
2105,-2.3341600895,-1.7390695809999999,1.7226719283999987,0.0642756384,0.0336745713,0.055774616,7.0165529251,1564080628.511
2106,-2.6335039139,-7.029071807899999,3.7582086945000004,-0.3510125546,-0.1357438341,0.0310011717,7.0201499462,1564080628.515
2107,8.904399871799999,0.1408088803,0.3600592040999988,-0.1195273469,-0.0726115032,-0.0177465773,7.0232665539,1564080628.518
2108,0.18511654440000003,3.186930418,-0.0015483474999999913,0.0365720011,-0.1341455463,0.0874739728,7.026618480700001,1564080628.521
2109,-1.3020230532,-0.6901692748,2.0124363327,-0.07504169599999999,-0.23909971789999998,0.0917360708,7.0300226212,1564080628.525
2110,0.3838807642,-1.1116452217,-0.5307880020000013,0.0368383797,-0.1772993004,-0.0454502187,7.0331804752,1564080628.528
2111,3.4707131386000003,1.0172872543,-1.5150304413000004,-0.0313551911,-0.0712795981,0.057905665,7.0365633965,1564080628.531
2112,-2.2695019245,0.52157408,-0.9929748154000002,0.025117610099999996,-0.0028196444,0.0347305064,7.0400290489,1564080628.535
2113,1.2627539635,-1.2673039436,-1.2635818099999998,-0.1464318486,-0.12935069119999998,0.0427219433,7.0431725979,1564080628.538
2114,2.8863942623,1.6638697386,-1.0528436278999997,-0.0571941641,-0.0028196444,0.0701591979,7.0465447903,1564080628.541
2115,-4.0895118713,1.972792387,-0.0015483474999999913,0.17375829489999997,0.0128968434,-0.030799254100000003,7.050017356900001,1564080628.545
2116,-7.6481099129,-1.525936842,1.1694845580999988,0.017126176200000003,-0.05716139889999999,0.0224769735,7.0531768799000005,1564080628.548
2117,8.5739250183,2.0805561543,-3.0189328766,0.1660332302,0.2553036882,0.0845437799,7.056559324299999,1564080628.551
2118,-2.1138432026,-1.5450948477000002,-0.3320241547000009,0.0616118282,0.20202745019999999,-0.0198776263,7.0600373745,1564080628.555
2119,-8.036059379600001,-5.266535759,3.679182472199999,-0.2710982142,-0.0225318492,-0.009488762900000001,7.063243389099999,1564080628.558
2120,6.8880209923,2.4900584221,0.24032157899999973,0.0083355985,0.1540788493,0.065097956,7.0666635036,1564080628.562
2121,2.6828405856999997,4.1831464767,-0.36315589900000056,0.3146739212,0.1562098942,-0.0148163854,7.0700297355999995,1564080628.565
2122,-8.220455169700001,-2.9124970436,3.228969039899999,-0.0153723234,-0.1733035768,0.0001009585,7.0731880665,1564080628.568
2123,7.192153930700001,-0.8314594626,0.13255733489999955,0.0381702848,-0.1421369853,-0.0363932573,7.0765111446,1564080628.571
2124,-2.6239247322,2.717559576,-0.8397107696999999,0.2547381493,-0.1735699594,-0.0835427226,7.0799896717,1564080628.575
2125,-1.8097099066,-0.0914818347,-0.12847000120000018,-0.08836075550000001,-0.3160838653,0.11784142439999999,7.083147049,1564080628.578
2126,2.0745739937,1.0436295271,-3.2081180191000005,0.15457884119999998,0.1570090423,-0.0001654227,7.086515426599999,1564080628.581
2127,-0.198043406,-2.6993641853,0.10382026669999966,-0.1086057233,0.18417991,-0.0281354418,7.0900280476,1564080628.585
2128,-7.1188702583,-1.8875441550999998,0.7049030685000002,-0.1176626847,0.1511486564,-0.0662279477,7.093172073400001,1564080628.588
2129,4.5387716293,2.4325842857,0.17805809019999863,-0.0151059418,0.25850026379999996,0.1543356447,7.0962235927999995,1564080628.591
2130,1.2220431566,0.2916781306,1.6604084395999994,0.2803107542,0.2678235913,-0.059035656799999996,7.1000750065,1564080628.595
2131,-4.4870400429,-5.90832901,4.3928169632,-0.1283179257,-0.0830003698,-0.020144008999999997,7.1032226086,1564080628.598
2132,7.182575225800001,1.2998677492,0.33850616460000005,0.0698696457,-0.1008479017,-0.0787478592,7.1070632935,1564080628.602
2133,-4.2715125084,1.8482654095,1.6388554000999989,0.1655004815,-0.2377678211,-0.0385243063,7.110162258099999,1564080628.605
2134,3.4659235476999997,-0.40040454270000003,-0.10691696169999965,-0.2319401921,-0.4316932861,0.15406926199999998,7.1133127213,1564080628.608
2135,1.6842298508000002,1.5321584940000001,-4.328860817000001,0.2174447894,-0.0038851689000000003,-0.0622322282,7.1167199612,1564080628.612
2136,-3.9123001099,-2.6658377647,-1.0791860198999998,-0.13071536150000002,-0.1368093565,-0.0601011792,7.1200296879,1564080628.615
2137,-5.4066238403,-0.6135372519,-1.1270804976999997,-0.045207009699999995,0.0635092597,-0.018812101799999998,7.123184680900001,1564080628.618
2138,8.7152147293,4.1615934372000005,-3.2296710587,0.22863281230000002,0.3642535585,0.017682114199999998,7.1265509129,1564080628.621
2139,-11.2354450226,-4.4547157288,3.1978372954999994,0.0645420211,0.1423580776,-0.1613260097,7.1299881935,1564080628.625
2140,5.2619857788,-3.8967390060000002,2.4267277145,-0.5606545316,-0.10377809460000001,0.16579003369999998,7.1331479549,1564080628.628
2141,-3.6847989559,3.8383023739,-0.6768680191000005,0.37753986939999995,0.2377225307,-0.1895624082,7.136515855800001,1564080628.631
2142,10.743568420399999,-0.2878513038,2.0794891739000008,-0.3121209152,-0.045973388399999995,0.2278568338,7.140016794199999,1564080628.635
2143,-1.4385237694,-0.6111425161,0.7575868987999996,0.1535133271,0.09227842359999999,-0.0561054638,7.1431717873,1564080628.638
2144,1.9572312831999998,-3.7123434544,3.983314933800001,-0.4607615895,-0.37921619619999997,0.1346234339,7.1465654373000005,1564080628.641
2145,5.415249824500001,2.7271385193,-2.075401363400001,0.40630903329999996,-0.0041515501,-0.1293602786,7.1501157284,1564080628.645
2146,-4.3385658264,1.0987087488,-0.6193938828000007,0.2288991784,-0.092856471,-0.08087891230000001,7.1531908512,1564080628.648
2147,4.7303514481,-1.1044609547,-2.1496387100000005,-0.0318879544,-0.10431086,-0.040921738,7.1565601826,1564080628.651
2148,-4.3289866447000005,1.4196052550999998,-2.235849914600001,0.2523407218,-0.054231206,-0.25562493199999997,7.1600215435,1564080628.655
2149,0.0246683173,-2.780785799,0.13974231719999963,-0.39869478939999997,-0.195146824,0.0760195838,7.1631720066,1564080628.658
2150,2.1583902836,6.2953157425,-4.0582542992,0.5003415562,0.309112675,-0.118971412,7.166553974199999,1564080628.661
2151,-2.8035311699000003,-6.4639105797,3.7055239104999984,-0.2274117197,0.0019752160999999997,-0.028668205099999997,7.170028448099999,1564080628.665
2152,3.2695541381999997,-4.720532894100001,2.7188877486999985,-0.43172604299999995,-0.0984504742,0.030734789,7.173185586900001,1564080628.668
2153,-0.9020997881999999,2.3224258423,-2.2071128464000003,0.0552186811,0.0768283192,-0.0467821238,7.1765096188,1564080628.671
2154,4.3998761177,0.8281020522,-0.6193938828000007,-0.11366696109999999,-0.0941883761,0.0533771885,7.1799912453,1564080628.675
2155,-10.524204254199999,-1.0134605169,1.3754324341000004,0.3314559307,0.0030407406,-0.259354273,7.1831476688,1564080628.678
2156,8.4853191376,-1.5139631033,0.7360348128999998,-0.36166779549999994,-0.0411785291,0.1857686187,7.1862444878,1564080628.681
2157,-0.40878137950000004,5.2607836723000005,-4.225886879,0.630601925,0.3962193146,-0.2313842572,7.1901185513,1564080628.685
2158,-14.382145881700001,-7.4936532974,4.4191593552,-0.0284249981,-0.11976096439999999,-0.1706493539,7.1932837963,1564080628.688
2159,10.6549625397,-1.8659913540000002,0.8366140746999999,-0.2098305622,-0.0265275666,0.078150637,7.1968564987,1564080628.692
2160,-2.4802398682,5.804391861,-2.5854831314,0.7310276658,0.2742167426,-0.36457483560000004,7.2000286579,1564080628.695
2161,-5.478466510800001,-7.246994018600001,4.845425071700001,-0.2734956584,-0.24868944469999998,-0.004427520900000001,7.2031867504,1564080628.698
2162,8.1069488525,1.8746076822,-1.9820061302000003,0.353299178,0.1351657867,-0.2196634855,7.206581115700001,1564080628.701
2163,-1.8695787191,-1.0517764091,1.195826950099999,0.0333754255,-0.10111428439999999,-0.167719161,7.2100269794,1564080628.705
2164,0.1515900493,-1.7055431604,1.5550388718000008,-0.3680609467,-0.28198708100000003,0.0741549133,7.213186264,1564080628.708
2165,-5.5119929314,2.6768488884,-3.538593349500001,0.133268351,0.119982065,-0.0478476463,7.2165613174,1564080628.711
2166,8.7032413483,-0.2734827995,-2.3364291763000002,-0.1411042281,0.12397778039999999,-0.0547735587,7.2200229168,1564080628.715
2167,-7.4948458672000005,-0.3141935468,-0.7918153380999993,0.2153137445,0.2289319519,-0.2910536465,7.223185539199999,1564080628.718
2168,-3.8811683655,-1.525936842,2.6111235046,-0.46742112350000004,0.1151872016,0.2251930235,7.2265262604,1564080628.721
2169,12.0582857132,7.4112691878999994,-3.5553570366000002,0.5485565565,0.49611222340000005,-0.1575966854,7.230001688,1564080628.725
2170,-14.4827251434,-5.9586186409,5.4944023514,0.5224512195000001,0.226001759,-0.39707332380000004,7.233155965800001,1564080628.728
2171,7.0772061348,-2.4024152756,3.2146009826999986,-0.47301512659999995,-0.3624341867,0.101592172,7.236512899400001,1564080628.731
2172,12.4582090378,10.433443069500001,-6.235081729900001,0.7360888703,0.2505088165,-0.152535431,7.2400438786,1564080628.735
2173,2.6828405856999997,-2.4910209179,0.6929287337999988,0.2027938414,0.08748356019999999,-0.0699572804,7.2431623936000005,1564080628.738
2174,-17.0187644958,-7.970208167999999,4.744845809899999,-0.3989611721,-0.27559392969999996,-0.12722922539999998,7.246531248099999,1564080628.741
2175,4.6130084991,3.950855732,-2.1041384315,0.0922456584,0.0166261792,-0.1530681964,7.2500269413,1564080628.745
2176,13.4544248581,6.575501442,-4.4318352318,0.2451484391,0.2086869841,-0.045183836,7.2531797886,1564080628.748
2177,-5.7514681816,-4.3110308647,0.18284744259999997,-0.022298233799999997,-0.1266868727,-0.13415513369999998,7.2565584183,1564080628.751
2178,-11.999369621300001,-8.5090274811,4.4023966216999995,-0.5198982134000001,-0.4705849255,-0.1290938959,7.260029315900001,1564080628.755
2179,10.147274971,4.7530965805,-3.1410651779,-0.2031710282,-0.2841181425,-0.0776823367,7.2631816864,1564080628.758
2180,-6.522577285800001,5.8115763664,-3.4356194115000003,0.4361437279,0.1303709233,-0.055572698499999997,7.2665450573,1564080628.761
2181,-3.1723225117,-4.5960059166,0.9491676711999979,-0.3004001435,0.0443298185,0.1402174454,7.2700223923000005,1564080628.765
2182,7.9441056252,-1.6001741886,-3.4811196899000008,0.005139025,0.2635615016,-0.1858330839,7.2731785774,1564080628.768
2183,-4.4630928039999995,-4.1002926826,1.8735403442000003,-0.3534099988,0.1599392352,-0.0353277348,7.2765254974,1564080628.771
2184,2.8241307735000003,2.0685822964,1.7585930251999997,-0.1213920174,0.226001759,0.021944212299999998,7.2799997329999995,1564080628.775
2185,-7.4421610832,1.9416606425999998,1.5550388718000008,0.44466790729999994,0.4164642657,-0.2199298682,7.283152341799999,1564080628.778
2186,10.4538030624,-4.627137661,4.0838951492,-0.4418485186,-0.0704804584,-0.068891758,7.2865197659000005,1564080628.781
2187,-3.4189817905,2.5259795189,0.9994568252999994,0.1385959798,0.0445961971,-0.1919598524,7.2900266647,1564080628.785
2188,-1.3906286955,1.4651054144,2.8697561646,-0.14776374539999998,-0.2929087046,-0.0150827671,7.2931828499,1564080628.788
2189,2.2972857952,1.4698950052000002,0.03197807309999945,0.1676315263,-0.2628076439,-0.1618587751,7.2965657711,1564080628.791
2190,-4.6786198616000005,0.7849965692,-1.881426868400001,0.0965077564,-0.31581748260000003,-0.1405482932,7.300029039400001,1564080628.795
2191,-3.2178227901,0.7299172878,-3.045275268600001,-0.1003479099,-0.2825198463,0.0323330768,7.3031904697000005,1564080628.798
2192,2.4098389149,2.5571112633,-6.8505323505,0.3314559307,0.3096454403,-0.2026150934,7.3062930107,1564080628.801
2193,-0.7009408474,-4.5289530754000005,-1.0600276566000009,-0.317981301,0.1487512289,-0.0507778392,7.3100373745,1564080628.805
2194,-1.9054999352000002,-1.5834108591,-0.42781406399999966,-0.1344446942,0.2553036882,-0.1000583494,7.3131895065,1564080628.808
2195,0.33598577979999994,1.9416606425999998,1.6220917129999997,0.0062045495,0.3075143788,-0.0601011792,7.3165700436000005,1564080628.811
2196,-2.1856856346,-2.1294138432,4.349711837799999,-0.044141487300000004,0.18098335100000001,-0.12136883960000001,7.3200376034,1564080628.815
2197,2.2541801929,-2.1629402637,2.153726043699999,-0.1251213501,0.17672124469999997,-0.0811452867,7.3231918812,1564080628.818
2198,4.6441402435,-1.262514472,2.3213591002999987,-0.0814348472,0.1362313091,-0.24949818010000002,7.3269796371,1564080628.822
2199,-5.0402274132,-1.4995946884,4.074315490699998,-0.26843440399999996,-0.15518965380000002,-0.1400155279,7.330176591900001,1564080628.825
2200,4.0334792137,3.9484608173,0.20918983460000007,-0.15362413119999999,-0.1450671783,-0.0300001102,7.3333332539,1564080628.828
2201,5.6738829613,5.1338620186,-2.6453519440000006,0.2875030535,-0.1168307715,-0.2388429226,7.3367910385,1564080628.832
2202,-5.6005988121,-4.0452136993,1.1623005294999995,-0.2316738094,-0.3291365504,-0.060367561900000005,7.3400263786,1564080628.835
2203,3.2216591835000004,2.0326611996,-3.9361219978,-0.1269860206,-0.2231168565,-0.0622322282,7.3431620598,1564080628.838
2204,-0.5955718756,2.8923761845,-4.075017509500001,0.10076985449999999,0.0544523024,-0.1682519263,7.346549511,1564080628.841
2205,-5.4066238403,-1.9569917917,-0.5475507354999998,-0.0611898794,0.0435306746,-0.1440112349,7.3500888348,1564080628.845
2206,1.4902551174,0.691601336,-1.3617663956000001,-0.053464827300000003,0.2310629968,-0.0955298686,7.3532028198,1564080628.848
2207,-2.0707376003,-0.1297978312,0.06789916990000044,0.2102525067,0.3187023852,-0.3256831962,7.3565700054,1564080628.851
2208,-0.8949155806999999,-3.0897085667,2.6997293853999995,-0.3089243562,0.0355392398,-0.0635641333,7.360019207000001,1564080628.855
2209,4.4453763962,1.1944987774,0.9635357284999984,-0.11260143859999999,0.1713936242,-0.0720883336,7.3631715775,1564080628.858
2210,-7.9594273567,-3.2693147659,5.032215537999999,-0.11659715400000001,-0.0528993008,-0.23165063989999998,7.366565942799999,1564080628.861
2211,3.6359508038,-2.1868877411,0.3720325850999995,-0.25884469379999997,0.0286133315,-0.09259967570000001,7.3700954914,1564080628.865
2212,8.9427165985,4.8249392509,-2.8321424103000004,0.1306045407,0.2883349585,-0.1538673444,7.373205661799999,1564080628.868
2213,-9.317250251799999,-6.028066158300001,4.050367775,-0.22368237870000002,-0.065685595,-0.2260566368,7.3765342236,1564080628.871
2214,-0.47343963380000004,-3.6452903748,2.388411941500001,-0.4117474746,-0.27612669510000004,-0.1882305114,7.3799910545000005,1564080628.875
