,Left,Middle,Right
454,Y Accel 95.0 Hz,X Accel 20.0 Hz,Z Gyro 22.0 Hz
455,X Gyro 93.0 Hz,X Accel 65.0 Hz,X Gyro 35.0 Hz
456,Z Gyro 96.0 Hz,Y Gyro 99.0 Hz,Y Gyro 37.0 Hz
457,Y Gyro 97.0 Hz,Y Accel 28.0 Hz,Z Gyro 41.0 Hz
458,X Accel 91.0 Hz,Y Accel 29.0 Hz,X Gyro 93.0 Hz
459,X Gyro 76.0 Hz,Z Gyro 7.0 Hz,X Accel 3.0 Hz
460,Y Gyro 4.0 Hz,Z Gyro 47.0 Hz,Y Gyro 98.0 Hz
461,Z Gyro 46.0 Hz,Z Gyro 89.0 Hz,X Gyro 38.0 Hz
462,Y Gyro 25.0 Hz,Y Accel 1.0 Hz,Z Gyro 72.0 Hz
463,X Gyro 10.0 Hz,Y Gyro 51.0 Hz,Y Gyro 49.0 Hz
464,Y Accel 96.0 Hz,Y Gyro 80.0 Hz,Y Accel 11.0 Hz
465,Z Gyro 85.0 Hz,Z Gyro 4.0 Hz,Y Gyro 33.0 Hz
466,Y Accel 12.0 Hz,Y Gyro 84.0 Hz,X Gyro 13.0 Hz
467,X Gyro 1.0 Hz,Z Gyro 73.0 Hz,Z Gyro 99.0 Hz
468,Y Gyro 38.0 Hz,Z Accel 68.0 Hz,Y Gyro 7.0 Hz
469,Y Accel 4.0 Hz,Y Gyro 52.0 Hz,X Gyro 99.0 Hz
470,Z Gyro 55.0 Hz,Z Gyro 82.0 Hz,Y Gyro 60.0 Hz
471,X Gyro 79.0 Hz,Z Gyro 46.0 Hz,Z Gyro 80.0 Hz
472,Y Gyro 16.0 Hz,X Accel 69.0 Hz,Y Accel 10.0 Hz
473,X Accel 4.0 Hz,Z Gyro 33.0 Hz,X Gyro 21.0 Hz
474,Y Gyro 85.0 Hz,Z Gyro 98.0 Hz,Y Gyro 11.0 Hz
475,Z Gyro 45.0 Hz,Z Accel 21.0 Hz,Y Accel 8.0 Hz
476,X Gyro 81.0 Hz,X Gyro 36.0 Hz,Z Gyro 40.0 Hz
477,Y Accel 10.0 Hz,Z Gyro 99.0 Hz,X Gyro 90.0 Hz
478,Y Gyro 42.0 Hz,Z Gyro 74.0 Hz,Y Gyro 38.0 Hz
479,Y Accel 97.0 Hz,X Gyro 37.0 Hz,Z Gyro 76.0 Hz
480,Z Gyro 79.0 Hz,Z Gyro 90.0 Hz,Y Gyro 29.0 Hz
481,X Gyro 99.0 Hz,Y Gyro 53.0 Hz,X Gyro 19.0 Hz
482,Y Gyro 43.0 Hz,Z Gyro 1.0 Hz,Y Gyro 13.0 Hz
483,X Accel 93.0 Hz,Z Accel 69.0 Hz,X Gyro 3.0 Hz
484,Z Gyro 40.0 Hz,Z Gyro 93.0 Hz,Z Gyro 78.0 Hz
485,Y Gyro 26.0 Hz,Z Accel 67.0 Hz,X Accel 4.0 Hz
486,X Gyro 20.0 Hz,Y Gyro 85.0 Hz,Y Gyro 24.0 Hz
487,Y Gyro 45.0 Hz,Z Gyro 45.0 Hz,X Gyro 94.0 Hz
488,Z Gyro 60.0 Hz,Y Gyro 82.0 Hz,Y Accel 4.0 Hz
489,X Gyro 95.0 Hz,Z Gyro 9.0 Hz,Z Gyro 48.0 Hz
490,X Accel 12.0 Hz,Y Accel 30.0 Hz,X Gyro 10.0 Hz
491,Z Gyro 27.0 Hz,Z Gyro 91.0 Hz,Y Gyro 92.0 Hz
492,X Gyro 14.0 Hz,Z Accel 71.0 Hz,Y Gyro 25.0 Hz
493,Y Gyro 31.0 Hz,Z Gyro 44.0 Hz,X Accel 11.0 Hz
494,Y Accel 98.0 Hz,Z Gyro 85.0 Hz,Z Gyro 33.0 Hz
495,X Accel 98.0 Hz,Z Accel 66.0 Hz,X Gyro 95.0 Hz
496,Z Gyro 21.0 Hz,Y Gyro 81.0 Hz,Y Gyro 4.0 Hz
497,X Gyro 19.0 Hz,X Accel 70.0 Hz,X Gyro 22.0 Hz
498,Y Gyro 90.0 Hz,Z Gyro 8.0 Hz,Z Gyro 73.0 Hz
499,Y Accel 13.0 Hz,Y Gyro 21.0 Hz,Y Gyro 54.0 Hz
500,X Gyro 9.0 Hz,Z Gyro 80.0 Hz,Y Accel 12.0 Hz
501,Z Gyro 95.0 Hz,Z Gyro 6.0 Hz,X Gyro 91.0 Hz
502,Y Gyro 13.0 Hz,Z Gyro 94.0 Hz,X Accel 6.0 Hz
503,X Accel 6.0 Hz,Z Gyro 0.0 Hz,Z Gyro 53.0 Hz
504,Z Gyro 63.0 Hz,X Gyro 38.0 Hz,Y Gyro 40.0 Hz
505,X Gyro 18.0 Hz,Z Gyro 97.0 Hz,X Gyro 14.0 Hz
506,Y Gyro 35.0 Hz,Z Gyro 86.0 Hz,Y Accel 9.0 Hz
507,Y Accel 8.0 Hz,Y Accel 31.0 Hz,Y Gyro 47.0 Hz
508,X Gyro 85.0 Hz,Z Accel 70.0 Hz,Z Gyro 21.0 Hz
509,Y Gyro 41.0 Hz,Z Gyro 2.0 Hz,X Gyro 17.0 Hz
510,Z Gyro 39.0 Hz,Z Gyro 79.0 Hz,Y Accel 6.0 Hz
511,X Gyro 8.0 Hz,Y Accel 32.0 Hz,Y Gyro 2.0 Hz
512,Y Gyro 99.0 Hz,Z Gyro 96.0 Hz,Z Gyro 35.0 Hz
513,Z Gyro 80.0 Hz,Z Accel 24.0 Hz,X Gyro 4.0 Hz
514,Y Accel 9.0 Hz,Z Gyro 43.0 Hz,Y Gyro 1.0 Hz
515,X Accel 8.0 Hz,Y Gyro 25.0 Hz,X Gyro 8.0 Hz
516,X Gyro 4.0 Hz,Z Gyro 84.0 Hz,X Accel 5.0 Hz
517,Y Gyro 17.0 Hz,Z Gyro 83.0 Hz,Z Gyro 74.0 Hz
518,Z Gyro 52.0 Hz,Y Gyro 54.0 Hz,Y Gyro 14.0 Hz
519,X Gyro 97.0 Hz,Z Gyro 3.0 Hz,Y Gyro 20.0 Hz
520,Y Gyro 37.0 Hz,Y Gyro 79.0 Hz,X Gyro 23.0 Hz
521,X Accel 5.0 Hz,Y Gyro 77.0 Hz,X Accel 12.0 Hz
522,Y Gyro 5.0 Hz,Z Gyro 77.0 Hz,Z Gyro 29.0 Hz
523,X Gyro 83.0 Hz,Z Gyro 78.0 Hz,Y Accel 7.0 Hz
524,Z Gyro 59.0 Hz,Z Gyro 42.0 Hz,Y Gyro 55.0 Hz
525,Y Gyro 88.0 Hz,Z Gyro 30.0 Hz,X Accel 8.0 Hz
526,Y Accel 5.0 Hz,Z Gyro 76.0 Hz,Y Gyro 52.0 Hz
527,Z Gyro 43.0 Hz,Z Gyro 88.0 Hz,Z Gyro 59.0 Hz
528,X Gyro 16.0 Hz,Z Gyro 36.0 Hz,X Gyro 98.0 Hz
529,Y Gyro 7.0 Hz,Z Gyro 10.0 Hz,Y Gyro 44.0 Hz
530,X Accel 7.0 Hz,Y Gyro 55.0 Hz,X Accel 13.0 Hz
531,Z Gyro 92.0 Hz,Z Gyro 31.0 Hz,Z Gyro 56.0 Hz
532,X Gyro 7.0 Hz,Z Gyro 95.0 Hz,X Accel 10.0 Hz
533,Y Accel 7.0 Hz,Y Gyro 78.0 Hz,Y Gyro 99.0 Hz
534,X Gyro 98.0 Hz,Z Gyro 11.0 Hz,X Gyro 97.0 Hz
535,Y Gyro 87.0 Hz,Z Accel 22.0 Hz,Z Gyro 66.0 Hz
536,Z Gyro 41.0 Hz,Z Gyro 92.0 Hz,Y Gyro 5.0 Hz
537,Y Gyro 20.0 Hz,Y Gyro 75.0 Hz,Y Accel 5.0 Hz
538,Y Accel 6.0 Hz,Z Gyro 40.0 Hz,X Gyro 6.0 Hz
539,X Gyro 90.0 Hz,Y Accel 33.0 Hz,Y Gyro 53.0 Hz
540,Z Gyro 84.0 Hz,Z Gyro 81.0 Hz,Z Gyro 31.0 Hz
541,Y Gyro 15.0 Hz,Z Gyro 14.0 Hz,X Accel 9.0 Hz
542,X Gyro 15.0 Hz,Y Gyro 58.0 Hz,X Gyro 5.0 Hz
543,X Accel 10.0 Hz,Z Gyro 75.0 Hz,Y Gyro 97.0 Hz
544,Z Gyro 97.0 Hz,Z Gyro 39.0 Hz,Z Gyro 77.0 Hz
545,X Accel 9.0 Hz,X Accel 24.0 Hz,X Gyro 12.0 Hz
546,Y Gyro 92.0 Hz,Z Gyro 28.0 Hz,Y Gyro 15.0 Hz
547,Z Gyro 74.0 Hz,Y Accel 34.0 Hz,X Gyro 18.0 Hz
548,X Gyro 84.0 Hz,Z Gyro 12.0 Hz,Z Gyro 51.0 Hz
549,Y Gyro 19.0 Hz,Z Gyro 32.0 Hz,Y Gyro 50.0 Hz
550,Z Gyro 88.0 Hz,Z Accel 23.0 Hz,X Gyro 9.0 Hz
551,X Gyro 5.0 Hz,Z Gyro 41.0 Hz,Z Gyro 62.0 Hz
552,X Accel 11.0 Hz,Y Gyro 76.0 Hz,X Accel 7.0 Hz
553,Y Gyro 8.0 Hz,Y Accel 39.0 Hz,Y Gyro 19.0 Hz
554,Z Gyro 56.0 Hz,Z Gyro 26.0 Hz,Z Gyro 84.0 Hz
555,X Gyro 86.0 Hz,Z Gyro 13.0 Hz,X Gyro 16.0 Hz
556,Y Gyro 11.0 Hz,Y Gyro 56.0 Hz,Y Gyro 18.0 Hz
557,Z Gyro 62.0 Hz,Z Gyro 27.0 Hz,Z Gyro 39.0 Hz
558,Y Gyro 6.0 Hz,Y Gyro 22.0 Hz,Y Gyro 21.0 Hz
559,X Gyro 96.0 Hz,X Accel 21.0 Hz,Y Gyro 45.0 Hz
560,Z Gyro 82.0 Hz,Y Gyro 73.0 Hz,Z Gyro 82.0 Hz
561,Y Gyro 22.0 Hz,Z Gyro 17.0 Hz,Y Gyro 8.0 Hz
562,X Gyro 92.0 Hz,Y Gyro 74.0 Hz,Z Gyro 65.0 Hz
563,Z Gyro 26.0 Hz,Z Gyro 16.0 Hz,X Gyro 7.0 Hz
564,Y Gyro 18.0 Hz,Y Gyro 61.0 Hz,Z Gyro 49.0 Hz
565,Z Gyro 58.0 Hz,Z Gyro 38.0 Hz,Y Gyro 22.0 Hz
566,Y Gyro 96.0 Hz,Y Accel 0.0 Hz,Z Gyro 37.0 Hz
567,X Gyro 94.0 Hz,Y Gyro 57.0 Hz,Y Gyro 6.0 Hz
568,Z Gyro 73.0 Hz,Z Gyro 29.0 Hz,Z Gyro 55.0 Hz
569,X Gyro 82.0 Hz,Z Gyro 37.0 Hz,Z Gyro 46.0 Hz
570,Z Gyro 93.0 Hz,Y Gyro 24.0 Hz,Y Gyro 9.0 Hz
571,Y Gyro 93.0 Hz,Y Gyro 60.0 Hz,Y Gyro 17.0 Hz
572,Z Gyro 65.0 Hz,Y Accel 38.0 Hz,Z Gyro 89.0 Hz
573,X Gyro 87.0 Hz,Z Gyro 15.0 Hz,Z Gyro 63.0 Hz
574,Y Gyro 21.0 Hz,Z Gyro 25.0 Hz,Z Gyro 86.0 Hz
575,Z Gyro 90.0 Hz,Y Gyro 59.0 Hz,Z Gyro 67.0 Hz
576,Y Gyro 14.0 Hz,Z Gyro 23.0 Hz,Z Gyro 45.0 Hz
577,Y Gyro 91.0 Hz,Z Gyro 18.0 Hz,Y Gyro 16.0 Hz
578,X Gyro 12.0 Hz,Y Gyro 65.0 Hz,Z Gyro 64.0 Hz
579,Z Gyro 78.0 Hz,Y Gyro 63.0 Hz,Z Gyro 44.0 Hz
580,X Gyro 17.0 Hz,Z Gyro 24.0 Hz,Z Gyro 87.0 Hz
581,Y Gyro 95.0 Hz,X Accel 23.0 Hz,Z Gyro 85.0 Hz
582,Z Gyro 48.0 Hz,Y Gyro 64.0 Hz,Z Gyro 52.0 Hz
583,X Gyro 6.0 Hz,Y Accel 35.0 Hz,Z Gyro 90.0 Hz
584,X Gyro 91.0 Hz,Y Gyro 23.0 Hz,Z Gyro 57.0 Hz
585,Z Gyro 64.0 Hz,Z Gyro 19.0 Hz,Z Gyro 92.0 Hz
586,Y Gyro 94.0 Hz,Y Gyro 66.0 Hz,Z Gyro 47.0 Hz
587,X Gyro 88.0 Hz,Z Gyro 22.0 Hz,Z Gyro 97.0 Hz
588,Z Gyro 94.0 Hz,Z Gyro 21.0 Hz,Z Gyro 58.0 Hz
589,Z Gyro 49.0 Hz,Y Gyro 62.0 Hz,Z Gyro 88.0 Hz
590,Y Gyro 98.0 Hz,Y Gyro 72.0 Hz,Z Gyro 54.0 Hz
591,X Gyro 89.0 Hz,Z Gyro 20.0 Hz,Z Gyro 98.0 Hz
592,Z Gyro 67.0 Hz,X Accel 22.0 Hz,Z Gyro 60.0 Hz
593,Z Gyro 91.0 Hz,Y Accel 36.0 Hz,Z Gyro 95.0 Hz
594,Z Gyro 57.0 Hz,Y Gyro 71.0 Hz,Z Gyro 50.0 Hz
595,Z Gyro 98.0 Hz,Y Gyro 69.0 Hz,Z Gyro 61.0 Hz
596,Z Gyro 70.0 Hz,Y Accel 37.0 Hz,Z Gyro 94.0 Hz
597,Z Gyro 66.0 Hz,Y Gyro 68.0 Hz,Z Gyro 96.0 Hz
598,Z Gyro 77.0 Hz,Y Gyro 67.0 Hz,Z Gyro 91.0 Hz
599,Z Gyro 72.0 Hz,Y Gyro 70.0 Hz,Z Gyro 93.0 Hz
600,Label,Label,Label
