,Left,Middle,Right
152,Y Gyro 41.4 Hz,X Accel 34.3 Hz,X Accel 41.4 Hz
153,X Gyro 41.4 Hz,Y Accel 84.8 Hz,Z Gyro 40.4 Hz
154,Z Accel 41.4 Hz,X Accel 68.7 Hz,Y Accel 26.3 Hz
155,Z Accel 26.3 Hz,Y Accel 85.9 Hz,Y Gyro 49.5 Hz
156,Y Gyro 49.5 Hz,Z Accel 59.6 Hz,Z Gyro 25.3 Hz
157,X Accel 26.3 Hz,Z Accel 12.1 Hz,Z Accel 9.1 Hz
158,Y Gyro 9.1 Hz,X Accel 69.7 Hz,X Accel 9.1 Hz
159,Z Accel 9.1 Hz,Z Accel 65.7 Hz,Y Accel 10.1 Hz
160,X Gyro 10.1 Hz,Y Accel 53.5 Hz,X Accel 10.1 Hz
161,Z Accel 10.1 Hz,Z Accel 36.4 Hz,Z Gyro 9.1 Hz
162,Y Accel 10.1 Hz,Z Accel 64.6 Hz,Y Gyro 9.1 Hz
163,X Accel 10.1 Hz,X Accel 72.7 Hz,X Gyro 9.1 Hz
164,Z Gyro 9.1 Hz,X Accel 64.6 Hz,X Gyro 10.1 Hz
165,Z Gyro 10.1 Hz,Y Accel 70.7 Hz,Y Accel 9.1 Hz
166,X Gyro 9.1 Hz,Y Accel 18.2 Hz,Z Gyro 10.1 Hz
167,Y Accel 11.1 Hz,X Accel 36.4 Hz,Z Gyro 8.1 Hz
168,Y Accel 9.1 Hz,X Accel 66.7 Hz,Y Gyro 8.1 Hz
169,X Accel 9.1 Hz,Y Accel 16.2 Hz,X Gyro 8.1 Hz
170,Z Gyro 8.1 Hz,Z Accel 63.6 Hz,Z Accel 8.1 Hz
171,Y Gyro 8.1 Hz,Z Gyro 22.2 Hz,Y Accel 8.1 Hz
172,X Gyro 8.1 Hz,Z Gyro 23.2 Hz,Z Accel 10.1 Hz
173,Y Gyro 10.1 Hz,Z Gyro 96.0 Hz,Z Gyro 7.1 Hz
174,Y Accel 8.1 Hz,X Accel 38.4 Hz,Y Gyro 10.1 Hz
175,X Accel 11.1 Hz,Y Gyro 23.2 Hz,Z Accel 12.1 Hz
176,Y Gyro 12.1 Hz,Y Accel 97.0 Hz,X Accel 12.1 Hz
177,Z Accel 12.1 Hz,X Gyro 36.4 Hz,Y Accel 13.1 Hz
178,X Gyro 13.1 Hz,X Gyro 94.9 Hz,X Accel 13.1 Hz
179,Z Accel 13.1 Hz,Y Accel 45.5 Hz,Z Gyro 12.1 Hz
180,Y Accel 13.1 Hz,X Gyro 23.2 Hz,Y Gyro 12.1 Hz
181,X Accel 13.1 Hz,Y Gyro 96.0 Hz,X Gyro 12.1 Hz
182,Z Gyro 12.1 Hz,Z Accel 97.0 Hz,X Gyro 7.1 Hz
183,Z Gyro 7.1 Hz,Y Gyro 94.9 Hz,Y Accel 12.1 Hz
184,X Gyro 12.1 Hz,Z Gyro 36.4 Hz,X Accel 11.1 Hz
185,Z Accel 11.1 Hz,Y Gyro 22.2 Hz,Z Gyro 11.1 Hz
186,Y Accel 12.1 Hz,Z Gyro 24.2 Hz,Y Gyro 11.1 Hz
187,X Accel 12.1 Hz,Y Gyro 24.2 Hz,X Gyro 11.1 Hz
188,Z Gyro 11.1 Hz,X Accel 37.4 Hz,Z Accel 11.1 Hz
189,Y Gyro 11.1 Hz,Z Gyro 94.9 Hz,Y Accel 11.1 Hz
190,X Gyro 11.1 Hz,X Gyro 25.3 Hz,X Accel 8.1 Hz
191,Z Accel 8.1 Hz,Y Gyro 25.3 Hz,X Gyro 13.1 Hz
192,Z Gyro 13.1 Hz,X Gyro 96.0 Hz,Y Gyro 7.1 Hz
193,X Accel 8.1 Hz,Z Gyro 25.3 Hz,Z Gyro 2.0 Hz
194,Z Gyro 2.0 Hz,Y Gyro 36.4 Hz,X Gyro 2.0 Hz
195,X Gyro 2.0 Hz,X Gyro 24.2 Hz,X Accel 4.0 Hz
196,Z Accel 4.0 Hz,X Gyro 22.2 Hz,Z Gyro 3.0 Hz
197,Z Gyro 3.0 Hz,Z Accel 96.0 Hz,Y Gyro 3.0 Hz
198,Y Gyro 3.0 Hz,Y Accel 96.0 Hz,X Gyro 3.0 Hz
199,X Gyro 3.0 Hz,X Gyro 34.3 Hz,Z Accel 3.0 Hz
200,Z Accel 3.0 Hz,X Gyro 26.3 Hz,X Gyro 4.0 Hz
201,Y Gyro 4.0 Hz,Z Accel 92.9 Hz,Y Gyro 2.0 Hz
202,Y Gyro 2.0 Hz,X Accel 32.3 Hz,Z Gyro 4.0 Hz
203,X Accel 5.1 Hz,Y Gyro 32.3 Hz,Z Accel 2.0 Hz
204,Z Accel 2.0 Hz,X Gyro 32.3 Hz,Z Gyro 1.0 Hz
205,Z Gyro 1.0 Hz,Y Accel 92.9 Hz,Y Gyro 1.0 Hz
206,Y Gyro 1.0 Hz,X Accel 33.3 Hz,X Gyro 1.0 Hz
207,X Gyro 1.0 Hz,Y Gyro 91.9 Hz,Z Accel 1.0 Hz
208,Z Accel 1.0 Hz,Z Gyro 31.3 Hz,Z Accel 4.0 Hz
209,X Gyro 4.0 Hz,Y Gyro 31.3 Hz,Z Gyro 13.1 Hz
210,X Accel 14.1 Hz,X Gyro 31.3 Hz,Y Gyro 4.0 Hz
211,Z Gyro 4.0 Hz,Z Gyro 32.3 Hz,Z Accel 6.1 Hz
212,Y Gyro 6.1 Hz,Y Gyro 92.9 Hz,X Accel 6.1 Hz
213,Z Accel 6.1 Hz,Z Gyro 91.9 Hz,Y Accel 7.1 Hz
214,X Gyro 7.1 Hz,X Gyro 91.9 Hz,X Accel 7.1 Hz
215,Z Accel 7.1 Hz,Z Gyro 33.3 Hz,Z Gyro 6.1 Hz
216,Y Accel 7.1 Hz,Y Gyro 34.3 Hz,Y Gyro 6.1 Hz
217,X Accel 7.1 Hz,Z Gyro 34.3 Hz,X Gyro 6.1 Hz
218,Z Gyro 6.1 Hz,Z Accel 91.9 Hz,Z Accel 7.1 Hz
219,Y Gyro 7.1 Hz,X Accel 31.3 Hz,Y Accel 6.1 Hz
220,X Gyro 6.1 Hz,X Gyro 33.3 Hz,X Accel 5.1 Hz
221,Y Accel 5.1 Hz,X Gyro 35.4 Hz,Z Gyro 5.1 Hz
222,Y Accel 6.1 Hz,Y Gyro 35.4 Hz,Y Gyro 5.1 Hz
223,Z Gyro 5.1 Hz,Y Gyro 33.3 Hz,X Gyro 5.1 Hz
224,Y Gyro 5.1 Hz,X Gyro 92.9 Hz,Z Accel 5.1 Hz
225,X Gyro 5.1 Hz,Y Gyro 26.3 Hz,Y Accel 5.1 Hz
226,Z Accel 5.1 Hz,Z Gyro 27.3 Hz,Z Accel 13.1 Hz
227,Y Gyro 13.1 Hz,Y Gyro 27.3 Hz,Y Gyro 25.3 Hz
228,Z Gyro 25.3 Hz,Y Gyro 28.3 Hz,Y Gyro 13.1 Hz
229,X Gyro 21.2 Hz,X Gyro 28.3 Hz,Z Accel 21.2 Hz
230,Y Accel 21.2 Hz,Z Gyro 93.9 Hz,X Accel 21.2 Hz
231,Z Accel 22.2 Hz,X Accel 29.3 Hz,Y Accel 22.2 Hz
232,Y Accel 22.2 Hz,Z Accel 93.9 Hz,X Accel 22.2 Hz
233,X Accel 22.2 Hz,X Gyro 27.3 Hz,Z Gyro 21.2 Hz
234,Z Gyro 21.2 Hz,Y Accel 94.9 Hz,Y Gyro 21.2 Hz
235,Y Gyro 21.2 Hz,Z Accel 94.9 Hz,X Gyro 21.2 Hz
236,Y Gyro 22.2 Hz,Z Gyro 28.3 Hz,X Gyro 22.2 Hz
237,Z Accel 21.2 Hz,Z Gyro 26.3 Hz,Y Accel 21.2 Hz
238,X Accel 23.2 Hz,X Gyro 93.9 Hz,Z Gyro 22.2 Hz
239,X Accel 21.2 Hz,Z Gyro 92.9 Hz,Z Gyro 20.2 Hz
240,Z Gyro 20.2 Hz,Y Accel 93.9 Hz,Y Gyro 20.2 Hz
241,Y Gyro 20.2 Hz,Z Gyro 30.3 Hz,X Gyro 20.2 Hz
242,X Gyro 20.2 Hz,Y Gyro 30.3 Hz,Z Accel 20.2 Hz
243,Z Accel 20.2 Hz,X Gyro 30.3 Hz,Y Accel 20.2 Hz
244,X Gyro 22.2 Hz,Z Gyro 35.4 Hz,Z Accel 22.2 Hz
245,X Accel 20.2 Hz,X Gyro 29.3 Hz,Z Gyro 19.2 Hz
246,Z Gyro 22.2 Hz,Y Accel 91.9 Hz,Y Gyro 22.2 Hz
247,X Gyro 24.2 Hz,Z Gyro 29.3 Hz,Z Accel 24.2 Hz
248,Y Accel 24.2 Hz,Y Gyro 29.3 Hz,X Accel 24.2 Hz
249,X Gyro 25.3 Hz,Y Gyro 93.9 Hz,Z Accel 25.3 Hz
250,Z Accel 25.3 Hz,Y Accel 99.0 Hz,Y Accel 25.3 Hz
251,Y Accel 25.3 Hz,Z Gyro 6.1 Hz,X Accel 25.3 Hz
252,X Accel 25.3 Hz,X Gyro 6.1 Hz,Z Gyro 24.2 Hz
253,Z Gyro 24.2 Hz,X Gyro 7.1 Hz,X Gyro 24.2 Hz
254,Y Gyro 19.2 Hz,Z Accel 7.1 Hz,X Gyro 19.2 Hz
255,Z Accel 24.2 Hz,Y Accel 7.1 Hz,Y Accel 24.2 Hz
256,Y Accel 23.2 Hz,X Accel 7.1 Hz,X Accel 23.2 Hz
257,X Accel 24.2 Hz,Z Gyro 7.1 Hz,Z Gyro 23.2 Hz
258,Z Gyro 23.2 Hz,Y Gyro 6.1 Hz,Y Gyro 23.2 Hz
259,Y Gyro 23.2 Hz,X Accel 8.1 Hz,X Gyro 23.2 Hz
260,X Gyro 23.2 Hz,Z Accel 6.1 Hz,Z Accel 23.2 Hz
261,Z Accel 23.2 Hz,Y Accel 6.1 Hz,Y Accel 23.2 Hz
262,Y Accel 20.2 Hz,X Accel 6.1 Hz,X Accel 20.2 Hz
263,Y Gyro 25.3 Hz,Z Gyro 5.1 Hz,X Gyro 25.3 Hz
264,Z Gyro 19.2 Hz,Y Gyro 7.1 Hz,Y Gyro 19.2 Hz
265,X Gyro 15.2 Hz,X Gyro 5.1 Hz,Z Accel 15.2 Hz
266,Y Accel 15.2 Hz,Z Accel 9.1 Hz,X Accel 15.2 Hz
267,Z Accel 16.2 Hz,X Accel 9.1 Hz,Y Accel 16.2 Hz
268,Y Accel 16.2 Hz,X Accel 10.1 Hz,X Accel 16.2 Hz
269,X Accel 16.2 Hz,Z Gyro 9.1 Hz,Z Gyro 15.2 Hz
270,Z Gyro 15.2 Hz,Y Gyro 9.1 Hz,Y Gyro 15.2 Hz
271,Y Gyro 15.2 Hz,X Gyro 9.1 Hz,X Gyro 15.2 Hz
272,Y Gyro 16.2 Hz,Y Accel 5.1 Hz,X Gyro 16.2 Hz
273,Z Accel 15.2 Hz,Y Accel 9.1 Hz,Y Accel 15.2 Hz
274,X Accel 17.2 Hz,Y Accel 8.1 Hz,Z Gyro 16.2 Hz
275,X Accel 15.2 Hz,Z Gyro 8.1 Hz,Z Gyro 14.1 Hz
276,Z Gyro 14.1 Hz,Y Gyro 8.1 Hz,Y Gyro 14.1 Hz
277,Y Gyro 14.1 Hz,X Gyro 8.1 Hz,X Gyro 14.1 Hz
278,X Gyro 14.1 Hz,Z Accel 8.1 Hz,Z Accel 14.1 Hz
279,Z Accel 14.1 Hz,Y Gyro 5.1 Hz,Y Accel 14.1 Hz
280,X Gyro 16.2 Hz,Z Accel 10.1 Hz,Z Accel 16.2 Hz
281,Y Accel 14.1 Hz,Z Accel 5.1 Hz,X Accel 14.1 Hz
282,Z Gyro 16.2 Hz,Y Gyro 1.0 Hz,Y Gyro 16.2 Hz
283,X Gyro 18.2 Hz,Z Accel 1.0 Hz,Z Accel 18.2 Hz
284,Y Accel 18.2 Hz,Z Accel 2.0 Hz,X Accel 18.2 Hz
285,Z Accel 19.2 Hz,Y Accel 2.0 Hz,Y Accel 19.2 Hz
286,Y Accel 19.2 Hz,X Accel 2.0 Hz,X Accel 19.2 Hz
287,X Accel 19.2 Hz,Z Gyro 1.0 Hz,Z Gyro 18.2 Hz
288,Z Gyro 18.2 Hz,Y Gyro 2.0 Hz,Y Gyro 18.2 Hz
289,Y Gyro 18.2 Hz,X Gyro 1.0 Hz,X Gyro 18.2 Hz
290,X Gyro 19.2 Hz,Z Gyro 2.0 Hz,Z Accel 19.2 Hz
291,Z Accel 18.2 Hz,Y Accel 1.0 Hz,Y Accel 18.2 Hz
292,Y Accel 17.2 Hz,Y Gyro 0.0 Hz,X Accel 17.2 Hz
293,X Accel 18.2 Hz,X Gyro 0.0 Hz,Z Gyro 17.2 Hz
294,Z Gyro 17.2 Hz,X Gyro 100.0 Hz,Y Gyro 17.2 Hz
295,Y Gyro 17.2 Hz,X Gyro 2.0 Hz,X Gyro 17.2 Hz
296,X Gyro 17.2 Hz,Y Gyro 10.1 Hz,Z Accel 17.2 Hz
297,Z Accel 17.2 Hz,Y Accel 4.0 Hz,Y Accel 17.2 Hz
298,X Gyro 49.5 Hz,Z Gyro 3.0 Hz,X Gyro 49.5 Hz
299,Z Gyro 100.0 Hz,Z Gyro 4.0 Hz,Z Gyro 100.0 Hz
300,Z Gyro 49.5 Hz,Y Gyro 4.0 Hz,Z Gyro 49.5 Hz
301,Z Accel 83.8 Hz,X Gyro 4.0 Hz,Z Accel 83.8 Hz
302,Y Gyro 83.8 Hz,Z Accel 4.0 Hz,Y Gyro 83.8 Hz
303,Y Accel 83.8 Hz,X Accel 5.1 Hz,Y Accel 83.8 Hz
304,Z Gyro 82.8 Hz,X Accel 4.0 Hz,Z Gyro 82.8 Hz
305,X Gyro 83.8 Hz,X Accel 3.0 Hz,X Gyro 83.8 Hz
306,Y Gyro 82.8 Hz,Y Gyro 3.0 Hz,Y Gyro 82.8 Hz
307,Z Gyro 83.8 Hz,X Gyro 3.0 Hz,Z Gyro 83.8 Hz
308,X Accel 83.8 Hz,Z Accel 3.0 Hz,X Accel 83.8 Hz
309,Y Accel 84.8 Hz,Y Accel 3.0 Hz,Y Accel 84.8 Hz
310,Z Gyro 81.8 Hz,Y Accel 10.1 Hz,Z Gyro 81.8 Hz
311,Y Accel 82.8 Hz,Z Gyro 21.2 Hz,Y Accel 82.8 Hz
312,Y Gyro 81.8 Hz,X Gyro 10.1 Hz,Y Gyro 81.8 Hz
313,X Gyro 84.8 Hz,Z Accel 99.0 Hz,X Gyro 84.8 Hz
314,X Accel 82.8 Hz,Z Gyro 17.2 Hz,X Accel 82.8 Hz
315,X Gyro 82.8 Hz,Z Gyro 42.4 Hz,X Gyro 82.8 Hz
316,Z Accel 82.8 Hz,Z Gyro 18.2 Hz,Z Accel 82.8 Hz
317,X Accel 84.8 Hz,Y Gyro 18.2 Hz,X Accel 84.8 Hz
318,Z Accel 81.8 Hz,X Gyro 18.2 Hz,Z Accel 81.8 Hz
319,Z Accel 84.8 Hz,Y Gyro 98.0 Hz,Z Accel 84.8 Hz
320,X Gyro 86.9 Hz,X Gyro 99.0 Hz,X Gyro 86.9 Hz
321,Z Gyro 86.9 Hz,X Gyro 19.2 Hz,Z Gyro 86.9 Hz
322,Z Accel 86.9 Hz,Y Gyro 17.2 Hz,Z Accel 86.9 Hz
323,X Accel 86.9 Hz,X Gyro 17.2 Hz,X Accel 86.9 Hz
324,Y Gyro 86.9 Hz,Y Gyro 99.0 Hz,Y Gyro 86.9 Hz
325,Z Gyro 85.9 Hz,Y Accel 17.2 Hz,Z Gyro 85.9 Hz
326,X Accel 87.9 Hz,Z Gyro 98.0 Hz,X Accel 87.9 Hz
327,Y Accel 86.9 Hz,Z Gyro 16.2 Hz,Y Accel 86.9 Hz
328,X Accel 81.8 Hz,Z Gyro 20.2 Hz,X Accel 81.8 Hz
329,X Accel 85.9 Hz,X Gyro 20.2 Hz,X Accel 85.9 Hz
330,Z Accel 85.9 Hz,X Gyro 21.2 Hz,Z Accel 85.9 Hz
331,Z Gyro 84.8 Hz,X Gyro 97.0 Hz,Z Gyro 84.8 Hz
332,Y Gyro 84.8 Hz,Y Gyro 97.0 Hz,Y Gyro 84.8 Hz
333,Y Accel 85.9 Hz,Z Gyro 97.0 Hz,Y Accel 85.9 Hz
334,Y Gyro 85.9 Hz,X Gyro 16.2 Hz,Y Gyro 85.9 Hz
335,X Gyro 85.9 Hz,Y Gyro 20.2 Hz,X Gyro 85.9 Hz
336,X Gyro 81.8 Hz,Y Gyro 19.2 Hz,X Gyro 81.8 Hz
337,Z Accel 87.9 Hz,Y Accel 98.0 Hz,Z Accel 87.9 Hz
338,Y Accel 81.8 Hz,Z Accel 98.0 Hz,Y Accel 81.8 Hz
339,X Accel 77.8 Hz,X Gyro 98.0 Hz,X Accel 77.8 Hz
340,Z Accel 77.8 Hz,Z Gyro 19.2 Hz,Z Accel 77.8 Hz
341,Z Gyro 76.8 Hz,Z Gyro 99.0 Hz,Z Gyro 76.8 Hz
342,X Gyro 76.8 Hz,Y Gyro 21.2 Hz,X Gyro 76.8 Hz
343,Y Accel 77.8 Hz,Y Gyro 16.2 Hz,Y Accel 77.8 Hz
344,Z Accel 76.8 Hz,X Accel 12.1 Hz,Z Accel 76.8 Hz
345,X Gyro 77.8 Hz,Y Gyro 11.1 Hz,X Gyro 77.8 Hz
346,Y Gyro 76.8 Hz,Z Gyro 12.1 Hz,Y Gyro 76.8 Hz
347,Z Gyro 77.8 Hz,Y Gyro 12.1 Hz,Z Gyro 77.8 Hz
348,X Gyro 75.8 Hz,X Gyro 12.1 Hz,X Gyro 75.8 Hz
349,Z Gyro 75.8 Hz,Y Accel 12.1 Hz,Z Gyro 75.8 Hz
350,Z Accel 75.8 Hz,Y Accel 13.1 Hz,Z Accel 75.8 Hz
351,Y Accel 78.8 Hz,Z Gyro 11.1 Hz,Y Accel 78.8 Hz
352,Y Gyro 75.8 Hz,Z Accel 13.1 Hz,Y Gyro 75.8 Hz
353,Y Accel 76.8 Hz,X Gyro 11.1 Hz,Y Accel 76.8 Hz
354,X Accel 76.8 Hz,Z Accel 11.1 Hz,X Accel 76.8 Hz
355,Y Gyro 77.8 Hz,Y Accel 11.1 Hz,Y Gyro 77.8 Hz
356,X Gyro 87.9 Hz,X Accel 11.1 Hz,X Gyro 87.9 Hz
357,X Accel 78.8 Hz,X Accel 13.1 Hz,X Accel 78.8 Hz
358,Y Accel 80.8 Hz,Z Gyro 10.1 Hz,Y Accel 80.8 Hz
359,X Gyro 80.8 Hz,Y Accel 15.2 Hz,X Gyro 80.8 Hz
360,X Accel 80.8 Hz,Y Gyro 14.1 Hz,X Accel 80.8 Hz
361,Y Gyro 79.8 Hz,Z Gyro 15.2 Hz,Y Gyro 79.8 Hz
362,Z Accel 80.8 Hz,Y Gyro 15.2 Hz,Z Accel 80.8 Hz
363,X Gyro 79.8 Hz,X Gyro 15.2 Hz,X Gyro 79.8 Hz
364,Y Gyro 80.8 Hz,Z Accel 100.0 Hz,Y Gyro 80.8 Hz
365,Z Gyro 79.8 Hz,Y Accel 100.0 Hz,Z Gyro 79.8 Hz
366,Z Gyro 80.8 Hz,Z Gyro 14.1 Hz,Z Gyro 80.8 Hz
367,Y Gyro 78.8 Hz,X Gyro 13.1 Hz,Y Gyro 78.8 Hz
368,X Accel 79.8 Hz,X Gyro 14.1 Hz,X Accel 79.8 Hz
369,X Gyro 78.8 Hz,Y Accel 14.1 Hz,X Gyro 78.8 Hz
370,Z Accel 78.8 Hz,Z Gyro 13.1 Hz,Z Accel 78.8 Hz
371,Z Gyro 78.8 Hz,Y Gyro 13.1 Hz,Z Gyro 78.8 Hz
372,Z Accel 79.8 Hz,Z Gyro 90.9 Hz,Z Accel 79.8 Hz
373,Y Accel 79.8 Hz,X Gyro 85.9 Hz,Y Accel 79.8 Hz
374,Y Accel 87.9 Hz,X Gyro 37.4 Hz,Y Accel 87.9 Hz
375,X Accel 75.8 Hz,Y Gyro 69.7 Hz,X Accel 75.8 Hz
376,Z Gyro 96.0 Hz,X Gyro 69.7 Hz,Z Gyro 96.0 Hz
377,Y Accel 97.0 Hz,Y Gyro 70.7 Hz,Y Accel 97.0 Hz
378,Y Gyro 96.0 Hz,X Gyro 70.7 Hz,Y Gyro 96.0 Hz
379,Z Accel 96.0 Hz,Z Accel 70.7 Hz,Z Accel 96.0 Hz
380,X Accel 97.0 Hz,Z Gyro 69.7 Hz,X Accel 97.0 Hz
381,Y Accel 96.0 Hz,Y Accel 71.7 Hz,Y Accel 96.0 Hz
382,Z Accel 97.0 Hz,Z Accel 71.7 Hz,Z Accel 97.0 Hz
383,X Gyro 96.0 Hz,Z Accel 69.7 Hz,X Gyro 96.0 Hz
384,Y Gyro 97.0 Hz,Y Accel 69.7 Hz,Y Gyro 97.0 Hz
385,Z Accel 94.9 Hz,Z Gyro 68.7 Hz,Z Accel 94.9 Hz
386,Y Gyro 94.9 Hz,Y Gyro 68.7 Hz,Y Gyro 94.9 Hz
387,Y Accel 94.9 Hz,Z Gyro 70.7 Hz,Y Accel 94.9 Hz
388,X Accel 98.0 Hz,Z Accel 68.7 Hz,X Accel 98.0 Hz
389,X Gyro 94.9 Hz,Y Gyro 72.7 Hz,X Gyro 94.9 Hz
390,X Accel 96.0 Hz,X Gyro 72.7 Hz,X Accel 96.0 Hz
391,Z Gyro 94.9 Hz,X Gyro 73.7 Hz,Z Gyro 94.9 Hz
392,X Gyro 97.0 Hz,Z Accel 73.7 Hz,X Gyro 97.0 Hz
393,Z Gyro 93.9 Hz,Y Accel 73.7 Hz,Z Gyro 93.9 Hz
394,Z Gyro 97.0 Hz,Z Gyro 72.7 Hz,Z Gyro 97.0 Hz
395,X Accel 100.0 Hz,Y Accel 68.7 Hz,X Accel 100.0 Hz
396,Z Accel 100.0 Hz,X Gyro 71.7 Hz,Z Accel 100.0 Hz
397,Z Gyro 99.0 Hz,Z Accel 72.7 Hz,Z Gyro 99.0 Hz
398,X Gyro 99.0 Hz,Y Accel 72.7 Hz,X Gyro 99.0 Hz
399,Y Accel 100.0 Hz,Z Gyro 71.7 Hz,Y Accel 100.0 Hz
400,Z Accel 99.0 Hz,Y Gyro 71.7 Hz,Z Accel 99.0 Hz
401,X Gyro 100.0 Hz,X Gyro 68.7 Hz,X Gyro 100.0 Hz
402,Y Gyro 99.0 Hz,Z Gyro 73.7 Hz,Y Gyro 99.0 Hz
403,X Gyro 93.9 Hz,Z Gyro 63.6 Hz,X Gyro 93.9 Hz
404,X Gyro 98.0 Hz,Y Gyro 63.6 Hz,X Gyro 98.0 Hz
405,Z Gyro 98.0 Hz,Z Gyro 64.6 Hz,Z Gyro 98.0 Hz
406,Z Accel 98.0 Hz,Y Gyro 64.6 Hz,Z Accel 98.0 Hz
407,Y Accel 98.0 Hz,X Gyro 64.6 Hz,Y Accel 98.0 Hz
408,Y Gyro 98.0 Hz,Y Accel 64.6 Hz,Y Gyro 98.0 Hz
409,Y Accel 99.0 Hz,Y Accel 65.7 Hz,Y Accel 99.0 Hz
410,X Accel 99.0 Hz,X Gyro 65.7 Hz,X Accel 99.0 Hz
411,X Accel 94.9 Hz,X Gyro 63.6 Hz,X Accel 94.9 Hz
412,Z Gyro 74.7 Hz,Y Accel 63.6 Hz,Z Gyro 74.7 Hz
413,Y Gyro 93.9 Hz,Z Gyro 62.6 Hz,Y Gyro 93.9 Hz
414,X Gyro 89.9 Hz,Y Gyro 62.6 Hz,X Gyro 89.9 Hz
415,Z Gyro 89.9 Hz,X Accel 65.7 Hz,Z Gyro 89.9 Hz
416,Z Accel 89.9 Hz,Z Accel 74.7 Hz,Z Accel 89.9 Hz
417,X Accel 89.9 Hz,X Accel 67.7 Hz,X Accel 89.9 Hz
418,Y Gyro 89.9 Hz,Z Gyro 66.7 Hz,Y Gyro 89.9 Hz
419,Z Gyro 88.9 Hz,Y Gyro 67.7 Hz,Z Gyro 88.9 Hz
420,X Accel 90.9 Hz,X Gyro 67.7 Hz,X Accel 90.9 Hz
421,Y Accel 89.9 Hz,Z Accel 67.7 Hz,Y Accel 89.9 Hz
422,Z Accel 90.9 Hz,Y Accel 67.7 Hz,Z Accel 90.9 Hz
423,X Accel 88.9 Hz,Z Gyro 67.7 Hz,X Accel 88.9 Hz
424,Z Accel 88.9 Hz,Y Gyro 65.7 Hz,Z Accel 88.9 Hz
425,Z Gyro 87.9 Hz,Y Gyro 66.7 Hz,Z Gyro 87.9 Hz
426,Y Gyro 90.9 Hz,X Gyro 66.7 Hz,Y Gyro 90.9 Hz
427,Y Accel 88.9 Hz,Y Accel 66.7 Hz,Y Accel 88.9 Hz
428,Y Gyro 88.9 Hz,Z Gyro 65.7 Hz,Y Gyro 88.9 Hz
429,X Gyro 88.9 Hz,Y Gyro 73.7 Hz,X Gyro 88.9 Hz
430,Y Accel 90.9 Hz,Z Accel 62.6 Hz,Y Accel 90.9 Hz
431,Y Gyro 87.9 Hz,Y Accel 74.7 Hz,Y Gyro 87.9 Hz
432,X Gyro 90.9 Hz,X Gyro 81.8 Hz,X Gyro 90.9 Hz
433,Y Gyro 92.9 Hz,Z Accel 81.8 Hz,Y Gyro 92.9 Hz
434,X Accel 93.9 Hz,Z Accel 82.8 Hz,X Accel 93.9 Hz
435,X Gyro 92.9 Hz,Z Accel 86.9 Hz,X Gyro 92.9 Hz
436,Y Accel 92.9 Hz,Z Gyro 81.8 Hz,Y Accel 92.9 Hz
437,Z Gyro 92.9 Hz,Y Gyro 81.8 Hz,Z Gyro 92.9 Hz
438,X Accel 92.9 Hz,Y Gyro 82.8 Hz,X Accel 92.9 Hz
439,Y Accel 93.9 Hz,Z Gyro 82.8 Hz,Y Accel 93.9 Hz
440,Z Accel 92.9 Hz,X Gyro 86.9 Hz,Z Accel 92.9 Hz
441,Z Accel 93.9 Hz,Z Gyro 80.8 Hz,Z Accel 93.9 Hz
