ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,MagX,MagY,MagZ
-0.1876501888036728,0.05454760789871216,9.769105911254883,-0.0026234547626275127,-0.004209754442439926,3.010106944941304e-05,0.0,2019-06-20 16:50:11:862,0.0,0.0,0.0
-0.15651844441890717,0.04257386177778244,9.879264831542969,0.004036073947251752,-0.008871424435325683,-0.00023628007642628753,0.004099369049072266,2019-06-20 16:50:11:866,0.0,0.0,0.0
-0.1876501888036728,0.04257386177778244,9.795448303222656,0.005501170148992487,0.000851487306848247,0.002693912538365572,0.009978771209716797,2019-06-20 16:50:11:872,0.0,0.0,0.0
-0.1469394415616989,0.06652135401964188,9.740368843078613,0.0015054529750797934,-0.0035438016234668654,-0.003566044480129856,0.01409769058227539,2019-06-20 16:50:11:876,0.0,0.0,0.0
-0.1876501888036728,0.04975811019539833,9.824185371398926,-0.00035921498306336,-0.0007467995237056817,0.0008292445152038374,0.020005226135253906,2019-06-20 16:50:11:882,0.0,0.0,0.0
-0.14454469084739685,0.07370560616254807,9.783474922180176,-0.002090692377411901,-0.004875707001338663,0.0008292445152038374,0.02409505844116211,2019-06-20 16:50:11:886,0.0,0.0,0.0
-0.19483444094657898,0.04257386177778244,9.845738410949707,0.003103740000689466,-0.004209754442439926,-0.0031664725286716937,0.02998065948486328,2019-06-20 16:50:11:892,0.0,0.0,0.0
-0.18525543808937073,0.016231613233685493,9.788264274597168,0.0020382153602954054,-0.0012795617788841308,0.0013620067703822866,0.03498220443725586,2019-06-20 16:50:11:897,0.0,0.0,0.0
-0.1876501888036728,0.06891610473394394,9.83376407623291,-0.0030230264540113496,-0.003676992187261477,-0.0005026612202701574,0.03909158706665039,2019-06-20 16:50:11:901,0.0,0.0,0.0
-0.18525543808937073,0.052152857184410095,9.800237655639648,-0.0010251678020364214,-0.0052752789527968245,-0.0011686140717525096,0.04498624801635742,2019-06-20 16:50:11:907,0.0,0.0,0.0
-0.16609744727611542,0.04736335948109627,9.809816360473633,-0.0007587866744471969,-0.006607184590742948,-0.0007690423803686727,0.04909944534301758,2019-06-20 16:50:11:911,0.0,0.0,0.0
-0.1732816994190216,0.071310855448246,9.879264831542969,0.0012390718474905686,-0.0020787052916889674,0.0037594370487224705,0.05498361587524414,2019-06-20 16:50:11:917,0.0,0.0,0.0
-0.20441344380378723,0.10483735054731369,9.864895820617676,-0.0014247395584388394,-0.0011463712150895187,0.0013620067703822866,0.05910062789916992,2019-06-20 16:50:11:921,0.0,0.0,0.0
-0.19483444094657898,0.04017911106348038,9.824185371398926,0.0015054529750797934,-0.0035438016234668654,0.0021611501531499603,0.06498575210571289,2019-06-20 16:50:11:927,0.0,0.0,0.0
-0.20441344380378723,0.05454760789871216,9.824185371398926,0.006300313531760161,-0.003144229932083028,0.001628387897971511,0.06909322738647461,2019-06-20 16:50:11:931,0.0,0.0,0.0
-0.11341295391321182,0.04975811019539833,9.836158752441406,0.0007063095923121196,-0.002211895725446417,-0.0015681857631363464,0.07497930526733398,2019-06-20 16:50:11:937,0.0,0.0,0.0
-0.20441344380378723,0.05454760789871216,9.817001342773438,0.0028373588731002413,-0.008072281052558009,0.0006960539514092252,0.07998228073120117,2019-06-20 16:50:11:942,0.0,0.0,0.0
-0.19243969023227692,0.09046885371208191,9.80502700805664,-0.0004924055468579722,-0.005674850904254987,0.0013620067703822866,0.08409547805786133,2019-06-20 16:50:11:946,0.0,0.0,0.0
-0.1732816994190216,0.07610035687685013,9.831369400024414,0.0016386436689115682,-0.0026114674168302536,-0.00010308950450435256,0.09000349044799805,2019-06-20 16:50:11:952,0.0,0.0,0.0
-0.17567645013332367,0.059337109327316284,9.836158752441406,0.0021714059240900176,-0.007805899924968783,-0.00023628007642628753,0.09410810470581055,2019-06-20 16:50:11:956,0.0,0.0,0.0
-0.18286068737506866,0.02820536121726036,9.79305362701416,-0.003156217017805962,-0.0026114674168302536,-0.0031664725286716937,0.09998178482055664,2019-06-20 16:50:11:962,0.0,0.0,0.0
-0.13736045360565186,0.071310855448246,9.87447452545166,-0.0004924055468579722,-0.0012795617788841308,-0.0034328539163352434,0.1040959358215332,2019-06-20 16:50:11:966,0.0,0.0,0.0
-0.16370269656181335,0.05694235861301422,9.828974723815918,-0.001957501813617289,-0.004609325873749438,0.0024275314107763475,0.10999822616577148,2019-06-20 16:50:11:972,0.0,0.0,0.0
-0.22117668390274048,0.052152857184410095,9.776289939880371,0.0025709774854366916,-0.006607184590742948,0.0033598653573386336,0.11409902572631836,2019-06-20 16:50:11:976,0.0,0.0,0.0
-0.1613079458475113,0.04975811019539833,9.785869598388672,0.0037696928196625274,-0.00647399428702266,0.00016329164746684,0.11999988555908203,2019-06-20 16:50:11:982,0.0,0.0,0.0
-0.15651844441890717,0.07849510759115219,9.82179069519043,0.003103740000689466,-0.007273137669790334,0.0017615784617661236,0.12498235702514648,2019-06-20 16:50:11:987,0.0,0.0,0.0
-0.19243969023227692,0.05454760789871216,9.826580047607422,-0.003822169836779023,-0.002744658240699191,0.0009624350789984497,0.1290907859802246,2019-06-20 16:50:11:991,0.0,0.0,0.0
-0.17088694870471954,0.025810612365603447,9.769105911254883,-0.0007587866744471969,-0.00793909022868907,0.0037594370487224705,0.13498163223266602,2019-06-20 16:50:11:997,0.0,0.0,0.0
-0.20201869308948517,0.06891610473394394,9.8505277633667,-0.0035557887091897987,-0.0040765638786453146,-0.0021009480183147955,0.13910818099975586,2019-06-20 16:50:12:001,0.0,0.0,0.0
