ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,MagX,MagY,MagZ
-0.1541236937046051,0.02102111279964447,9.766711235046387,-0.0036889792729844113,-0.0035438016234668654,-0.0010354235079578973,0.0,2019-06-20 16:34:59:577,0.0,0.0,0.0
-0.14454469084739685,-0.019689632579684258,9.79305362701416,0.0003067379009282828,-0.003011039368288416,-0.0017013763269309588,0.004105091094970703,2019-06-20 16:34:59:581,0.0,0.0,0.0
-0.12059719860553741,-0.019689632579684258,9.800237655639648,-0.0010251678020364214,-0.00793909022868907,-0.0013018046355471218,0.010003089904785156,2019-06-20 16:34:59:587,0.0,0.0,0.0
-0.15891319513320923,0.037784360349178314,9.867290496826172,-0.001158358430849615,-0.002744658240699191,-0.00036947065647554515,0.0149993896484375,2019-06-20 16:34:59:592,0.0,0.0,0.0
-0.12299194931983948,-0.007715883664786816,9.771500587463379,-0.0004924055468579722,-0.005408469776665762,0.0005628633876146128,0.01998758316040039,2019-06-20 16:34:59:597,0.0,0.0,0.0
-0.15891319513320923,-0.04363713040947914,9.769105911254883,0.0019050247965007928,-0.007406327973510622,-0.0019677574545201833,0.024123191833496094,2019-06-20 16:34:59:601,0.0,0.0,0.0
-0.1613079458475113,0.03299486264586449,9.848133087158203,0.0005731190285175073,-0.0044761355700291515,-0.005031140421796266,0.030000686645507812,2019-06-20 16:34:59:607,0.0,0.0,0.0
-0.16849219799041748,-0.01490013301372528,9.754737854003906,-0.00022602440301410239,-0.004342945006234539,0.0005628633876146128,0.03410816192626953,2019-06-20 16:34:59:611,0.0,0.0,0.0
-0.13257095217704773,0.006652614567428827,9.8505277633667,0.001372262411285181,-0.0050088978252076,-0.0014349951993417342,0.04001760482788086,2019-06-20 16:34:59:617,0.0,0.0,0.0
-0.1732816994190216,0.023415861651301384,9.852922439575195,0.0005731190285175073,-0.0044761355700291515,-0.004764759294207041,0.04500246047973633,2019-06-20 16:34:59:622,0.0,0.0,0.0
-0.1349657028913498,0.023415861651301384,9.781079292297363,-0.003822169836779023,0.00018553447162054023,-0.0010354235079578973,0.04910850524902344,2019-06-20 16:34:59:626,0.0,0.0,0.0
-0.14454469084739685,0.006652614567428827,9.781079292297363,-0.0004924055468579722,-0.003144229932083028,0.0009624350789984497,0.05501604080200195,2019-06-20 16:34:59:632,0.0,0.0,0.0
-0.12299194931983948,-0.03405813127756119,9.773895263671875,-0.0008919772382418092,-0.0035438016234668654,-0.004498378166617817,0.059113502502441406,2019-06-20 16:34:59:636,0.0,0.0,0.0
-0.13017620146274567,0.03299486264586449,9.807421684265137,-0.0036889792729844113,-0.0050088978252076,-0.0032996633525406317,0.06499862670898438,2019-06-20 16:34:59:642,0.0,0.0,0.0
-0.13257095217704773,0.0018631152343004942,9.809816360473633,0.0008395001561067318,-0.0067403754146118855,-0.0025005197096986324,0.07002067565917969,2019-06-20 16:34:59:647,0.0,0.0,0.0
-0.13736045360565186,-0.010110633447766304,9.766711235046387,0.004169264511046364,-0.007406327973510622,-0.0006358518165740604,0.07412147521972656,2019-06-20 16:34:59:651,0.0,0.0,0.0
-0.1277814507484436,0.006652614567428827,9.845738410949707,-0.0016911206860280642,-0.0050088978252076,0.001095625642793062,0.07999420166015625,2019-06-20 16:34:59:657,0.0,0.0,0.0
-0.11101820319890976,0.059337109327316284,9.869685173034668,-0.0014247395584388394,-0.008072281052558009,-0.0005026612202701574,0.08411121368408203,2019-06-20 16:34:59:661,0.0,0.0,0.0
-0.08707070350646973,-0.002926384098827839,9.852922439575195,0.0003067379009282828,-0.007805899924968783,-0.0019677574545201833,0.08911418914794922,2019-06-20 16:34:59:666,0.0,0.0,0.0
