ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,MagX,MagY,MagZ
0.2386152595281601,-0.42200759053230286,9.757132530212402,0.004968407893814039,0.002316583703644726,0.0005628633876146128,0.0,2019-06-20 16:02:58:590,0.0,0.0,0.0
0.2529837489128113,-0.37650734186172485,9.79305362701416,0.0027041680492313038,0.0064454911812777075,0.005890486329510593,0.0041217803955078125,2019-06-20 16:02:58:595,0.0,0.0,0.0
0.20029926300048828,-0.39087584614753723,9.75234317779541,0.0005731190285175073,0.007377825387914319,0.0033598653573386336,0.01001119613647461,2019-06-20 16:02:58:600,0.0,0.0,0.0
0.23622050881385803,-0.42919182777404785,9.783474922180176,0.0039028833834571395,0.0015174401908398898,0.0022943408469817354,0.01412057876586914,2019-06-20 16:02:58:605,0.0,0.0,0.0
0.1739570051431656,-0.388481080532074,9.697263717651367,0.004036073947251752,0.0009846778706428594,0.001628387897971511,0.01914215087890625,2019-06-20 16:02:58:610,0.0,0.0,0.0
0.2529837489128113,-0.3525598347187042,9.730790138244629,4.035674489342885e-05,-0.0003472278323218449,-0.002234138582109408,0.025012493133544922,2019-06-20 16:02:58:615,0.0,0.0,0.0
0.20748351514339447,-0.4148233234882355,9.838553428649902,0.0028373588731002413,0.007910587643092768,-0.00010308950450435256,0.02911663055419922,2019-06-20 16:02:58:620,0.0,0.0,0.0
0.2960892617702484,-0.42200759053230286,9.694869041442871,0.0035033116920733026,0.009375683584759178,0.0029602936659547966,0.035015106201171875,2019-06-20 16:02:58:625,0.0,0.0,0.0
0.15000951290130615,-0.3932705819606781,9.740368843078613,0.0053679798452722005,0.005912728926099258,0.0002964822275160976,0.03912353515625,2019-06-20 16:02:58:630,0.0,0.0,0.0
0.22903625667095184,-0.3932705819606781,9.687684059143066,0.0037696928196625274,-0.002744658240699191,0.003226674793544021,0.04500865936279297,2019-06-20 16:02:58:635,0.0,0.0,0.0
0.1931150108575821,-0.3741125762462616,9.668526649475098,0.0005731190285175073,-0.0023450862892410293,0.0029602936659547966,0.0491175651550293,2019-06-20 16:02:58:640,0.0,0.0,0.0
0.2912997603416443,-0.35016509890556335,9.781079292297363,0.0009726907199013442,0.0011178684994560528,0.0033598653573386336,0.05414772033691406,2019-06-20 16:02:58:645,0.0,0.0,0.0
0.2386152595281601,-0.43637606501579285,9.864895820617676,0.00683307578693861,0.009375683584759178,0.0033598653573386336,0.06002235412597656,2019-06-20 16:02:58:650,0.0,0.0,0.0
