ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,MagX,MagY,MagZ
-0.25569939613342285,0.015745479613542557,9.740972518920898,0.003285811533905992,0.0049813273459928245,0.005615447847784009,0.0,2019-06-21 13:05:48:970,0.0,0.0,0.0
-0.21738339960575104,-0.03693901374936104,9.731393814086914,-0.0037732888673571103,0.0011188008659119059,-0.00011174689115100237,0.004114627838134766,2019-06-21 13:05:48:974,0.0,0.0,0.0
-0.1742779016494751,0.0013769810320809484,9.810420036315918,-0.0031073360483840485,0.005514089601171274,0.006015019279093521,0.010005950927734375,2019-06-21 13:05:48:980,0.0,0.0,0.0
-0.20540966093540192,-0.027360014617443085,9.738577842712402,-0.004972004201582946,0.010974903496973354,2.1443682802763245e-05,0.01412200927734375,2019-06-21 13:05:48:984,0.0,0.0,0.0
-0.2006201595067978,-0.03214951604604721,9.681103706359863,-0.005105194505303233,0.009509807035158293,-0.0009108902983006441,0.01999950408935547,2019-06-21 13:05:48:990,0.0,0.0,0.0
-0.2197781503200531,0.0325087271630764,9.779288291931152,0.004084954916673665,0.00671280493539711,0.0005542059684586724,0.02411365509033203,2019-06-21 13:05:48:994,0.0,0.0,0.0
-0.28204163908958435,-0.029754765331745148,9.671525001525879,0.003285811533905992,0.002450706633895191,0.004017160822174336,0.030173301696777344,2019-06-21 13:05:49:000,0.0,0.0,0.0
-0.2509098947048187,0.06124572455883026,9.77449893951416,0.003019430146242442,0.00298346888907364,0.004017160822174336,0.034145355224609375,2019-06-21 13:05:49:004,0.0,0.0,0.0
-0.2509098947048187,0.0325087271630764,9.887052536010742,0.0020870961996801557,0.005514089601171274,0.00548225702391507,0.039997100830078125,2019-06-21 13:05:49:010,0.0,0.0,0.0
-0.2006201595067978,-0.041728515177965164,9.697867393493652,-0.007236243526017029,0.004581755914683313,0.002152492799012601,0.044115543365478516,2019-06-21 13:05:49:014,0.0,0.0,0.0
-0.23654140532016754,-0.005807267967611551,9.839157104492188,-0.0021750019717846,0.008843854476259556,-0.0038410829618564396,0.050006866455078125,2019-06-21 13:05:49:020,0.0,0.0,0.0
-0.22456765174865723,-0.022570515051484108,9.666735649108887,-0.00044352460994534954,0.009776187642598867,-0.0006445091707114195,0.05411958694458008,2019-06-21 13:05:49:024,0.0,0.0,0.0
-0.2580941617488861,-0.07286025583744049,9.61405086517334,-0.0013758585890169264,0.005913661552629436,0.00308482687561205,0.059999942779541016,2019-06-21 13:05:49:030,0.0,0.0,0.0
-0.22456765174865723,0.05166672542691231,9.798446655273438,0.0010215716893232575,0.0009856102370987122,0.0009537776598425092,0.06501102447509766,2019-06-21 13:05:49:035,0.0,0.0,0.0
-0.22456765174865723,-0.020175766199827194,9.73378849029541,-0.0059043378880709076,0.0021843255063059668,0.005082685592605559,0.06912612915039062,2019-06-21 13:05:49:039,0.0,0.0,0.0
-0.22456765174865723,-0.01778101734817028,9.757735252380371,-0.004972004201582946,0.007511948318164784,-0.0006445091707114195,0.07500934600830078,2019-06-21 13:05:49:045,0.0,0.0,0.0
-0.1742779016494751,0.056456223130226135,9.8319730758667,0.008879815473354034,0.010974903496973354,-0.0011772714258898686,0.08000946044921875,2019-06-21 13:05:49:050,0.0,0.0,0.0
