ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,MagX,MagY,MagZ
-0.11646386235952377,0.08915413916110992,9.836307525634766,-0.001369199125845777,-0.0022128280919022697,-0.002076707400722757,0.0,2019-06-20 11:25:25:824,0.0,0.0,0.0
-0.08533211797475815,0.09873313456773758,9.900965690612793,-0.0019019613810242262,-0.008073213158939536,-0.002476279222143757,0.004993915557861328,2019-06-20 11:25:25:829,0.0,0.0,0.0
-0.14280611276626587,0.10112788528203964,9.826728820800781,-0.005098535042132083,-0.005143020755458065,-0.0068715678273659625,0.010042190551757812,2019-06-20 11:25:25:834,0.0,0.0,0.0
-0.1404113620519638,0.13465438783168793,9.848280906677246,-0.0012360085620511645,-0.006474926393404189,-0.003941375423884492,0.015001296997070312,2019-06-20 11:25:25:839,0.0,0.0,0.0
-0.11885861307382584,0.10831213742494583,9.848280906677246,0.0031592804332825283,-0.005542592706916228,0.0011198663904222626,0.01911306381225586,2019-06-20 11:25:25:843,0.0,0.0,0.0
-0.11406911164522171,0.13225963711738586,9.783622741699219,-0.0008364368056487465,-0.006474926393404189,-0.002609469785938369,0.02411365509033203,2019-06-20 11:25:25:848,0.0,0.0,0.0
-0.11406911164522171,0.1370491236448288,9.824334144592285,-0.0012360085620511645,-0.004210686808895779,-0.0007448016977580532,0.03000020980834961,2019-06-20 11:25:25:854,0.0,0.0,0.0
-0.1212533637881279,0.1490228772163391,9.814754486083984,-0.0025679143300344504,-0.006741307520993413,-0.00021203939381566809,0.03499317169189453,2019-06-20 11:25:25:859,0.0,0.0,0.0
-0.13083235919475555,0.13944387435913086,9.841096878051758,-0.0031006765852128995,-0.00367792455371733,-0.0056728530132887775,0.039112091064453125,2019-06-20 11:25:25:863,0.0,0.0,0.0
-0.13562186062335968,0.09873313456773758,9.884202003479004,0.003692042688460978,-0.006741307520993413,-0.001943516836928145,0.04499530792236328,2019-06-20 11:25:25:869,0.0,0.0,0.0
-0.12604285776615143,0.10591738671064377,9.83391284942627,-0.00017048393791174905,-0.0035447339899227176,0.0035172966687624465,0.04911041259765625,2019-06-20 11:25:25:873,0.0,0.0,0.0
-0.1284376084804535,0.1562071293592453,9.829123497009277,9.58972140594435e-05,-0.0063417360896839015,-0.003941375423884492,0.055001258850097656,2019-06-20 11:25:25:879,0.0,0.0,0.0
-0.11885861307382584,0.1562071293592453,9.783622741699219,-0.0012360085620511645,-0.006608117217273125,-0.0012775640179550837,0.05911827087402344,2019-06-20 11:25:25:883,0.0,0.0,0.0
-0.15956935286521912,0.14183862507343292,9.819543838500977,-0.00017048393791174905,-0.009271928493165372,0.0005871040702252323,0.06412124633789062,2019-06-20 11:25:25:888,0.0,0.0,0.0
-0.11646386235952377,0.10112788528203964,9.797991752624512,0.0003622783660306361,-0.0063417360896839015,0.000320722910126717,0.07000875473022461,2019-06-20 11:25:25:894,0.0,0.0,0.0
-0.11885861307382584,0.14183862507343292,9.788412094116211,-0.00017048393791174905,-0.007673641727630024,-0.0006116111339634409,0.07500648498535156,2019-06-20 11:25:25:899,0.0,0.0,0.0
-0.1284376084804535,0.10831213742494583,9.83391284942627,-0.0031006765852128995,-0.004610258500279616,0.00045391347392132933,0.0800008773803711,2019-06-20 11:25:25:904,0.0,0.0,0.0
-0.07335836440324783,0.1298648864030838,9.79320240020752,0.0019605652290938555,-0.0011473035815453717,-0.0022098980945545322,0.08410930633544922,2019-06-20 11:25:25:908,0.0,0.0,0.0
-0.14520086348056793,0.15141762793064117,9.802781105041504,-0.0020351519448188384,-0.00367792455371733,-0.0015439451455443083,0.08999824523925781,2019-06-20 11:25:25:914,0.0,0.0,0.0
-0.11646386235952377,0.15141762793064117,9.850675582885742,-0.0032338671490075113,-0.005808973834505452,0.004716012002988282,0.09499549865722656,2019-06-20 11:25:25:919,0.0,0.0,0.0
-0.11406911164522171,0.16099663078784943,9.8961763381958,-0.0023015332024452257,-0.004343877372690392,-0.004873709630521104,0.09911346435546875,2019-06-20 11:25:25:923,0.0,0.0,0.0
-0.10209536552429199,0.16099663078784943,9.831518173217773,-0.0009696273694433586,-0.00540940188304729,-0.004740518806652166,0.10501480102539062,2019-06-20 11:25:25:929,0.0,0.0,0.0
-0.13801661133766174,0.1107068806886673,9.848280906677246,-0.0023015332024452257,-0.00980469074834382,0.0013862475180114872,0.11000204086303711,2019-06-20 11:25:25:934,0.0,0.0,0.0
-0.09970061480998993,0.08915413916110992,9.888992309570312,-0.00017048393791174905,-0.004610258500279616,-0.0042077565514737165,0.11411190032958984,2019-06-20 11:25:25:938,0.0,0.0,0.0
-0.10209536552429199,0.1298648864030838,9.781228065490723,-0.003500248276596736,-0.0020796375281076575,-0.001011182825347278,0.11999988555908203,2019-06-20 11:25:25:944,0.0,0.0,0.0
-0.10209536552429199,0.1562071293592453,9.814754486083984,-0.0008364368056487465,-0.00887235654170721,0.0007202946340198446,0.12499618530273438,2019-06-20 11:25:25:949,0.0,0.0,0.0
-0.1284376084804535,0.16578613221645355,9.81714916229248,-0.001369199125845777,-0.007940022855219248,-0.0035418037325006552,0.12911224365234375,2019-06-20 11:25:25:953,0.0,0.0,0.0
-0.12604285776615143,0.1035226359963417,9.809965133666992,-0.0007032462418541342,-0.00687449834486235,-0.0034086131687060426,0.13501358032226562,2019-06-20 11:25:25:959,0.0,0.0,0.0
-0.1284376084804535,0.09633838385343552,9.77643871307373,0.0022269464867202427,-0.007407260600040799,-0.00034522997386492567,0.14000225067138672,2019-06-20 11:25:25:964,0.0,0.0,0.0
-0.10927961021661758,0.10591738671064377,9.826728820800781,0.0003622783660306361,-0.0075404509037610866,0.0005871040702252323,0.14499616622924805,2019-06-20 11:25:25:969,0.0,0.0,0.0
-0.10688485950231552,0.1490228772163391,9.807570457458496,-0.003766629404185961,-0.009005546845427497,0.001253056954216875,0.14911842346191406,2019-06-20 11:25:25:973,0.0,0.0,0.0
-0.11885861307382584,0.1562071293592453,9.829123497009277,-0.003500248276596736,-0.008073213158939536,-0.001943516836928145,0.1549997329711914,2019-06-20 11:25:25:979,0.0,0.0,0.0
-0.13801661133766174,0.13225963711738586,9.790806770324707,-0.0009696273694433586,-0.0075404509037610866,0.005381964561887018,0.15911102294921875,2019-06-20 11:25:25:983,0.0,0.0,0.0
-0.08054261654615402,0.06281188875436783,9.757280349731445,-0.0011028179982565524,-0.0075404509037610866,0.0024517721584055483,0.16499614715576172,2019-06-20 11:25:25:989,0.0,0.0,0.0
-0.1212533637881279,0.12028588354587555,9.83391284942627,-0.002967486021418287,-0.004610258500279616,5.4341754091863145e-05,0.1700000762939453,2019-06-20 11:25:25:994,0.0,0.0,0.0
-0.10927961021661758,0.15141762793064117,9.807570457458496,0.0031592804332825283,-0.005276211059178353,-0.003275422604911431,0.17410755157470703,2019-06-20 11:25:25:998,0.0,0.0,0.0
-0.11885861307382584,0.16578613221645355,9.797991752624512,-0.001369199125845777,-0.008339594286528761,-0.0012775640179550837,0.18000030517578125,2019-06-20 11:25:26:004,0.0,0.0,0.0
-0.13801661133766174,0.15141762793064117,9.826728820800781,-0.004166201095569797,-0.009538309100605945,0.002318581594610936,0.18411636352539062,2019-06-20 11:25:26:008,0.0,0.0,0.0
-0.12364811450242996,0.10591738671064377,9.869833946228027,-0.0012360085620511645,-0.007806832031350311,-0.0016771357093389207,0.18999862670898438,2019-06-20 11:25:26:014,0.0,0.0,0.0
-0.09251636266708374,0.11310163140296936,9.81714916229248,0.0024933276143094675,-0.006075354962094676,0.0015194380818060996,0.1950054168701172,2019-06-20 11:25:26:019,0.0,0.0,0.0
-0.09730586409568787,0.12028588354587555,9.848280906677246,0.001294612410120794,-0.005542592706916228,0.0021853910308163235,0.20000934600830078,2019-06-20 11:25:26:024,0.0,0.0,0.0
-0.13801661133766174,0.1825493723154068,9.829123497009277,0.0018273746652992433,-0.008206403982808473,0.003250915541173222,0.20499324798583984,2019-06-20 11:25:26:029,0.0,0.0,0.0
-0.14999036490917206,0.1490228772163391,9.848280906677246,-0.0020351519448188384,-0.005942164138225739,0.004716012002988282,0.20911312103271484,2019-06-20 11:25:26:033,0.0,0.0,0.0
-0.14999036490917206,0.08196988701820374,9.824334144592285,-0.00043686508175561897,-0.0028787809108753314,5.4341754091863145e-05,0.21411991119384766,2019-06-20 11:25:26:038,0.0,0.0,0.0
-0.13801661133766174,0.08196988701820374,9.819543838500977,-0.0005700556780595219,-0.006474926393404189,0.002718153285994773,0.21999883651733398,2019-06-20 11:25:26:044,0.0,0.0,0.0
-0.13083235919475555,0.15860188007354736,9.807570457458496,-0.004033010531775186,-0.005542592706916228,-0.0016771357093389207,0.22499465942382812,2019-06-20 11:25:26:049,0.0,0.0,0.0
-0.18351686000823975,0.14662812650203705,9.850675582885742,0.0008950406537183759,-0.007407260600040799,-0.004607328502931879,0.22913360595703125,2019-06-20 11:25:26:053,0.0,0.0,0.0
-0.14999036490917206,0.14183862507343292,9.831518173217773,-0.0025679143300344504,-0.007140879472451575,-0.0015439451455443083,0.23499679565429688,2019-06-20 11:25:26:059,0.0,0.0,0.0
-0.12364811450242996,0.10112788528203964,9.843491554260254,9.58972140594435e-05,-0.007407260600040799,-0.0022098980945545322,0.23999881744384766,2019-06-20 11:25:26:064,0.0,0.0,0.0
-0.12604285776615143,0.10591738671064377,9.788412094116211,9.58972140594435e-05,-0.004743448803999903,-0.00047842053765953795,0.24413013458251953,2019-06-20 11:25:26:068,0.0,0.0,0.0
-0.1284376084804535,0.12747013568878174,9.809965133666992,0.0018273746652992433,-0.0038111151175119424,0.005914726817065468,0.2500004768371582,2019-06-20 11:25:26:074,0.0,0.0,0.0
-0.1667536050081253,0.15381237864494324,9.821938514709473,-0.0012360085620511645,-0.007940022855219248,0.006980251327422366,0.25499725341796875,2019-06-20 11:25:26:079,0.0,0.0,0.0
-0.10688485950231552,0.13944387435913086,9.778833389282227,-0.00043686508175561897,-0.007140879472451575,0.0007202946340198446,0.2599973678588867,2019-06-20 11:25:26:084,0.0,0.0,0.0
-0.15238510072231293,0.11789113283157349,9.81714916229248,-0.0011028179982565524,-0.006741307520993413,0.0009866757616090692,0.26410865783691406,2019-06-20 11:25:26:088,0.0,0.0,0.0
-0.10209536552429199,0.04365389049053192,9.829123497009277,-0.0015023896896403893,-0.008739166237986921,-0.0008779922615526655,0.26999664306640625,2019-06-20 11:25:26:094,0.0,0.0,0.0
-0.08293736726045609,0.10591738671064377,9.87462329864502,-3.7293361926152775e-05,-0.00687449834486235,0.0037836777963516713,0.27499961853027344,2019-06-20 11:25:26:099,0.0,0.0,0.0
-0.11885861307382584,0.1035226359963417,9.857860565185547,-0.0005700556780595219,-0.004477067676410679,-0.002076707400722757,0.2800021171569824,2019-06-20 11:25:26:104,0.0,0.0,0.0
-0.10449011623859406,0.1298648864030838,9.850675582885742,0.0004954689298252484,-0.0032783528623334932,-0.0030090414773222057,0.28411054611206055,2019-06-20 11:25:26:108,0.0,0.0,0.0
-0.09730586409568787,0.09154888242483139,9.867439270019531,-0.003766629404185961,-0.003944305681306555,0.002984534413583997,0.29000282287597656,2019-06-20 11:25:26:114,0.0,0.0,0.0
-0.11406911164522171,0.11549638211727142,9.841096878051758,-0.0012360085620511645,-0.005276211059178353,0.005515155385755957,0.2949995994567871,2019-06-20 11:25:26:119,0.0,0.0,0.0
-0.12604285776615143,0.13465438783168793,9.795597076416016,-0.0017687708172296136,-0.0063417360896839015,5.4341754091863145e-05,0.29999732971191406,2019-06-20 11:25:26:124,0.0,0.0,0.0
-0.14280611276626587,0.10112788528203964,9.83391284942627,0.0011614218463261818,-0.0028787809108753314,0.002984534413583997,0.3049960136413574,2019-06-20 11:25:26:129,0.0,0.0,0.0
-0.14999036490917206,0.1298648864030838,9.79320240020752,-0.003899819967980573,-0.009671500444623534,-0.0023430886583491444,0.3091106414794922,2019-06-20 11:25:26:133,0.0,0.0,0.0
-0.11885861307382584,0.1298648864030838,9.809965133666992,0.0019605652290938555,-0.008472785110397698,-0.0036749942962952674,0.31499528884887695,2019-06-20 11:25:26:139,0.0,0.0,0.0
-0.11646386235952377,0.09873313456773758,9.838702201843262,0.0019605652290938555,-0.010071072396081696,0.004716012002988282,0.3191356658935547,2019-06-20 11:25:26:143,0.0,0.0,0.0
-0.12364811450242996,0.12028588354587555,9.85546588897705,0.0010282312175129882,-0.009138738189445085,0.004716012002988282,0.3250117301940918,2019-06-20 11:25:26:149,0.0,0.0,0.0
-0.11167436093091965,0.1107068806886673,9.771649360656738,-0.001369199125845777,-0.0063417360896839015,0.001652628645600712,0.3299980163574219,2019-06-20 11:25:26:154,0.0,0.0,0.0
-0.14999036490917206,0.18015462160110474,9.819543838500977,-0.0025679143300344504,-0.007407260600040799,0.0031177249773786096,0.3350095748901367,2019-06-20 11:25:26:159,0.0,0.0,0.0
-0.12364811450242996,0.11549638211727142,9.838702201843262,-0.005098535042132083,-0.009005546845427497,0.0017858192093953241,0.3391251564025879,2019-06-20 11:25:26:163,0.0,0.0,0.0
-0.1212533637881279,0.14423337578773499,9.824334144592285,0.0010282312175129882,-0.013667216838313253,0.0008534851978144569,0.34499597549438477,2019-06-20 11:25:26:169,0.0,0.0,0.0
-0.11885861307382584,0.14423337578773499,9.829123497009277,0.0011614218463261818,-0.008073213158939536,0.002718153285994773,0.34911346435546875,2019-06-20 11:25:26:173,0.0,0.0,0.0
-0.09970061480998993,0.16818088293075562,9.829123497009277,-0.0011028179982565524,-0.007274069776171861,-0.0016771357093389207,0.3549938201904297,2019-06-20 11:25:26:179,0.0,0.0,0.0
-0.07814786583185196,0.11549638211727142,9.910544395446777,-0.007495965190435105,-0.005542592706916228,0.0009866757616090692,0.3600006103515625,2019-06-20 11:25:26:184,0.0,0.0,0.0
-0.08533211797475815,0.12268063426017761,9.872228622436523,-0.003500248276596736,-0.00687449834486235,-0.002076707400722757,0.36410999298095703,2019-06-20 11:25:26:188,0.0,0.0,0.0
-0.11885861307382584,0.12747013568878174,9.85546588897705,-0.001369199125845777,-0.006208545265814964,0.0020522003369845485,0.3700122833251953,2019-06-20 11:25:26:194,0.0,0.0,0.0
