Vector,Naive Bayes,k Nearest,Decision Tree,Random Forest,AdaBoost,Support Vector Machine
Middle TimeFeats,0.5217768578793802,0.692794842907617,0.5802070616265131,0.6995211043893321,0.507809905982109,0.7153116940215305
Middle FreqFeats,0.4951538038853016,0.6115042017707846,0.5444635930477518,0.6552274928811498,0.5235434993190665,0.6482731162383224
Middle FFTs,0.48238457031649845,0.7014590109225569,0.6006154560044817,0.7232361450097534,0.5243414474524378,0.6988372625790726
Middle PSDLogs,0.6322542327223075,0.6999774809392236,0.5996457715995325,0.7226649472459319,0.5616226136863248,0.721753363967488
Middle AllFeats,0.5706290844230815,0.7118915913567101,0.5906963296530536,0.7138873065611056,0.5337467135331757,0.73207217927642
Middle Combined,0.6025533787852251,0.7296767263719649,0.6223924601115295,0.7476346537475064,0.5475449836923655,0.7413637939645668
