YYYY-MO-DD HH-MI-SS_SSS,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s)
1559244478.095149,-0.4251135587692261,-1.5379780530929563,-9.875919342041016,0.03316445324567604,-0.003063383227350408,-0.001997858586956347
1559244478.1051414,-0.4513846039772033,-1.509318709373474,-9.825765609741211,0.029834688370587763,0.0013319057679832855,-0.0027970020997611835
1559244478.115153,-0.42033699154853826,-1.528424859046936,-9.883084297180176,0.0314329740958258,-0.006259956758421103,-0.009323339985771513
1559244478.1251514,-0.4394432306289673,-1.5499193668365479,-9.83531856536865,0.03316445324567604,-0.005727194503242653,-0.007458672092646939
1559244478.1351373,-0.44183149933815,-1.5332014560699463,-9.875919342041016,0.03516231092237225,-0.005993575630831878,-0.008790577730593063
1559244478.145134,-0.4012307822704315,-1.5475311279296875,-9.902190208435059,0.03502911957835465,-0.0014650963317778978,-0.010788436447586574
1559244478.1551316,-0.4083956182003021,-1.5332014560699463,-9.847260475158691,0.030500640929486487,-0.004928051120474981,-0.007059100141188775
1559244478.1651495,-0.41078388690948486,-1.5355896949768066,-9.859201431274414,0.027836828613296942,-0.0014650963317778978,-0.003063383227350408
1559244478.1751494,-0.4298900961875916,-1.483047604560852,-9.914132118225096,0.031832546047283965,-0.005460813375653428,-0.005594004199522367
1559244478.1851375,-0.3630183041095734,-1.4997655153274534,-9.849648475646974,0.031965737391301555,-0.0031965737911450205,-0.005460813375653428
1559244478.1951308,-0.36063003540039057,-1.530813217163086,-9.897414207458496,0.03289807055764086,-0.003995717173912694,-0.007725053220236161
1559244478.205137,-0.40600731968879694,-1.5188717842102053,-9.863978385925295,0.0346295476268965,-0.0038625266101180804,-0.006925909837468489
1559244478.2151322,-0.3964542150497437,-1.5379780530929563,-9.854424476623535,0.03316445324567604,-0.003596145482528857,-0.004128907737707305
1559244478.2251387,-0.41078388690948486,-1.540366291999817,-9.84248352050781,0.03263168995020028,-0.009856102240949962,-0.004794860816754693
1559244478.2351522,-0.3677948713302612,-1.5427545309066772,-9.875919342041016,0.03409678641201535,-0.0025306209721719587,-0.0023974304083773466
1559244478.2451491,-0.3773479759693146,-1.5117069482803345,-9.878307342529295,0.03529550226638984,-0.005594004199522367,-0.001731477459367122
1559244478.2553346,-0.4251135587692261,-1.5236483812332153,-9.868754386901855,0.034229977756032925,-0.0038625266101180804,-0.0013319057679832855
1559244478.265149,-0.3988424837589264,-1.5475311279296875,-9.866366386413574,0.03556188079323581,-0.0023974304083773466,-0.0003995717238931276
1559244478.2751324,-0.39167764782905573,-1.5451428890228271,-9.859201431274414,0.03436316701945592,-0.004528479689165468,-0.004528479689165468
1559244478.2851324,-0.38212454319000244,-1.5355896949768066,-9.9117431640625,0.03289807055764086,-0.003995717173912694,-0.0022642398445827335
1559244478.2951539,-0.4537729024887085,-1.5499193668365479,-9.837706565856932,0.03263168995020028,-0.0018646680231617348,-0.008524196603003837
1559244478.3051555,-0.43705493211746216,-1.5714138746261597,-9.866366386413574,0.028902353123653836,-0.004128907737707305,-0.004528479689165468
1559244478.3151555,-0.3988424837589264,-1.569025635719299,-9.859201431274414,0.0314329740958258,-0.004528479689165468,-0.009056959378330938
1559244478.325134,-0.40600731968879694,-1.5021538734436033,-9.91890811920166,0.03396359506799776,-0.007991434347825389,-0.005460813375653428
1559244478.3351355,-0.42750182747840887,-1.528424859046936,-9.81382369995117,0.03502911957835465,-0.011188008399044734,-0.009190149682051223
1559244478.3451335,-0.4251135587692261,-1.4663296937942503,-9.84248352050781,0.031566165439843384,-0.007991434347825389,-0.007991434347825389
1559244478.3551507,-0.3964542150497437,-1.4926006793975832,-9.895025253295898,0.039557600307817416,-0.0033297643549396326,-0.005460813375653428
1559244478.365146,-0.4083956182003021,-1.5021538734436033,-9.82815361022949,0.030767021536927067,-0.006792719013599553,-0.0025306209721719587
1559244478.3751378,-0.42750182747840887,-1.528424859046936,-9.902190208435059,0.03103340422496225,-0.004528479689165468,-0.004794860816754693
1559244478.3852012,-0.4609377384185791,-1.528424859046936,-9.823377609252928,0.030633832273504073,-0.004395288865296531,-0.006259956758421103
1559244478.3951623,-0.42272526025772095,-1.5379780530929563,-9.878307342529295,0.03622783751332374,-0.005194432248064204,-0.0046616699928857565
1559244478.4051597,-0.44183149933815,-1.554695963859558,-9.85203647613525,0.031965737391301555,-0.0038625266101180804,-0.0003995717238931276
1559244478.4151542,-0.42750182747840887,-1.5164835453033445,-9.873531341552734,0.03103340422496225,-0.008124624651545675,-0.006393147582290041
1559244478.4251516,-0.3940659463405609,-1.509318709373474,-9.823377609252928,0.0303674495854689,-0.003596145482528857,-0.0014650963317778978
1559244478.435269,-0.38212454319000244,-1.530813217163086,-9.849648475646974,0.03263168995020028,-0.005860385327111591,-0.0002663811438438699
1559244478.4451525,-0.43466666340827936,-1.5475311279296875,-9.897414207458496,0.029701497026570163,-0.0005327622876877398,0.003596145482528857
1559244478.4551322,-0.4442197680473328,-1.528424859046936,-9.880696296691895,0.03223211799874212,-0.0027970020997611835,0.0011987152041886733
1559244478.4651608,-0.44183149933815,-1.5475311279296875,-9.81382369995117,0.03516231092237225,-0.004528479689165468,-0.006259956758421103
1559244478.4751523,-0.42272526025772095,-1.5117069482803345,-9.887861251831055,0.03236530934275971,-0.006259956758421103,0.0006659528839916427
1559244478.48516,-0.4298900961875916,-1.5140951871871948,-9.847260475158691,0.03409678641201535,-0.004794860816754693,-0.0013319057679832855
1559244478.4951408,-0.42033699154853826,-1.4758827686309814,-9.832930564880371,0.03436316701945592,-0.003063383227350408,0.003063383227350408
1559244478.505152,-0.4442197680473328,-1.4663296937942503,-9.91652011871338,0.0314329740958258,-0.003063383227350408,0.0014650963317778978
1559244478.5151358,-0.4322783946990967,-1.483047604560852,-9.871142387390137,0.02797001995731453,-0.0029301926635557957,0.0009323340115808674
1559244478.5251372,-0.3940659463405609,-1.4854358434677122,-9.837706565856932,0.032764881294217875,-0.002663811535966571,-0.0007991434477862552
1559244478.5351586,-0.4394432306289673,-1.4806593656539917,-9.844871520996094,0.028502783252790275,-0.007192290965057714,0.0029301926635557957
1559244478.5451493,-0.3988424837589264,-1.4376703500747678,-9.837706565856932,0.026771304102940048,-0.0034629549187342444,0.004928051120474981
1559244478.5551386,-0.3940659463405609,-1.4687179327011108,-9.859201431274414,0.031832546047283965,0.0013319057679832855,0.0027970020997611835
1559244478.5651338,-0.44183149933815,-1.4782710075378416,-9.809047698974608,0.029301925075112006,-0.006259956758421103,-0.0003995717238931276
1559244478.5751321,-0.4083956182003021,-1.442446827888489,-9.84248352050781,0.0324984986061827,-0.003596145482528857,0.004128907737707305
1559244478.5851426,-0.41078388690948486,-1.4543882608413696,-9.818600654602049,0.03023426032204592,-0.003596145482528857,0.0014650963317778978
1559244478.5951478,-0.3845128118991852,-1.452000021934509,-9.871142387390137,0.0303674495854689,-0.005727194503242653,0.0034629549187342444
1559244478.6051676,-0.4442197680473328,-1.4567764997482302,-9.811435699462889,0.030767021536927067,-0.0022642398445827335,0.005860385327111591
1559244478.6151419,-0.4083956182003021,-1.4782710075378416,-9.880696296691895,0.03209892873531914,-0.005327623071933142,0.0031965737911450205
1559244478.6251347,-0.4466080665588378,-1.4878242015838623,-9.868754386901855,0.03103340422496225,-0.004928051120474981,-0.001731477459367122
1559244478.6351335,-0.4131721556186676,-1.4687179327011108,-9.868754386901855,0.03103340422496225,0.0,0.0003995717238931276
1559244478.6451328,-0.4513846039772033,-1.452000021934509,-9.79232978820801,0.03396359506799776,0.0011987152041886733,0.0022642398445827335
1559244478.6551545,-0.4322783946990967,-1.4639413356781004,-9.79710578918457,0.03396359506799776,-0.004395288865296531,0.0046616699928857565
1559244478.6651514,-0.4394432306289673,-1.4854358434677122,-9.81382369995117,0.02836959190877269,-0.0037293360463234696,0.006393147582290041
1559244478.67514,-0.42272526025772095,-1.4257289171218872,-9.875919342041016,0.03263168995020028,-0.0010655245753754797,0.0014650963317778978
1559244478.6851346,-0.41556045413017273,-1.444835186004639,-9.85203647613525,0.03609464616930616,-0.0037293360463234696,0.0009323340115808674
1559244478.6951344,-0.40361905097961437,-1.449611663818359,-9.895025253295898,0.03116659348838523,-0.0025306209721719587,0.0
1559244478.7051628,-0.3940659463405609,-1.4090110063552856,-9.856813430786131,0.030500640929486487,-0.006526337886010328,-0.0015982868955725102
1559244478.715152,-0.4251135587692261,-1.4615530967712405,-9.818600654602049,0.0346295476268965,-0.0046616699928857565,-0.0023974304083773466
1559244478.7251399,-0.3964542150497437,-1.4902124404907227,-9.863978385925295,0.0376929298139496,-0.0015982868955725102,0.0007991434477862552
1559244478.7351327,-0.39167764782905573,-1.5188717842102053,-9.873531341552734,0.03436316701945592,-0.0025306209721719587,-0.0005327622876877398
1559244478.745134,-0.3964542150497437,-1.5188717842102053,-9.789941787719725,0.03343083385311661,-0.0050612419443439175,-0.003995717173912694
1559244478.755141,-0.40361905097961437,-1.4806593656539917,-9.880696296691895,0.034229977756032925,-0.010388864496128409,-0.0015982868955725102
1559244478.765154,-0.4131721556186676,-1.5140951871871948,-9.875919342041016,0.0376929298139496,-0.006259956758421103,-0.006259956758421103
1559244478.7751474,-0.4394432306289673,-1.5379780530929563,-9.820988655090332,0.03569507213725339,-0.007991434347825389,-0.008391005779134899
1559244478.7851417,-0.3988424837589264,-1.4973772764205933,-9.825765609741211,0.03436316701945592,-0.009856102240949962,-0.012253532909401631
1559244478.7951348,-0.3797362744808197,-1.528424859046936,-9.832930564880371,0.03489593031493167,-0.006925909837468489,-0.006659528709879265
1559244478.8051507,-0.4012307822704315,-1.5355896949768066,-9.861589431762695,0.03609464616930616,-0.008524196603003837,-0.005194432248064204
1559244478.8151376,-0.4083956182003021,-1.540366291999817,-9.83531856536865,0.03755974263112121,-0.008923768034313348,-0.0094565302894918
1559244478.8251479,-0.39167764782905573,-1.5379780530929563,-9.895025253295898,0.03409678641201535,-0.006393147582290041,-0.0094565302894918
1559244478.835136,-0.4895970821380615,-1.4973772764205933,-9.78755283355713,0.03582826348127098,-0.008790577730593063,-0.01331905741975853
1559244478.8451335,-0.3964542150497437,-1.5355896949768066,-9.818600654602049,0.044485650908143756,-0.01411820028237755,-0.010788436447586574
