1.559243547424543381e+09,1.559243547429663181e+09,4.156851163504422797e-02,-1.261139934207023139e-01,2.784854768722627050e+00
1.559243547424543381e+09,1.559243547434655190e+09,4.782694019673043584e-02,-1.195892487500081758e-01,2.800833735263102309e+00
1.559243547424543381e+09,1.559243547439647198e+09,4.662851770619477754e-02,-1.062734432996119832e-01,2.813883224604490696e+00
1.559243547424543381e+09,1.559243547444639206e+09,6.047695537460681670e-02,-9.815080197487031921e-02,2.827465346163894555e+00
1.559243547424543381e+09,1.559243547449631214e+09,8.151593214742200444e-02,-9.082710897715240428e-02,2.841446941886810684e+00
1.559243547424543381e+09,1.559243547454623222e+09,8.417909323750125128e-02,-9.588711504830296772e-02,2.846906422121473046e+00
1.559243547424543381e+09,1.559243547459615231e+09,6.713485809980491992e-02,-8.456868041546621029e-02,2.851700112083615846e+00
1.559243547440165520e+09,1.559243547464607239e+09,6.873275475385245969e-02,-8.869658010508901791e-02,2.852232744301631318e+00
1.559243547440165520e+09,1.559243547469599247e+09,8.497804156452501423e-02,-8.310394181592263563e-02,2.852765376519647678e+00
1.559243547440165520e+09,1.559243547474591255e+09,9.323384094377065723e-02,-9.056079286814448792e-02,2.854496431228199071e+00
1.559243547440165520e+09,1.559243547479583263e+09,1.030875369770638400e-01,-8.523447068798602200e-02,2.855029063446214987e+00
1.559243547440165520e+09,1.559243547484575272e+09,1.122754427378371972e-01,-8.097341294385923538e-02,2.856094327882246819e+00
1.559243547440165520e+09,1.559243547489567280e+09,1.081475430482143896e-01,-6.632603110961263204e-02,2.861021175898893265e+00
1.559243547440165520e+09,1.559243547494559288e+09,1.072154366666866476e-01,-7.271761356461359238e-02,2.860754859789885085e+00
1.559243547440165520e+09,1.559243547499551296e+09,1.164033424274600326e-01,-7.764446158126019071e-02,2.865015917534011969e+00
1.559243547440165520e+09,1.559243547504543304e+09,1.230612451526581219e-01,-8.789763177806525496e-02,2.867279604460579279e+00
1.559243547440165520e+09,1.559243547509663343e+09,1.188001874085313492e-01,-8.483499652447412664e-02,2.869276975278138408e+00
1.559243547440165520e+09,1.559243547514655352e+09,1.142728135553966184e-01,-9.109342508616033451e-02,2.869809607496154769e+00
1.559243547487024784e+09,1.559243547519647360e+09,1.258575642972413200e-01,-9.535448283028712113e-02,2.870209081659666150e+00
1.559243547487024784e+09,1.559243547524639368e+09,1.282544092783126366e-01,-1.030776499915169037e-01,2.868744343060122937e+00
1.559243547487024784e+09,1.559243547529631376e+09,1.278549351148007274e-01,-9.375658617623958135e-02,2.867279604460579279e+00
1.559243547487024784e+09,1.559243547534623384e+09,1.306512542593839532e-01,-9.841711808387824945e-02,2.867679078624091105e+00
1.559243547487024784e+09,1.559243547539615393e+09,1.338470475674790328e-01,-9.588711504830296772e-02,2.868344868896611111e+00
1.559243547487024784e+09,1.559243547544607401e+09,1.263901965152571527e-01,-9.801764392036636797e-02,2.871540662204706162e+00
1.559243547487024784e+09,1.559243547549599171e+09,1.245259837522016966e-01,-1.056076530270921854e-01,2.872605926640737550e+00
1.559243547487024784e+09,1.559243547554591179e+09,1.383744214206137357e-01,-1.005476469559416358e-01,2.877665932711888086e+00
1.559243547487024784e+09,1.559243547559583187e+09,1.414370566742048640e-01,-9.548764088479108625e-02,2.883524887110062718e+00
1.559243547487024784e+09,1.559243547564575195e+09,1.386407375296216660e-01,-1.048087047000684086e-01,2.887386470690677776e+00
1.559243547502646685e+09,1.559243547569567204e+09,1.399723180746612894e-01,-1.045423885910604922e-01,2.898438589214506589e+00
1.559243547502646685e+09,1.559243547574559212e+09,1.490270657809306953e-01,-1.084039721716753973e-01,2.905096491939704428e+00
1.559243547502646685e+09,1.559243547579551220e+09,1.490270657809306953e-01,-1.088034463351872788e-01,2.913618607427957752e+00
1.559243547502646685e+09,1.559243547584543228e+09,1.514239107620020119e-01,-1.054744949725882203e-01,2.919610719880636029e+00
1.559243547502646685e+09,1.559243547589663267e+09,1.600791843047595364e-01,-1.094692366077070905e-01,2.926534938714842493e+00
1.559243547533970118e+09,1.559243547594655275e+09,1.662044548119417653e-01,-1.074718657901476693e-01,2.935323370312103997e+00
1.559243547533970118e+09,1.559243547599647284e+09,1.674028773024774375e-01,-1.142629265698497099e-01,2.942913379418830022e+00
1.559243547533970118e+09,1.559243547604639292e+09,1.739276219731715756e-01,-1.092029204986991603e-01,2.951834969070595172e+00
1.559243547533970118e+09,1.559243547609631300e+09,1.823165794069211698e-01,-1.177250359869527196e-01,2.958226555686785275e+00
1.559243547549529314e+09,1.559243547614623308e+09,1.855123727150162494e-01,-1.134639782428259469e-01,2.964618142302975379e+00
1.559243547549529314e+09,1.559243547619615316e+09,1.919039593312064085e-01,-1.155945071148893333e-01,2.970610254755653656e+00
1.559243547549529314e+09,1.559243547624607325e+09,1.941676462577737738e-01,-1.194560906955042245e-01,2.975537102772300102e+00
1.559243547549529314e+09,1.559243547629599333e+09,1.958987009663253065e-01,-1.231845162216151646e-01,2.982860795770018392e+00
1.559243547549529314e+09,1.559243547634591341e+09,1.993608103834283163e-01,-1.323724219823885218e-01,2.989918172658728057e+00
1.559243547549529314e+09,1.559243547639583349e+09,1.998934426014441490e-01,-1.345029508544519081e-01,2.998706604255989561e+00
1.559243547549529314e+09,1.559243547644575357e+09,2.060187131086263779e-01,-1.325055800368925008e-01,3.007095561689739238e+00
1.559243547549529314e+09,1.559243547649567366e+09,2.117445094522967530e-01,-1.471529660323283029e-01,3.016283467450512568e+00
1.559243547596381664e+09,1.559243547654559374e+09,2.157392510874156233e-01,-1.463540177053045399e-01,3.026137163483805903e+00
1.559243547596381664e+09,1.559243547659551382e+09,2.170708316324552467e-01,-1.531450784850066082e-01,3.038387704498170194e+00
1.559243547596381664e+09,1.559243547664543390e+09,2.283892662652919903e-01,-1.536777107030224410e-01,3.045844555550392574e+00
1.559243547596381664e+09,1.559243547669663191e+09,2.362455914810257240e-01,-1.515471818309590546e-01,3.058095096564756421e+00
1.559243547596381664e+09,1.559243547674655199e+09,2.347808528814821494e-01,-1.595366651011967674e-01,3.068747740925073852e+00
1.559243547596381664e+09,1.559243547679647207e+09,2.417050717156881690e-01,-1.618003520277641050e-01,3.077669330576839002e+00
1.559243547596381664e+09,1.559243547684639215e+09,2.511592935854694564e-01,-1.590040328831809069e-01,3.088188816882652343e+00
1.559243547612162828e+09,1.559243547689631224e+09,2.530235063485249403e-01,-1.594035070466927884e-01,3.098575145133961151e+00
1.559243547612162828e+09,1.559243547694623232e+09,2.563524577111240266e-01,-1.637977228453235401e-01,3.108828315330766312e+00
