ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.52,-0.41,10.13,0.2,0.04,0.16,0.0,0.0,0.02,7,2019-04-29 17:27:25:938
0.52,-0.41,10.13,0.2,0.04,0.16,0.0,0.0,0.02,12,2019-04-29 17:27:25:943
0.52,-0.41,10.13,0.2,0.04,0.16,0.0,0.0,0.02,18,2019-04-29 17:27:25:949
0.52,-0.41,10.13,0.2,0.04,0.16,0.0,0.0,0.02,23,2019-04-29 17:27:25:954
0.52,-0.41,10.13,0.2,0.04,0.16,0.0,0.0,0.02,27,2019-04-29 17:27:25:958
0.4,-0.32,9.97,0.08,0.11,0.0,0.0,0.0,0.02,32,2019-04-29 17:27:25:963
0.4,-0.32,9.97,0.08,0.11,0.0,0.0,0.0,0.02,37,2019-04-29 17:27:25:968
0.14,-0.39,10.04,-0.16,0.02,0.08,0.0,0.0,0.02,43,2019-04-29 17:27:25:974
0.14,-0.39,10.04,-0.16,0.02,0.08,0.0,0.0,0.02,50,2019-04-29 17:27:25:981
0.14,-0.39,10.04,-0.16,0.02,0.08,0.0,0.0,0.02,52,2019-04-29 17:27:25:983
0.19,-0.37,10.03,-0.16,0.02,0.08,0.0,0.0,0.01,58,2019-04-29 17:27:25:989
0.19,-0.37,10.03,-0.1,0.02,0.07,0.0,0.0,0.01,64,2019-04-29 17:27:25:995
0.19,-0.37,10.03,-0.1,0.02,0.07,0.0,0.0,0.01,68,2019-04-29 17:27:25:999
0.19,-0.37,10.03,-0.1,0.02,0.07,0.0,0.0,0.01,73,2019-04-29 17:27:26:004
0.19,-0.37,10.03,-0.1,0.02,0.07,0.0,0.0,0.01,77,2019-04-29 17:27:26:008
0.28,-0.39,10.07,-0.01,0.0,0.12,0.0,0.0,0.02,83,2019-04-29 17:27:26:014
0.28,-0.39,10.07,-0.01,0.0,0.12,0.0,0.0,0.02,88,2019-04-29 17:27:26:019
0.28,-0.39,10.07,-0.01,0.0,0.12,0.0,0.0,0.02,93,2019-04-29 17:27:26:024
0.28,-0.39,10.07,-0.01,0.0,0.12,0.0,0.0,0.02,98,2019-04-29 17:27:26:029
0.16,-0.27,9.83,-0.14,0.09,-0.12,0.01,0.0,0.01,103,2019-04-29 17:27:26:034
0.16,-0.27,9.83,-0.14,0.09,-0.12,0.01,0.0,0.01,107,2019-04-29 17:27:26:038
0.16,-0.27,9.83,-0.14,0.09,-0.12,0.01,0.0,0.01,113,2019-04-29 17:27:26:044
0.16,-0.27,9.83,-0.14,0.09,-0.12,0.01,0.0,0.01,117,2019-04-29 17:27:26:048
0.36,-0.29,9.85,0.04,0.06,-0.08,0.0,0.0,0.01,122,2019-04-29 17:27:26:053
0.36,-0.29,9.85,0.04,0.06,-0.08,0.0,0.0,0.01,127,2019-04-29 17:27:26:058
0.36,-0.29,9.85,0.04,0.06,-0.08,0.0,0.0,0.01,132,2019-04-29 17:27:26:063
0.36,-0.29,9.85,0.04,0.06,-0.08,0.0,0.0,0.01,138,2019-04-29 17:27:26:069
0.36,-0.29,9.85,0.04,0.06,-0.08,0.0,0.0,0.01,143,2019-04-29 17:27:26:074
0.36,-0.29,9.85,0.04,0.06,-0.08,0.0,0.0,0.01,147,2019-04-29 17:27:26:078
0.34,-0.44,10.03,0.0,-0.09,0.08,0.0,0.0,0.01,152,2019-04-29 17:27:26:083
0.34,-0.44,10.03,0.0,-0.09,0.08,0.0,0.0,0.01,157,2019-04-29 17:27:26:088
0.34,-0.44,10.03,0.0,-0.09,0.08,0.0,0.0,0.01,162,2019-04-29 17:27:26:093
0.37,-0.38,9.96,0.0,-0.09,0.08,0.0,0.0,0.0,168,2019-04-29 17:27:26:099
0.37,-0.38,9.96,0.02,-0.03,0.01,0.0,0.0,0.0,172,2019-04-29 17:27:26:103
0.37,-0.38,9.96,0.02,-0.03,0.01,0.0,0.0,0.0,177,2019-04-29 17:27:26:108
0.37,-0.28,9.83,0.02,0.06,-0.1,0.0,0.0,0.0,183,2019-04-29 17:27:26:114
0.37,-0.28,9.83,0.02,0.06,-0.1,0.0,0.0,0.0,187,2019-04-29 17:27:26:118
0.37,-0.28,9.83,0.02,0.06,-0.1,0.0,0.0,0.0,192,2019-04-29 17:27:26:123
0.37,-0.28,9.83,0.02,0.06,-0.1,0.0,0.0,0.0,197,2019-04-29 17:27:26:128
0.35,-0.47,9.88,0.02,-0.12,-0.05,0.0,0.0,0.0,203,2019-04-29 17:27:26:134
0.35,-0.47,9.88,0.02,-0.12,-0.05,0.0,0.0,0.0,208,2019-04-29 17:27:26:139
0.35,-0.47,9.88,0.02,-0.12,-0.05,0.0,0.0,0.0,213,2019-04-29 17:27:26:144
0.29,-0.37,10.02,0.02,-0.12,-0.05,0.0,0.0,-0.01,217,2019-04-29 17:27:26:148
0.29,-0.37,10.02,-0.03,-0.01,0.08,0.0,0.0,-0.01,222,2019-04-29 17:27:26:153
0.29,-0.37,10.02,-0.03,-0.01,0.08,0.0,0.0,-0.01,228,2019-04-29 17:27:26:159
0.29,-0.37,10.02,-0.03,-0.01,0.08,0.0,0.0,-0.01,232,2019-04-29 17:27:26:163
0.29,-0.3,9.88,-0.03,-0.01,0.08,0.0,0.0,-0.01,238,2019-04-29 17:27:26:169
0.34,-0.3,9.88,0.01,0.04,-0.06,0.0,0.0,-0.01,242,2019-04-29 17:27:26:173
0.34,-0.3,9.88,0.01,0.04,-0.06,0.0,0.0,-0.01,247,2019-04-29 17:27:26:178
0.34,-0.3,9.88,0.01,0.04,-0.06,0.0,0.0,-0.01,253,2019-04-29 17:27:26:184
0.34,-0.3,9.88,0.01,0.04,-0.06,0.0,0.0,-0.01,257,2019-04-29 17:27:26:188
0.34,-0.3,9.88,0.01,0.04,-0.06,0.0,0.0,-0.01,262,2019-04-29 17:27:26:193
0.2,-0.31,9.89,0.01,0.04,-0.06,0.0,0.0,-0.01,268,2019-04-29 17:27:26:199
0.2,-0.31,9.89,-0.11,0.03,-0.04,0.0,0.0,-0.01,273,2019-04-29 17:27:26:204
0.2,-0.31,9.89,-0.11,0.03,-0.04,0.0,0.0,-0.01,277,2019-04-29 17:27:26:208
0.2,-0.31,9.89,-0.03,0.03,-0.09,0.0,0.0,0.0,282,2019-04-29 17:27:26:213
0.2,-0.31,9.89,-0.03,0.03,-0.09,0.0,0.0,0.0,288,2019-04-29 17:27:26:219
0.2,-0.31,9.89,-0.03,0.03,-0.09,0.0,0.0,0.0,293,2019-04-29 17:27:26:224
0.2,-0.31,9.89,-0.03,0.03,-0.09,0.0,0.0,0.0,298,2019-04-29 17:27:26:229
0.2,-0.31,9.89,-0.03,0.03,-0.09,0.0,0.0,0.0,303,2019-04-29 17:27:26:234
0.2,-0.31,9.89,-0.03,0.03,-0.09,0.0,0.0,0.0,307,2019-04-29 17:27:26:238
0.36,-0.39,9.99,0.02,-0.03,0.04,0.0,0.0,0.0,313,2019-04-29 17:27:26:244
0.36,-0.39,9.99,0.02,-0.03,0.04,0.0,0.0,0.0,317,2019-04-29 17:27:26:248
0.36,-0.39,9.99,0.02,-0.03,0.04,0.0,0.0,0.0,322,2019-04-29 17:27:26:253
0.36,-0.39,9.99,0.02,-0.03,0.04,0.0,0.0,0.0,327,2019-04-29 17:27:26:258
0.44,-0.32,9.87,0.1,0.03,-0.06,0.0,0.0,0.0,332,2019-04-29 17:27:26:263
0.44,-0.32,9.87,0.1,0.03,-0.06,0.0,0.0,0.0,338,2019-04-29 17:27:26:269
0.44,-0.32,9.87,0.05,0.07,-0.04,0.0,0.0,0.0,342,2019-04-29 17:27:26:273
0.44,-0.32,9.87,0.05,0.07,-0.04,0.0,0.0,0.0,347,2019-04-29 17:27:26:278
0.44,-0.32,9.87,0.05,0.07,-0.04,0.0,0.0,0.0,353,2019-04-29 17:27:26:284
0.44,-0.32,9.87,0.05,0.07,-0.04,0.0,0.0,0.0,357,2019-04-29 17:27:26:288
0.33,-0.44,9.98,0.0,-0.07,0.03,0.0,0.0,0.0,362,2019-04-29 17:27:26:293
0.33,-0.44,9.98,0.0,-0.07,0.03,0.0,0.0,0.0,367,2019-04-29 17:27:26:298
0.33,-0.44,9.98,0.0,-0.07,0.03,0.0,0.0,0.0,373,2019-04-29 17:27:26:304
0.33,-0.44,9.98,0.0,-0.07,0.03,0.0,0.0,0.0,377,2019-04-29 17:27:26:308
0.21,-0.41,9.93,-0.1,-0.03,0.0,0.0,0.0,0.0,383,2019-04-29 17:27:26:314
0.21,-0.41,9.93,-0.1,-0.03,0.0,0.0,0.0,0.0,387,2019-04-29 17:27:26:318
0.21,-0.41,9.93,-0.1,-0.03,0.0,0.0,0.0,0.0,392,2019-04-29 17:27:26:323
0.21,-0.41,9.93,-0.1,-0.03,0.0,0.0,0.0,0.0,397,2019-04-29 17:27:26:328
0.22,-0.38,9.9,-0.07,-0.01,-0.04,0.0,0.0,0.0,402,2019-04-29 17:27:26:333
0.22,-0.38,9.9,-0.07,-0.01,-0.04,0.0,0.0,0.0,407,2019-04-29 17:27:26:338
0.22,-0.38,9.9,-0.07,-0.01,-0.04,0.0,0.0,0.0,412,2019-04-29 17:27:26:343
0.22,-0.38,9.9,-0.07,-0.01,-0.04,0.0,0.0,0.0,417,2019-04-29 17:27:26:348
0.27,-0.37,9.97,-0.02,0.0,0.02,0.0,0.0,0.0,422,2019-04-29 17:27:26:353
0.27,-0.37,9.97,-0.02,0.0,0.02,0.0,0.0,0.0,427,2019-04-29 17:27:26:358
0.27,-0.37,9.97,-0.02,0.0,0.02,0.0,0.0,0.0,432,2019-04-29 17:27:26:363
0.31,-0.42,9.98,0.0,-0.04,0.03,0.0,0.0,0.0,439,2019-04-29 17:27:26:370
0.31,-0.42,9.98,0.0,-0.04,0.03,0.0,0.0,0.0,442,2019-04-29 17:27:26:373
0.31,-0.42,9.98,0.0,-0.04,0.03,0.0,0.0,0.0,448,2019-04-29 17:27:26:379
0.31,-0.42,9.98,0.0,-0.04,0.03,0.0,0.0,0.0,453,2019-04-29 17:27:26:384
0.31,-0.42,9.98,0.0,-0.04,0.03,0.0,0.0,0.0,458,2019-04-29 17:27:26:389
0.31,-0.42,9.98,0.0,-0.04,0.03,0.0,0.0,0.0,463,2019-04-29 17:27:26:394
0.31,-0.42,9.98,0.0,-0.04,0.03,0.0,0.0,0.0,468,2019-04-29 17:27:26:399
0.31,-0.37,9.94,0.0,0.0,0.0,0.0,0.0,0.0,473,2019-04-29 17:27:26:404
0.31,-0.37,9.94,0.0,0.0,0.0,0.0,0.0,0.0,478,2019-04-29 17:27:26:409
0.37,-0.41,9.89,0.0,0.0,0.0,0.0,0.0,0.0,482,2019-04-29 17:27:26:413
0.37,-0.41,9.89,0.0,0.0,0.0,0.0,0.0,0.0,488,2019-04-29 17:27:26:419
0.37,-0.41,9.89,0.0,0.0,0.0,0.0,0.0,0.0,492,2019-04-29 17:27:26:423
0.37,-0.41,9.89,0.0,0.0,0.0,0.0,0.0,0.0,499,2019-04-29 17:27:26:430
0.37,-0.41,9.89,0.0,0.0,0.0,0.0,0.0,0.0,503,2019-04-29 17:27:26:434
0.4,-0.42,9.98,0.06,-0.03,0.03,0.0,0.0,0.0,518,2019-04-29 17:27:26:449
0.4,-0.42,9.98,0.06,-0.03,0.03,0.0,0.0,0.0,520,2019-04-29 17:27:26:451
0.4,-0.42,9.98,0.06,-0.03,0.03,0.0,0.0,0.0,521,2019-04-29 17:27:26:452
0.4,-0.42,9.98,0.06,-0.03,0.03,0.0,0.0,0.0,523,2019-04-29 17:27:26:454
0.4,-0.42,9.98,0.06,-0.03,0.03,0.0,0.0,0.0,527,2019-04-29 17:27:26:458
0.38,-0.39,9.94,0.04,0.0,0.0,0.0,0.0,0.0,532,2019-04-29 17:27:26:463
0.38,-0.39,9.94,0.04,0.0,0.0,0.0,0.0,0.0,537,2019-04-29 17:27:26:468
0.38,-0.39,9.94,0.04,0.0,0.0,0.0,0.0,0.0,543,2019-04-29 17:27:26:474
0.38,-0.39,9.94,0.04,0.0,0.0,0.0,0.0,0.0,548,2019-04-29 17:27:26:479
0.38,-0.39,9.94,0.04,0.0,0.0,0.0,0.0,0.0,552,2019-04-29 17:27:26:483
0.38,-0.39,9.94,0.04,0.0,0.0,0.0,0.0,0.0,557,2019-04-29 17:27:26:488
0.38,-0.39,9.94,0.04,0.0,0.0,0.0,0.0,0.0,563,2019-04-29 17:27:26:494
0.28,-0.44,9.92,-0.03,-0.04,-0.01,0.0,0.0,0.0,568,2019-04-29 17:27:26:499
0.28,-0.44,9.92,-0.03,-0.04,-0.01,0.0,0.0,0.0,573,2019-04-29 17:27:26:504
0.28,-0.44,9.92,-0.03,-0.04,-0.01,0.0,0.0,0.0,577,2019-04-29 17:27:26:508
0.33,-0.37,9.93,0.01,0.02,0.0,0.0,0.0,0.0,583,2019-04-29 17:27:26:514
0.33,-0.37,9.93,0.01,0.02,0.0,0.0,0.0,0.0,587,2019-04-29 17:27:26:518
0.33,-0.37,9.93,0.01,0.02,0.0,0.0,0.0,0.0,592,2019-04-29 17:27:26:523
0.33,-0.37,9.93,0.01,0.02,0.0,0.0,0.0,0.0,597,2019-04-29 17:27:26:528
0.29,-0.39,9.91,-0.03,0.01,-0.03,0.0,0.0,0.0,602,2019-04-29 17:27:26:533
0.29,-0.39,9.91,-0.03,0.01,-0.03,0.0,0.0,0.0,608,2019-04-29 17:27:26:539
0.29,-0.39,9.91,-0.03,0.01,-0.03,0.0,0.0,0.0,613,2019-04-29 17:27:26:544
0.29,-0.39,9.91,-0.03,0.01,-0.03,0.0,0.0,0.0,618,2019-04-29 17:27:26:549
0.29,-0.41,9.93,-0.02,0.0,0.0,0.0,0.0,0.0,622,2019-04-29 17:27:26:553
0.29,-0.41,9.93,-0.02,0.0,0.0,0.0,0.0,0.0,628,2019-04-29 17:27:26:559
0.29,-0.41,9.93,-0.02,0.0,0.0,0.0,0.0,0.0,633,2019-04-29 17:27:26:564
0.29,-0.41,9.93,-0.02,0.0,0.0,0.0,0.0,0.0,637,2019-04-29 17:27:26:568
0.34,-0.46,9.99,0.01,-0.05,0.04,0.0,0.0,0.0,642,2019-04-29 17:27:26:573
0.34,-0.46,9.99,0.01,-0.05,0.04,0.0,0.0,0.0,648,2019-04-29 17:27:26:579
0.34,-0.46,9.99,0.01,-0.05,0.04,0.0,0.0,0.0,653,2019-04-29 17:27:26:584
0.34,-0.46,9.99,0.01,-0.05,0.04,0.0,0.0,0.0,657,2019-04-29 17:27:26:588
0.34,-0.42,9.91,0.0,-0.01,-0.03,0.0,0.0,0.0,662,2019-04-29 17:27:26:593
0.34,-0.42,9.91,0.0,-0.01,-0.03,0.0,0.0,0.0,667,2019-04-29 17:27:26:598
0.34,-0.42,9.91,0.0,-0.01,-0.03,0.0,0.0,0.0,673,2019-04-29 17:27:26:604
0.34,-0.42,9.91,0.0,-0.01,-0.03,0.0,0.0,0.0,677,2019-04-29 17:27:26:608
0.36,-0.38,9.9,0.02,0.01,-0.03,0.0,0.0,0.0,682,2019-04-29 17:27:26:613
0.36,-0.38,9.9,0.02,0.01,-0.03,0.0,0.0,0.0,687,2019-04-29 17:27:26:618
0.36,-0.38,9.9,0.02,0.01,-0.03,0.0,0.0,0.0,693,2019-04-29 17:27:26:624
0.36,-0.38,9.9,0.02,0.01,-0.03,0.0,0.0,0.0,698,2019-04-29 17:27:26:629
0.35,-0.42,9.95,0.02,-0.02,0.0,0.0,0.0,0.0,702,2019-04-29 17:27:26:633
0.35,-0.42,9.95,0.02,-0.02,0.0,0.0,0.0,0.0,707,2019-04-29 17:27:26:638
0.35,-0.42,9.95,0.02,-0.02,0.0,0.0,0.0,0.0,712,2019-04-29 17:27:26:643
0.35,-0.42,9.95,0.02,-0.02,0.0,0.0,0.0,0.0,718,2019-04-29 17:27:26:649
0.35,-0.42,9.95,0.02,-0.02,0.0,0.0,0.0,0.0,723,2019-04-29 17:27:26:654
0.31,-0.4,9.97,0.0,0.0,0.02,0.0,0.0,0.0,728,2019-04-29 17:27:26:659
0.31,-0.4,9.97,0.0,0.0,0.02,0.0,0.0,0.0,732,2019-04-29 17:27:26:663
0.31,-0.4,9.97,0.0,0.0,0.02,0.0,0.0,0.0,738,2019-04-29 17:27:26:669
0.36,-0.42,9.88,0.04,0.0,-0.05,0.0,0.0,0.0,742,2019-04-29 17:27:26:673
0.36,-0.42,9.88,0.04,0.0,-0.05,0.0,0.0,0.0,748,2019-04-29 17:27:26:679
0.36,-0.42,9.88,0.04,0.0,-0.05,0.0,0.0,0.0,753,2019-04-29 17:27:26:684
0.36,-0.42,9.88,0.04,0.0,-0.05,0.0,0.0,0.0,757,2019-04-29 17:27:26:688
0.36,-0.42,9.88,0.04,0.0,-0.05,0.0,0.0,0.0,763,2019-04-29 17:27:26:694
0.35,-0.39,9.93,0.04,0.0,-0.05,0.0,0.0,0.0,768,2019-04-29 17:27:26:699
0.35,-0.39,9.93,0.02,0.02,0.0,0.0,0.0,0.0,772,2019-04-29 17:27:26:703
0.35,-0.39,9.93,0.02,0.02,0.0,0.0,0.0,0.0,777,2019-04-29 17:27:26:708
0.34,-0.42,9.89,0.0,-0.01,-0.04,0.0,0.0,0.0,782,2019-04-29 17:27:26:713
0.34,-0.42,9.89,0.0,-0.01,-0.04,0.0,0.0,0.0,788,2019-04-29 17:27:26:719
0.34,-0.42,9.89,0.0,-0.01,-0.04,0.0,0.0,0.0,793,2019-04-29 17:27:26:724
0.34,-0.42,9.89,0.0,-0.01,-0.04,0.0,0.0,0.0,798,2019-04-29 17:27:26:729
0.33,-0.44,9.95,0.0,-0.03,0.0,0.0,0.0,0.0,802,2019-04-29 17:27:26:733
0.33,-0.44,9.95,0.0,-0.03,0.0,0.0,0.0,0.0,808,2019-04-29 17:27:26:739
0.33,-0.44,9.95,0.0,-0.03,0.0,0.0,0.0,0.0,812,2019-04-29 17:27:26:743
0.33,-0.44,9.95,0.0,-0.03,0.0,0.0,0.0,0.0,817,2019-04-29 17:27:26:748
0.32,-0.44,9.94,-0.02,-0.02,0.0,0.0,0.0,0.0,823,2019-04-29 17:27:26:754
0.32,-0.44,9.94,-0.02,-0.02,0.0,0.0,0.0,0.0,827,2019-04-29 17:27:26:758
0.32,-0.44,9.94,-0.02,-0.02,0.0,0.0,0.0,0.0,833,2019-04-29 17:27:26:764
0.32,-0.44,9.94,-0.02,-0.02,0.0,0.0,0.0,0.0,837,2019-04-29 17:27:26:768
0.31,-0.42,9.95,-0.02,0.0,0.01,0.0,0.0,0.0,843,2019-04-29 17:27:26:774
0.31,-0.42,9.95,-0.02,0.0,0.01,0.0,0.0,0.0,847,2019-04-29 17:27:26:778
0.31,-0.42,9.95,-0.02,0.0,0.01,0.0,0.0,0.0,853,2019-04-29 17:27:26:784
0.31,-0.42,9.95,-0.02,0.0,0.01,0.0,0.0,0.0,858,2019-04-29 17:27:26:789
0.31,-0.42,9.95,-0.02,0.0,0.01,0.0,0.0,0.0,863,2019-04-29 17:27:26:794
0.31,-0.45,9.94,-0.02,0.0,0.01,0.0,0.0,0.0,867,2019-04-29 17:27:26:798
0.28,-0.45,9.94,-0.04,-0.02,0.0,0.0,0.0,0.0,872,2019-04-29 17:27:26:803
0.28,-0.45,9.94,-0.04,-0.02,0.0,0.0,0.0,0.0,877,2019-04-29 17:27:26:808
0.28,-0.45,9.94,-0.04,-0.02,0.0,0.0,0.0,0.0,883,2019-04-29 17:27:26:814
0.3,-0.46,9.98,-0.02,-0.03,0.04,0.0,0.0,0.0,888,2019-04-29 17:27:26:819
0.3,-0.46,9.98,-0.02,-0.03,0.04,0.0,0.0,0.0,892,2019-04-29 17:27:26:823
0.3,-0.46,9.98,-0.02,-0.03,0.04,0.0,0.0,0.0,897,2019-04-29 17:27:26:828
0.31,-0.43,9.94,-0.01,0.0,0.0,0.0,0.0,0.0,902,2019-04-29 17:27:26:833
0.31,-0.43,9.94,-0.01,0.0,0.0,0.0,0.0,0.0,907,2019-04-29 17:27:26:838
0.31,-0.43,9.94,-0.01,0.0,0.0,0.0,0.0,0.0,912,2019-04-29 17:27:26:843
0.31,-0.43,9.94,-0.01,0.0,0.0,0.0,0.0,0.0,917,2019-04-29 17:27:26:848
0.31,-0.44,9.92,-0.01,0.0,-0.01,0.0,0.0,0.0,923,2019-04-29 17:27:26:854
0.31,-0.44,9.92,-0.01,0.0,-0.01,0.0,0.0,0.0,927,2019-04-29 17:27:26:858
0.31,-0.44,9.92,-0.01,0.0,-0.01,0.0,0.0,0.0,932,2019-04-29 17:27:26:863
0.31,-0.44,9.92,-0.01,0.0,-0.01,0.0,0.0,0.0,937,2019-04-29 17:27:26:868
0.34,-0.46,9.97,0.01,-0.02,0.02,0.0,0.0,0.0,943,2019-04-29 17:27:26:874
0.34,-0.46,9.97,0.01,-0.02,0.02,0.0,0.0,0.0,949,2019-04-29 17:27:26:880
0.34,-0.46,9.97,0.01,-0.02,0.02,0.0,0.0,0.0,952,2019-04-29 17:27:26:883
0.3,-0.43,10.0,0.01,-0.02,0.02,0.0,0.0,0.0,958,2019-04-29 17:27:26:889
0.3,-0.43,10.0,-0.02,0.0,0.04,0.0,0.0,0.0,963,2019-04-29 17:27:26:894
0.3,-0.43,10.0,-0.02,0.0,0.04,0.0,0.0,0.0,968,2019-04-29 17:27:26:899
0.3,-0.43,10.0,-0.02,0.0,0.04,0.0,0.0,0.0,972,2019-04-29 17:27:26:903
0.3,-0.43,10.0,-0.02,0.0,0.04,0.0,0.0,0.0,977,2019-04-29 17:27:26:908
0.31,-0.45,9.91,-0.01,-0.01,-0.04,0.0,0.0,0.0,982,2019-04-29 17:27:26:913
0.31,-0.45,9.91,-0.01,-0.01,-0.04,0.0,0.0,0.0,988,2019-04-29 17:27:26:919
0.31,-0.45,9.91,-0.01,-0.01,-0.04,0.0,0.0,0.0,992,2019-04-29 17:27:26:923
0.31,-0.45,9.91,-0.01,-0.01,-0.04,0.0,0.0,0.0,998,2019-04-29 17:27:26:929
0.34,-0.43,9.9,0.01,0.0,-0.04,0.0,0.0,0.0,1003,2019-04-29 17:27:26:934
0.34,-0.43,9.9,0.01,0.0,-0.04,0.0,0.0,0.0,1009,2019-04-29 17:27:26:940
0.34,-0.43,9.9,0.01,0.0,-0.04,0.0,0.0,0.0,1012,2019-04-29 17:27:26:943
0.34,-0.43,9.9,0.01,0.0,-0.04,0.0,0.0,0.0,1017,2019-04-29 17:27:26:948
0.29,-0.4,9.96,-0.02,0.03,0.0,0.0,0.0,0.0,1023,2019-04-29 17:27:26:954
0.29,-0.4,9.96,-0.02,0.03,0.0,0.0,0.0,0.0,1027,2019-04-29 17:27:26:958
0.29,-0.4,9.96,-0.02,0.03,0.0,0.0,0.0,0.0,1032,2019-04-29 17:27:26:963
0.29,-0.4,9.96,-0.02,0.03,0.0,0.0,0.0,0.0,1037,2019-04-29 17:27:26:968
0.33,-0.39,9.92,0.0,0.04,-0.02,0.0,0.0,0.0,1042,2019-04-29 17:27:26:973
0.33,-0.39,9.92,0.0,0.04,-0.02,0.0,0.0,0.0,1047,2019-04-29 17:27:26:978
0.33,-0.39,9.92,0.0,0.04,-0.02,0.0,0.0,0.0,1053,2019-04-29 17:27:26:984
0.33,-0.39,9.92,0.0,0.04,-0.02,0.0,0.0,0.0,1057,2019-04-29 17:27:26:988
0.34,-0.44,9.96,0.01,-0.01,0.0,0.0,0.0,0.0,1063,2019-04-29 17:27:26:994
0.34,-0.44,9.96,0.01,-0.01,0.0,0.0,0.0,0.0,1067,2019-04-29 17:27:26:998
0.34,-0.44,9.96,0.01,-0.01,0.0,0.0,0.0,0.0,1072,2019-04-29 17:27:27:003
0.34,-0.44,9.96,0.01,-0.01,0.0,0.0,0.0,0.0,1077,2019-04-29 17:27:27:008
0.35,-0.41,9.94,0.01,0.01,0.0,0.0,0.0,0.0,1083,2019-04-29 17:27:27:014
0.35,-0.41,9.94,0.01,0.01,0.0,0.0,0.0,0.0,1088,2019-04-29 17:27:27:019
0.35,-0.41,9.94,0.01,0.01,0.0,0.0,0.0,0.0,1093,2019-04-29 17:27:27:024
0.35,-0.41,9.94,0.01,0.01,0.0,0.0,0.0,0.0,1098,2019-04-29 17:27:27:029
0.35,-0.42,9.94,0.02,0.0,0.0,0.0,0.0,0.0,1103,2019-04-29 17:27:27:034
0.35,-0.42,9.94,0.02,0.0,0.0,0.0,0.0,0.0,1108,2019-04-29 17:27:27:039
0.35,-0.42,9.94,0.02,0.0,0.0,0.0,0.0,0.0,1113,2019-04-29 17:27:27:044
0.35,-0.42,9.94,0.02,0.0,0.0,0.0,0.0,0.0,1117,2019-04-29 17:27:27:048
0.35,-0.42,9.94,0.02,0.0,0.0,0.0,0.0,0.0,1122,2019-04-29 17:27:27:053
0.35,-0.42,9.94,0.02,0.0,0.0,0.0,0.0,0.0,1127,2019-04-29 17:27:27:058
0.3,-0.42,9.92,-0.02,0.0,-0.02,0.0,0.0,0.0,1132,2019-04-29 17:27:27:063
0.3,-0.42,9.92,-0.02,0.0,-0.02,0.0,0.0,0.0,1138,2019-04-29 17:27:27:069
0.3,-0.42,9.92,-0.02,0.0,-0.02,0.0,0.0,0.0,1142,2019-04-29 17:27:27:073
0.3,-0.42,9.92,-0.02,0.0,-0.02,0.0,0.0,0.0,1147,2019-04-29 17:27:27:078
0.3,-0.42,9.92,-0.02,0.0,-0.02,0.0,0.0,0.0,1154,2019-04-29 17:27:27:085
0.3,-0.42,9.92,-0.02,0.0,-0.02,0.0,0.0,0.0,1157,2019-04-29 17:27:27:088
0.3,-0.42,9.92,-0.02,0.0,-0.02,0.0,0.0,0.0,1163,2019-04-29 17:27:27:094
0.32,-0.43,9.9,-0.02,0.0,-0.02,0.0,0.0,0.0,1168,2019-04-29 17:27:27:099
0.32,-0.43,9.9,0.0,0.0,-0.03,0.0,0.0,0.0,1172,2019-04-29 17:27:27:103
0.32,-0.43,9.9,0.0,0.0,-0.03,0.0,0.0,0.0,1177,2019-04-29 17:27:27:108
0.32,-0.43,9.9,0.0,0.0,-0.03,0.0,0.0,0.0,1182,2019-04-29 17:27:27:113
0.32,-0.43,9.9,0.0,0.01,0.02,0.0,0.0,0.0,1187,2019-04-29 17:27:27:118
0.32,-0.43,9.9,0.0,0.01,0.02,0.0,0.0,0.0,1193,2019-04-29 17:27:27:124
0.32,-0.43,9.9,0.0,0.01,0.02,0.0,0.0,0.0,1198,2019-04-29 17:27:27:129
0.32,-0.4,9.93,-0.01,0.01,0.0,0.0,0.0,0.0,1202,2019-04-29 17:27:27:133
0.32,-0.4,9.93,-0.01,0.01,0.0,0.0,0.0,0.0,1207,2019-04-29 17:27:27:138
0.32,-0.4,9.93,-0.01,0.01,0.0,0.0,0.0,0.0,1213,2019-04-29 17:27:27:144
0.32,-0.4,9.93,-0.01,0.01,0.0,0.0,0.0,0.0,1218,2019-04-29 17:27:27:149
0.35,-0.44,10.01,0.01,-0.02,0.06,0.0,0.0,0.0,1222,2019-04-29 17:27:27:153
0.35,-0.44,10.01,0.01,-0.02,0.06,0.0,0.0,0.0,1227,2019-04-29 17:27:27:158
0.35,-0.44,10.01,0.01,-0.02,0.06,0.0,0.0,0.0,1233,2019-04-29 17:27:27:164
0.35,-0.44,10.01,0.01,-0.02,0.06,0.0,0.0,0.0,1238,2019-04-29 17:27:27:169
0.29,-0.44,9.95,-0.04,-0.01,0.0,0.0,0.0,0.0,1242,2019-04-29 17:27:27:173
0.29,-0.44,9.95,-0.04,-0.01,0.0,0.0,0.0,0.0,1248,2019-04-29 17:27:27:179
