YYYY-MO-DD HH-MI-SS_SSS,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s)
1559243550.166741,0.04298901185393333,-1.2633260488510132,-10.461047172546385,-0.036494216040169725,0.06952547794182817,0.4918727705587802
1559243550.1767268,-0.8956043720245362,-0.8979194164276123,-9.603655815124512,-0.011987151261663756,0.08111305413114187,0.4869447241196431
1559243550.1867223,-0.7308132052421571,-0.5683370232582092,-9.818600654602049,0.022775588749547628,0.02876916386023085,0.4917395792147626
1559243550.1967235,-0.26509889960289,-0.9958388209342958,-9.890249252319336,0.04888094029358894,0.07525267660626002,0.4938706407190441
1559243550.2067463,-1.2013040781021118,-1.246608018875122,-10.17923069000244,-0.014384581930115428,0.049813275540522846,0.492272344590833
1559243550.216745,-0.7355897426605223,-0.907472550868988,-9.902190208435059,0.014650962537556003,0.023308349964428775,0.482016677680506
1559243550.2267828,-0.13135531544685364,-0.8979194164276123,-9.746952056884766,0.04741584383177388,0.0629991395356692,0.4886762115918719
1559243550.2367783,-0.778578758239746,-1.3516923189163208,-10.413282394409181,0.03569507213725339,0.045151603467042487,0.4979995390940756
1559243550.2467346,-0.5158681273460388,-1.449611663818359,-10.004886627197264,0.01185396095794347,0.045018412123024903,0.4828158257446115
1559243550.2567492,-0.37495970726013184,-1.1486886739730835,-10.112359046936035,0.01185396095794347,0.06140085172983655,0.4940038320630617
1559243550.2667408,-0.8717216253280639,-1.2609376907348635,-10.02638053894043,0.049014131637606526,0.04754903517579146,0.4849468872488929
1559243550.2767622,-0.8239560723304749,-1.210783839225769,-10.86705493927002,0.006393147582290041,0.029701497026570163,0.4838813564967523
1559243550.2867332,-0.4131721556186676,-1.210783839225769,-9.742176055908205,0.025439398985142574,0.08084667976548507,0.4822830603685412
1559243550.296723,-1.1368205547332764,-1.1797362565994265,-9.723069190979006,0.015450106440472322,0.04914732298162412,0.4725601588342844
1559243550.3067226,-0.6615530848503113,-1.0268864631652832,-10.618674278259277,0.01971220448189992,0.009722911937229673,0.4714946280821439
1559243550.3167245,-0.27465200424194336,-1.4400585889816284,-9.173765182495117,0.03023426032204592,0.09669635815741555,0.4649682855147956
1559243550.3267539,-1.167868137359619,-1.10331130027771,-9.80427074432373,-0.029435116419129593,0.0366274073841873,0.4704290973300031
1559243550.3367622,-0.4561611711978912,-0.7546226978302003,-9.505736351013184,0.06379828343858551,0.008657386906724124,0.4520487917241169
1559243550.346744,-0.2316630035638809,-1.2752673625946045,-9.983391761779783,0.03489593031493167,0.07498629391822485,0.4661670076109539
1559243550.35675,-1.0006886720657346,-1.5260366201400757,-10.007274627685545,-0.0023974304083773466,0.0324984986061827,0.4503173375414019
1559243550.3667264,-0.5755751132965088,-0.9050842523574828,-9.574995994567873,-0.006126766454700816,0.05154475052918388,0.43859656584688134
1559243550.3767235,-0.7332014441490173,-0.7187985181808472,-9.997721672058104,0.06632890649135208,0.02916873581168902,0.4564440727871836
1559243550.386742,-0.742754578590393,-1.6956044435501096,-9.746952056884766,0.04741584383177388,0.0314329740958258,0.4356663562784944
1559243550.3967612,-0.4657142758369446,-1.3994579315185547,-10.066981315612793,-0.0566059924735278,0.0629991395356692,0.44459014303815925
1559243550.4067366,-0.6567765474319457,-0.7808938026428223,-9.32422733306885,0.03716016859906844,0.038358886534037545,0.431803840591498
1559243550.4167259,-0.4633260071277618,-1.411399245262146,-9.651421546936035,0.07685095608971426,0.041555457984513634,0.438063800470811
1559243550.4267218,-0.5278095006942749,-1.9463735818862915,-10.19356060028076,-0.010388864496128409,0.05114518065832033,0.41915072948885446
1559243550.436723,-0.6830475926399231,-1.413787603378296,-9.360051155090332,-0.013851819674936976,0.064863810029537,0.4139563003616821
1559243550.4467423,-1.024571418762207,-1.413787603378296,-9.567831039428713,0.08151262816319463,0.020511348384816244,0.4171528593285906
1559243550.4567857,-0.6018461585044861,-2.082505464553833,-10.17684268951416,0.04381969834924503,0.012253532909401631,0.4104933587067385
