1.559243547424543381e+09,1.559243547429663181e+09,-8.425066772460937159e+00,-6.695282531738280696e+00,-1.373053649902343798e+00
1.559243547424543381e+09,1.559243547434655190e+09,-7.415926208496093963e+00,-6.275106567382811917e+00,-8.930235595703124307e-01
1.559243547424543381e+09,1.559243547439647198e+09,-7.407546630859374481e+00,-6.109909179687499581e+00,-8.295781860351562065e-01
1.559243547424543381e+09,1.559243547444639206e+09,-8.191635681152343196e+00,-5.991398010253906392e+00,-8.140161132812500089e-01
1.559243547424543381e+09,1.559243547449631214e+09,-8.688424926757813083e+00,-5.847748107910156534e+00,-9.744251708984374982e-01
1.559243547424543381e+09,1.559243547454623222e+09,-8.672862854003906108e+00,-5.294695983886718693e+00,-9.421039428710937802e-01
1.559243547424543381e+09,1.559243547459615231e+09,-8.850031066894530341e+00,-5.022958251953125064e+00,-9.229506225585937251e-01
1.559243547440165520e+09,1.559243547464607239e+09,-9.258236206054688111e+00,-5.169002319335937123e+00,-1.022308471679687525e+00
1.559243547440165520e+09,1.559243547469599247e+09,-9.752631286621094020e+00,-5.112739440917968281e+00,-9.193593749999999787e-01
1.559243547440165520e+09,1.559243547474591255e+09,-9.022410949707030170e+00,-4.777556335449218317e+00,-1.277287048339843745e+00
1.559243547440165520e+09,1.559243547479583263e+09,-9.060717590332030724e+00,-4.702140136718750085e+00,-1.460440673828125036e+00
1.559243547440165520e+09,1.559243547484575272e+09,-8.929038513183593651e+00,-4.455541137695312237e+00,-9.875930786132812722e-01
1.559243547440165520e+09,1.559243547489567280e+09,-9.538353515624999446e+00,-4.630315185546875156e+00,-6.500158081054687731e-01
1.559243547440165520e+09,1.559243547494559288e+09,-9.561098083496093025e+00,-4.286752502441405710e+00,-7.649357299804687704e-01
1.559243547440165520e+09,1.559243547499551296e+09,-9.476105224609375099e+00,-4.297526245117187393e+00,-1.268907470703124929e+00
1.559243547440165520e+09,1.559243547504543304e+09,-9.503638122558593082e+00,-4.021000183105468473e+00,-1.531068542480468642e+00
1.559243547440165520e+09,1.559243547509663343e+09,-9.806499999999999773e+00,-3.906080261230468587e+00,-1.108498413085937440e+00
