ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.72,-0.32,-9.48,0.05,0.5,-9.79,-0.05,0.03,-0.1,0,0,0.01,-11.1,10.01,67.98,321.637,-2.924,-179.707,4,2019-05-30 12:12:14:353
-0.72,-0.32,-9.48,0.05,0.5,-9.79,-0.05,0.03,-0.1,0,0,0.01,-11.1,10.01,67.98,321.637,-2.924,-179.707,10,2019-05-30 12:12:14:359
-0.72,-0.32,-9.48,0.05,0.5,-9.79,-0.05,0.03,-0.1,0,0,0.01,-11.1,10.01,67.98,321.637,-2.924,-179.707,15,2019-05-30 12:12:14:364
-0.72,-0.32,-9.48,0.05,0.5,-9.79,-0.05,0.03,-0.1,0,0,0.01,-11.1,10.01,67.98,321.637,-2.924,-179.707,20,2019-05-30 12:12:14:369
-0.72,-0.32,-9.48,0.05,0.5,-9.79,-0.05,0.03,-0.1,0,0,0.01,-11.1,10.01,67.98,321.637,-2.924,-179.707,25,2019-05-30 12:12:14:374
0.73,1,-10.73,0.05,0.5,-9.79,-0.05,0.03,-0.1,0.04,-0.03,0.03,-10.44,10.19,67.86,324.35,-2.924,-179.707,30,2019-05-30 12:12:14:379
0.73,1,-10.73,0.05,0.51,-9.79,0.61,0.53,-1,0.04,-0.03,0.03,-10.44,10.19,67.86,324.35,-2.924,-179.707,35,2019-05-30 12:12:14:384
0.73,1,-10.73,0.05,0.51,-9.79,0.61,0.53,-1,0.04,-0.03,0.03,-10.44,10.19,67.86,324.35,-2.924,-179.707,40,2019-05-30 12:12:14:389
0.73,1,-10.73,0.05,0.51,-9.79,0.61,0.53,-1,0.04,-0.03,0.03,-10.44,10.19,67.86,324.35,-2.924,-179.707,45,2019-05-30 12:12:14:394
0.73,1,-10.73,0.05,0.51,-9.79,0.61,0.53,-1,0.04,-0.03,0.03,-10.44,10.19,67.86,324.35,-2.924,-179.707,50,2019-05-30 12:12:14:399
0.73,1,-10.73,0.05,0.51,-9.79,0.61,0.53,-1,0.04,-0.03,0.03,-10.44,10.19,67.86,324.35,-2.924,-179.707,55,2019-05-30 12:12:14:404
-0.18,0.61,-10.73,0.05,0.51,-9.79,0.61,0.53,-1,0.04,-0.03,0.03,-10.44,10.19,67.86,324.35,-2.924,-179.707,61,2019-05-30 12:12:14:410
-0.18,0.61,-10.73,0.05,0.51,-9.79,0.61,0.53,-1,0.04,-0.03,0.03,-10.44,10.19,67.86,324.35,-2.924,-179.707,65,2019-05-30 12:12:14:414
-0.18,0.61,-10.73,0.05,0.51,-9.79,0,0.03,0.36,0.01,0,-0.01,-10.13,10.97,67.56,324.35,-2.924,-179.707,70,2019-05-30 12:12:14:419
-0.18,0.61,-10.73,0.05,0.51,-9.79,0,0.03,0.36,0.01,0,-0.01,-10.13,10.97,67.56,324.35,-2.924,-179.707,75,2019-05-30 12:12:14:424
-0.18,0.61,-10.73,0.05,0.51,-9.79,0,0.03,0.36,0.01,0,-0.01,-10.13,10.97,67.56,324.35,-2.924,-179.707,80,2019-05-30 12:12:14:429
-0.18,0.61,-10.73,0.05,0.51,-9.79,0,0.03,0.36,0.01,0,-0.01,-10.13,10.97,67.56,324.35,-2.924,-179.707,84,2019-05-30 12:12:14:433
0.38,0.25,-9.63,0.05,0.51,-9.79,0,0.03,0.36,0.01,0,-0.01,-10.13,10.97,67.56,324.35,-2.924,-179.707,90,2019-05-30 12:12:14:439
0.38,0.25,-9.63,0.05,0.51,-9.79,0,0.03,0.36,0.01,0,-0.01,-10.13,10.97,67.56,324.35,-2.924,-179.707,95,2019-05-30 12:12:14:444
0.38,0.25,-9.63,0.05,0.51,-9.79,0,0.03,0.36,0.02,0.01,0,-10.08,10.91,67.38,326.286,-2.982,-179.707,100,2019-05-30 12:12:14:449
0.38,0.25,-9.63,0.05,0.51,-9.79,-0.06,-0.1,-0.27,0.02,0.01,0,-10.08,10.91,67.38,326.286,-2.982,-179.707,105,2019-05-30 12:12:14:454
0.38,0.25,-9.63,0.05,0.51,-9.79,-0.06,-0.1,-0.27,0.02,0.01,0,-10.08,10.91,67.38,326.286,-2.982,-179.707,110,2019-05-30 12:12:14:459
0.38,0.25,-9.63,0.05,0.51,-9.79,-0.06,-0.1,-0.27,0.02,0.01,0,-10.08,10.91,67.38,326.286,-2.982,-179.707,115,2019-05-30 12:12:14:464
0.38,0.25,-9.63,0.05,0.51,-9.79,-0.06,-0.1,-0.27,0.02,0.01,0,-10.08,10.91,67.38,326.286,-2.982,-179.707,120,2019-05-30 12:12:14:469
0.38,0.25,-9.63,0.05,0.51,-9.79,-0.06,-0.1,-0.27,0.02,0.01,0,-10.08,10.91,67.38,326.286,-2.982,-179.707,125,2019-05-30 12:12:14:474
0.38,0.25,-9.63,0.05,0.51,-9.79,-0.06,-0.1,-0.27,0.02,0.01,0,-10.08,10.91,67.38,326.286,-2.982,-179.707,130,2019-05-30 12:12:14:479
-0.11,0.32,-9.47,0.05,0.51,-9.79,-0.21,-0.13,0.23,-0.01,0,0.01,-10.25,11.04,67.68,326.286,-2.982,-179.707,135,2019-05-30 12:12:14:484
-0.11,0.32,-9.47,0.05,0.51,-9.79,-0.21,-0.13,0.23,-0.01,0,0.01,-10.25,11.04,67.68,326.286,-2.982,-179.707,140,2019-05-30 12:12:14:489
-0.11,0.32,-9.47,0.05,0.51,-9.79,-0.21,-0.13,0.23,-0.01,0,0.01,-10.25,11.04,67.68,326.286,-2.982,-179.707,144,2019-05-30 12:12:14:493
-0.11,0.32,-9.47,0.05,0.51,-9.79,-0.21,-0.13,0.23,-0.01,0,0.01,-10.25,11.04,67.68,326.286,-2.982,-179.707,150,2019-05-30 12:12:14:499
-0.11,0.32,-9.47,0.05,0.51,-9.79,-0.21,-0.13,0.23,-0.01,0,0.01,-10.25,11.04,67.68,326.286,-2.982,-179.707,154,2019-05-30 12:12:14:503
-0.11,0.32,-9.47,0.05,0.51,-9.79,-0.21,-0.13,0.23,-0.01,0,0.01,-10.25,11.04,67.68,326.286,-2.982,-179.707,160,2019-05-30 12:12:14:509
-0.11,0.32,-9.47,0.05,0.51,-9.79,-0.21,-0.13,0.23,-0.01,0,0.01,-10.25,11.04,67.68,326.286,-2.982,-179.707,165,2019-05-30 12:12:14:514
0.02,0.45,-9.59,0.05,0.51,-9.79,-0.21,-0.13,0.23,-0.01,0,0.01,-10.74,10.01,68.04,321.779,-2.982,-179.707,170,2019-05-30 12:12:14:519
0.02,0.45,-9.59,0.05,0.51,-9.79,-0.07,0,0.12,-0.01,0.01,0,-10.74,10.01,68.04,321.779,-2.982,-179.707,175,2019-05-30 12:12:14:524
0.02,0.45,-9.59,0.05,0.51,-9.79,-0.07,0,0.12,-0.01,0.01,0,-10.74,10.01,68.04,321.779,-2.982,-179.707,179,2019-05-30 12:12:14:528
0.02,0.45,-9.59,0.05,0.51,-9.79,-0.07,0,0.12,-0.01,0.01,0,-10.74,10.01,68.04,321.779,-2.982,-179.707,184,2019-05-30 12:12:14:533
0.02,0.45,-9.59,0.05,0.51,-9.79,-0.07,0,0.12,-0.01,0.01,0,-10.74,10.01,68.04,321.779,-2.982,-179.707,190,2019-05-30 12:12:14:539
0.02,0.45,-9.59,0.05,0.51,-9.79,-0.07,0,0.12,-0.01,0.01,0,-10.74,10.01,68.04,321.779,-2.982,-179.707,195,2019-05-30 12:12:14:544
0.02,0.45,-9.59,0.05,0.51,-9.79,-0.07,0,0.12,-0.01,0.01,0,-10.74,10.01,68.04,321.779,-2.982,-179.707,200,2019-05-30 12:12:14:549
0.02,0.45,-9.59,0.05,0.51,-9.79,-0.07,0,0.12,-0.01,0.01,0,-10.74,10.01,68.04,321.779,-2.982,-179.707,205,2019-05-30 12:12:14:554
0.26,0.56,-9.58,0.05,0.51,-9.79,-0.07,0,0.12,-0.01,0.01,0,-10.74,10.55,68.52,321.779,-2.982,-179.707,209,2019-05-30 12:12:14:558
0.26,0.56,-9.58,0.05,0.51,-9.79,0.15,0.07,0.12,-0.01,0,0,-11.16,10.55,68.52,321.779,-2.982,-179.707,215,2019-05-30 12:12:14:564
0.26,0.56,-9.58,0.05,0.51,-9.79,0.15,0.07,0.12,-0.01,0,0,-11.16,10.55,68.52,321.779,-2.982,-179.707,219,2019-05-30 12:12:14:568
0.26,0.56,-9.58,0.05,0.51,-9.79,0.15,0.07,0.12,-0.01,0,0,-11.16,10.55,68.52,321.779,-2.982,-179.707,225,2019-05-30 12:12:14:574
0.26,0.56,-9.58,0.05,0.51,-9.79,0.15,0.07,0.12,-0.01,0,0,-11.16,10.55,68.52,321.779,-2.982,-179.707,230,2019-05-30 12:12:14:579
0.26,0.56,-9.58,0.05,0.51,-9.79,0.15,0.07,0.12,-0.01,0,0,-11.16,10.55,68.52,321.779,-2.982,-179.707,235,2019-05-30 12:12:14:584
0.26,0.56,-9.58,0.05,0.51,-9.79,0.15,0.07,0.12,-0.01,0,0,-11.16,10.55,68.52,321.779,-2.982,-179.707,240,2019-05-30 12:12:14:589
0.26,0.56,-9.58,0.05,0.51,-9.79,0.15,0.07,0.12,-0.01,0,0,-11.16,10.55,68.52,321.779,-2.982,-179.707,245,2019-05-30 12:12:14:594
0.15,0.38,-9.68,0.05,0.51,-9.79,0.04,-0.09,0.04,0,0,0,-10.5,10.01,67.8,324.488,-2.982,-179.707,250,2019-05-30 12:12:14:599
0.15,0.38,-9.68,0.05,0.51,-9.79,0.04,-0.09,0.04,0,0,0,-10.5,10.01,67.8,324.488,-2.982,-179.707,255,2019-05-30 12:12:14:604
0.15,0.38,-9.68,0.05,0.51,-9.79,0.04,-0.09,0.04,0,0,0,-10.5,10.01,67.8,324.488,-2.982,-179.707,260,2019-05-30 12:12:14:609
0.15,0.38,-9.68,0.05,0.51,-9.79,0.04,-0.09,0.04,0,0,0,-10.5,10.01,67.8,324.488,-2.982,-179.707,265,2019-05-30 12:12:14:614
0.15,0.38,-9.68,0.05,0.51,-9.79,0.04,-0.09,0.04,0,0,0,-10.5,10.01,67.8,324.488,-2.982,-179.707,270,2019-05-30 12:12:14:619
0.15,0.38,-9.68,0.05,0.51,-9.79,0.04,-0.09,0.04,0,0,0,-10.5,10.01,67.8,324.488,-2.982,-179.707,275,2019-05-30 12:12:14:624
0.15,0.38,-9.68,0.05,0.51,-9.79,0.04,-0.09,0.04,0,0,0,-10.5,10.01,67.8,324.488,-2.982,-179.707,280,2019-05-30 12:12:14:629
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,285,2019-05-30 12:12:14:634
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,290,2019-05-30 12:12:14:639
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,295,2019-05-30 12:12:14:644
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,300,2019-05-30 12:12:14:649
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,305,2019-05-30 12:12:14:654
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,309,2019-05-30 12:12:14:658
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,315,2019-05-30 12:12:14:664
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,319,2019-05-30 12:12:14:668
-0.02,0.47,-9.68,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,325,2019-05-30 12:12:14:674
0.17,0.51,-9.61,0.05,0.51,-9.79,-0.1,-0.01,0.03,0,0,0,-10.44,10.32,68.69,324.488,-2.982,-179.707,329,2019-05-30 12:12:14:678
0.17,0.51,-9.61,0.05,0.51,-9.79,0.08,0.02,0.1,0,0,0,-11.16,10.97,68.22,323.745,-2.982,-179.707,335,2019-05-30 12:12:14:684
0.17,0.51,-9.61,0.05,0.51,-9.79,0.08,0.02,0.1,0,0,0,-11.16,10.97,68.22,323.745,-2.982,-179.707,341,2019-05-30 12:12:14:690
0.17,0.51,-9.61,0.05,0.51,-9.79,0.08,0.02,0.1,0,0,0,-11.16,10.97,68.22,323.745,-2.982,-179.707,345,2019-05-30 12:12:14:694
0.17,0.51,-9.61,0.05,0.51,-9.79,0.08,0.02,0.1,0,0,0,-11.16,10.97,68.22,323.745,-2.982,-179.707,352,2019-05-30 12:12:14:701
0.17,0.51,-9.61,0.05,0.51,-9.79,0.08,0.02,0.1,0,0,0,-11.16,10.97,68.22,323.745,-2.982,-179.707,355,2019-05-30 12:12:14:704
0.17,0.51,-9.61,0.05,0.51,-9.79,0.08,0.02,0.1,0,0,0,-11.16,10.97,68.22,323.745,-2.982,-179.707,360,2019-05-30 12:12:14:709
0.17,0.51,-9.61,0.05,0.51,-9.79,0.08,0.02,0.1,0,0,0,-11.16,10.97,68.22,323.745,-2.982,-179.707,365,2019-05-30 12:12:14:714
0.17,0.51,-9.61,0.05,0.51,-9.79,0.08,0.02,0.1,0,0,0,-11.16,10.97,68.22,323.745,-2.982,-179.707,370,2019-05-30 12:12:14:719
0.08,0.49,-9.69,0.05,0.51,-9.79,-0.01,0,0.02,0,0,0,-11.27,9.77,67.68,323.745,-2.982,-179.707,374,2019-05-30 12:12:14:723
0.08,0.49,-9.69,0.05,0.51,-9.79,-0.01,0,0.02,0,0,0,-11.27,9.77,67.68,323.745,-2.982,-179.707,380,2019-05-30 12:12:14:729
0.08,0.49,-9.69,0.05,0.51,-9.79,-0.01,0,0.02,0,0,0,-11.27,9.77,67.68,323.745,-2.982,-179.707,385,2019-05-30 12:12:14:734
0.08,0.49,-9.69,0.05,0.51,-9.79,-0.01,0,0.02,0,0,0,-11.27,9.77,67.68,323.745,-2.982,-179.707,390,2019-05-30 12:12:14:739
0.08,0.49,-9.69,0.05,0.51,-9.79,-0.01,0,0.02,0,0,0,-11.27,9.77,67.68,323.745,-2.982,-179.707,395,2019-05-30 12:12:14:744
0.08,0.49,-9.69,0.05,0.51,-9.79,-0.01,0,0.02,0,0,0,-11.27,9.77,67.68,323.745,-2.982,-179.707,400,2019-05-30 12:12:14:749
0.08,0.49,-9.69,0.05,0.51,-9.79,-0.01,0,0.02,0,0,0,-11.27,9.77,67.68,323.745,-2.982,-179.707,405,2019-05-30 12:12:14:754
0.07,0.49,-9.66,0.05,0.51,-9.79,-0.01,0,0.02,0,0,0,-11.27,9.77,67.68,323.745,-2.982,-179.707,410,2019-05-30 12:12:14:759
0.07,0.49,-9.66,0.05,0.51,-9.79,0,0,0.06,0,0,0,-10.97,10.32,68.04,321.779,-2.982,-179.707,415,2019-05-30 12:12:14:764
0.07,0.49,-9.66,0.05,0.51,-9.79,0,0,0.06,0,0,0,-10.97,10.32,68.04,321.779,-2.982,-179.707,420,2019-05-30 12:12:14:769
0.07,0.49,-9.66,0.05,0.51,-9.79,0,0,0.06,0,0,0,-10.97,10.32,68.04,321.779,-2.982,-179.707,425,2019-05-30 12:12:14:774
0.07,0.49,-9.66,0.05,0.51,-9.79,0,0,0.06,0,0,0,-10.97,10.32,68.04,321.779,-2.982,-179.707,430,2019-05-30 12:12:14:779
0.07,0.49,-9.66,0.05,0.51,-9.79,0,0,0.06,0,0,0,-10.97,10.32,68.04,321.779,-2.982,-179.707,435,2019-05-30 12:12:14:784
0.06,0.46,-9.76,0.05,0.51,-9.79,0,0,0.06,0,0,0,-10.97,10.32,68.04,321.779,-2.982,-179.707,439,2019-05-30 12:12:14:788
0.06,0.46,-9.76,0.05,0.51,-9.79,-0.01,-0.02,-0.04,0,0,0,-10.55,10.79,68.22,321.779,-2.982,-179.707,444,2019-05-30 12:12:14:793
0.06,0.46,-9.76,0.05,0.51,-9.79,-0.01,-0.02,-0.04,0,0,0,-10.55,10.79,68.22,321.779,-2.982,-179.707,450,2019-05-30 12:12:14:799
0.06,0.46,-9.76,0.05,0.51,-9.79,-0.01,-0.02,-0.04,0,0,0,-10.55,10.79,68.22,321.779,-2.982,-179.707,455,2019-05-30 12:12:14:804
0.06,0.46,-9.76,0.05,0.51,-9.79,-0.01,-0.02,-0.04,0,0,0,-10.55,10.79,68.22,321.779,-2.982,-179.707,460,2019-05-30 12:12:14:809
0.06,0.46,-9.76,0.05,0.51,-9.79,-0.01,-0.02,-0.04,0,0,0,-10.55,10.79,68.22,321.779,-2.982,-179.707,465,2019-05-30 12:12:14:814
0.02,0.51,-9.74,0.05,0.51,-9.79,-0.04,0,-0.02,0,0,0,-10.55,10.79,68.22,321.779,-2.982,-179.707,470,2019-05-30 12:12:14:819
0.02,0.51,-9.74,0.05,0.51,-9.79,-0.04,0,-0.02,0,0,0,-10.55,10.79,68.22,321.779,-2.982,-179.707,475,2019-05-30 12:12:14:824
0.02,0.51,-9.74,0.05,0.51,-9.79,-0.04,0,-0.02,0,0,0,-10.55,10.79,68.22,321.779,-2.982,-179.707,479,2019-05-30 12:12:14:828
0.02,0.51,-9.74,0.05,0.51,-9.79,-0.04,0,-0.02,0,0,0,-10.97,10.01,68.16,321.779,-2.982,-179.707,485,2019-05-30 12:12:14:834
0.02,0.51,-9.74,0.05,0.51,-9.79,-0.04,0,-0.02,0,0,0,-10.97,10.01,68.16,321.779,-2.982,-179.707,490,2019-05-30 12:12:14:839
0.02,0.51,-9.74,0.05,0.51,-9.79,-0.04,0,-0.02,0,0,0,-10.97,10.01,68.16,321.779,-2.982,-179.707,495,2019-05-30 12:12:14:844
0.02,0.51,-9.74,0.05,0.51,-9.79,-0.04,0,-0.02,0,0,0,-10.97,10.01,68.16,321.779,-2.982,-179.707,500,2019-05-30 12:12:14:849
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0,-10.97,10.01,68.16,321.779,-2.982,-179.707,507,2019-05-30 12:12:14:856
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0,-10.97,10.01,68.16,321.779,-2.982,-179.707,509,2019-05-30 12:12:14:858
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0,-10.97,10.01,68.16,321.779,-2.982,-179.707,514,2019-05-30 12:12:14:863
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0.01,-10.74,9.77,67.8,321.779,-2.982,-179.707,519,2019-05-30 12:12:14:868
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0.01,-10.74,9.77,67.8,321.779,-2.982,-179.707,525,2019-05-30 12:12:14:874
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0.01,-10.74,9.77,67.8,321.779,-2.982,-179.707,530,2019-05-30 12:12:14:879
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0.01,-10.74,9.77,67.8,321.779,-2.982,-179.707,535,2019-05-30 12:12:14:884
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0.01,-10.74,9.77,67.8,321.779,-2.982,-179.707,540,2019-05-30 12:12:14:889
0.04,0.47,-9.72,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0.01,-10.74,9.77,67.8,321.779,-2.982,-179.707,544,2019-05-30 12:12:14:893
0.06,0.42,-9.71,0.05,0.51,-9.79,-0.04,-0.02,0,0,0,0.01,-11.03,9.89,67.98,321.779,-2.982,-179.707,549,2019-05-30 12:12:14:898
0.06,0.42,-9.71,0.05,0.51,-9.79,-0.01,-0.07,0,0,0,0.01,-11.03,9.89,67.98,321.779,-2.982,-179.707,555,2019-05-30 12:12:14:904
0.06,0.42,-9.71,0.05,0.51,-9.79,-0.01,-0.07,0,0,0,0.01,-11.03,9.89,67.98,321.779,-2.982,-179.707,560,2019-05-30 12:12:14:909
0.06,0.42,-9.71,0.05,0.51,-9.79,-0.01,-0.07,0,0,0,0.01,-11.03,9.89,67.98,321.779,-2.982,-179.707,564,2019-05-30 12:12:14:913
0.06,0.42,-9.71,0.05,0.51,-9.79,-0.01,-0.07,0,0,0,0.01,-11.03,9.89,67.98,321.779,-2.982,-179.707,570,2019-05-30 12:12:14:919
0.06,0.42,-9.71,0.05,0.51,-9.79,-0.01,-0.07,0,0,0,0.01,-11.03,9.89,67.98,321.779,-2.982,-179.707,575,2019-05-30 12:12:14:924
0.06,0.42,-9.71,0.05,0.51,-9.79,-0.01,-0.07,0,0,0,0.01,-11.03,9.89,67.98,321.779,-2.982,-179.707,580,2019-05-30 12:12:14:929
0.06,0.42,-9.71,0.05,0.51,-9.79,-0.01,-0.07,0,0,0,0.01,-11.03,9.89,67.98,321.779,-2.982,-179.707,585,2019-05-30 12:12:14:934
0.08,0.6,-9.7,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.74,9.71,67.68,321.779,-2.982,-179.707,590,2019-05-30 12:12:14:939
0.08,0.6,-9.7,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.74,9.71,67.68,321.779,-2.982,-179.707,595,2019-05-30 12:12:14:944
0.08,0.6,-9.7,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.74,9.71,67.68,321.779,-2.982,-179.707,600,2019-05-30 12:12:14:949
0.08,0.6,-9.7,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.74,9.71,67.68,321.779,-2.982,-179.707,604,2019-05-30 12:12:14:953
0.08,0.6,-9.7,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.74,9.71,67.68,321.779,-2.982,-179.707,609,2019-05-30 12:12:14:958
0.08,0.6,-9.7,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.74,9.71,67.68,321.779,-2.982,-179.707,615,2019-05-30 12:12:14:964
0.08,0.6,-9.7,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.74,9.71,67.68,321.779,-2.982,-179.707,620,2019-05-30 12:12:14:969
0.08,0.6,-9.7,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.74,9.71,67.68,321.779,-2.982,-179.707,625,2019-05-30 12:12:14:974
0.1,0.53,-9.82,0.05,0.51,-9.79,0,0.1,0,0,0,0.01,-10.91,11.64,67.98,325.542,-2.982,-179.707,629,2019-05-30 12:12:14:978
0.1,0.53,-9.82,0.05,0.51,-9.79,0.02,0.02,-0.11,0,0,0.01,-10.91,11.64,67.98,325.542,-2.982,-179.707,635,2019-05-30 12:12:14:984
0.1,0.53,-9.82,0.05,0.51,-9.79,0.02,0.02,-0.11,0,0,0.01,-10.91,11.64,67.98,325.542,-2.982,-179.707,639,2019-05-30 12:12:14:988
0.1,0.53,-9.82,0.05,0.51,-9.79,0.02,0.02,-0.11,0,0,0.01,-10.91,11.64,67.98,325.542,-2.982,-179.707,645,2019-05-30 12:12:14:994
0.1,0.53,-9.82,0.05,0.51,-9.79,0.02,0.02,-0.11,0,0,0.01,-10.91,11.64,67.98,325.542,-2.982,-179.707,649,2019-05-30 12:12:14:998
0.1,0.53,-9.82,0.05,0.51,-9.79,0.02,0.02,-0.11,0,0,0.01,-10.91,11.64,67.98,325.542,-2.982,-179.707,655,2019-05-30 12:12:15:004
0.15,0.47,-9.8,0.05,0.51,-9.79,0.07,-0.02,-0.08,0,0,0.01,-10.91,11.64,67.98,325.542,-2.982,-179.707,660,2019-05-30 12:12:15:009
0.15,0.47,-9.8,0.05,0.51,-9.79,0.07,-0.02,-0.08,0,0,0.01,-10.91,11.64,67.98,325.542,-2.982,-179.707,665,2019-05-30 12:12:15:014
0.15,0.47,-9.8,0.05,0.51,-9.79,0.07,-0.02,-0.08,0,0,0,-10.86,9.83,67.74,325.542,-2.982,-179.707,670,2019-05-30 12:12:15:019
0.15,0.47,-9.8,0.05,0.51,-9.79,0.07,-0.02,-0.08,0,0,0,-10.86,9.83,67.74,325.542,-2.982,-179.707,675,2019-05-30 12:12:15:024
0.15,0.47,-9.8,0.05,0.51,-9.79,0.07,-0.02,-0.08,0,0,0,-10.86,9.83,67.74,325.542,-2.982,-179.707,680,2019-05-30 12:12:15:029
0.15,0.47,-9.8,0.05,0.51,-9.79,0.07,-0.02,-0.08,0,0,0,-10.86,9.83,67.74,325.542,-2.982,-179.707,685,2019-05-30 12:12:15:034
0.14,0.43,-9.63,0.05,0.51,-9.79,0.07,-0.02,-0.08,0,0,0,-10.86,9.83,67.74,325.542,-2.982,-179.707,689,2019-05-30 12:12:15:038
0.14,0.43,-9.63,0.05,0.51,-9.79,0.07,-0.02,-0.08,0,0,0,-10.86,9.83,67.74,325.542,-2.982,-179.707,695,2019-05-30 12:12:15:044
0.14,0.43,-9.63,0.05,0.51,-9.79,0,-0.06,-0.09,0,0,0,-10.55,10.5,68.4,323.745,-2.982,-179.707,700,2019-05-30 12:12:15:049
0.14,0.43,-9.63,0.05,0.51,-9.79,0,-0.06,-0.09,0,0,0,-10.55,10.5,68.4,323.745,-2.982,-179.707,705,2019-05-30 12:12:15:054
0.14,0.43,-9.63,0.05,0.51,-9.79,0,-0.06,-0.09,0,0,0,-10.55,10.5,68.4,323.745,-2.982,-179.707,709,2019-05-30 12:12:15:058
0.14,0.43,-9.63,0.05,0.51,-9.79,0,-0.06,-0.09,0,0,0,-10.55,10.5,68.4,323.745,-2.982,-179.707,714,2019-05-30 12:12:15:063
0.14,0.43,-9.63,0.05,0.51,-9.79,0,-0.06,-0.09,0,0,0,-10.55,10.5,68.4,323.745,-2.982,-179.707,719,2019-05-30 12:12:15:068
0.14,0.43,-9.63,0.05,0.51,-9.79,0,-0.06,-0.09,0,0,0,-10.55,10.5,68.4,323.745,-2.982,-179.707,725,2019-05-30 12:12:15:074
0.14,0.43,-9.63,0.05,0.51,-9.79,0,-0.06,-0.09,0,0,0,-10.55,10.5,68.4,323.745,-2.982,-179.707,729,2019-05-30 12:12:15:078
0.08,0.37,-9.62,0.05,0.5,-9.79,-0.01,-0.1,0.08,0,0,0,-10.61,9.95,68.4,323.745,-2.982,-179.707,735,2019-05-30 12:12:15:084
0.08,0.37,-9.62,0.05,0.5,-9.79,-0.01,-0.1,0.08,0,0,0,-10.61,9.95,68.4,323.745,-2.982,-179.707,740,2019-05-30 12:12:15:089
0.08,0.37,-9.62,0.05,0.5,-9.79,-0.01,-0.1,0.08,0,0,0,-10.61,9.95,68.4,323.745,-2.982,-179.707,745,2019-05-30 12:12:15:094
0.08,0.37,-9.62,0.05,0.5,-9.79,-0.01,-0.1,0.08,0,0,0,-10.61,9.95,68.4,323.745,-2.982,-179.707,749,2019-05-30 12:12:15:098
0.08,0.37,-9.62,0.05,0.5,-9.79,-0.01,-0.1,0.08,0,0,0,-10.61,9.95,68.4,323.745,-2.982,-179.707,755,2019-05-30 12:12:15:104
