ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.21,-0.09,-9.69,-0.32,0.51,-9.78,0.07,-0.1,-0.3,0,0.01,-0.5,-13.19,-3.9,97.44,270.451,-3.042,178.067,74139,2019-05-30 12:13:28:488
-0.21,-0.09,-9.69,-0.32,0.51,-9.78,0.07,-0.1,-0.3,0,0.01,-0.5,-13.19,-3.9,97.44,270.451,-3.042,178.067,74146,2019-05-30 12:13:28:495
-0.21,-0.09,-9.69,-0.32,0.51,-9.78,-0.04,0.4,0.32,0,0.01,-0.5,-13.19,-3.9,97.44,270.451,-3.042,178.067,74150,2019-05-30 12:13:28:499
-0.21,-0.09,-9.69,-0.32,0.51,-9.78,-0.04,0.4,0.32,0,0.01,-0.5,-13.19,-3.9,97.44,270.451,-3.042,178.067,74155,2019-05-30 12:13:28:504
-0.21,-0.09,-9.69,-0.32,0.51,-9.78,-0.04,0.4,0.32,0,0.01,-0.5,-13.19,-3.9,97.44,270.451,-3.042,178.067,74160,2019-05-30 12:13:28:509
-0.21,-0.09,-9.69,-0.32,0.51,-9.78,-0.04,0.4,0.32,0,0.01,-0.5,-13.19,-3.9,97.44,270.451,-3.042,178.067,74165,2019-05-30 12:13:28:514
-0.66,0.13,-9.94,-0.31,0.51,-9.78,-0.04,0.4,0.32,0,0.01,-0.55,-14.27,0,96,286.269,-2.984,178.185,74170,2019-05-30 12:13:28:519
-0.66,0.13,-9.94,-0.31,0.51,-9.78,-0.04,0.4,0.32,0,0.01,-0.55,-14.27,0,96,286.269,-2.984,178.185,74175,2019-05-30 12:13:28:524
-0.66,0.13,-9.94,-0.31,0.51,-9.78,-0.04,0.4,0.32,0,0.01,-0.55,-14.27,0,96,286.269,-2.984,178.185,74180,2019-05-30 12:13:28:529
-0.66,0.13,-9.94,-0.31,0.51,-9.78,-0.18,0.11,-0.19,0,0.01,-0.55,-14.27,0,96,286.269,-2.984,178.185,74186,2019-05-30 12:13:28:535
-0.66,0.13,-9.94,-0.31,0.51,-9.78,-0.18,0.11,-0.19,0,0.01,-0.55,-14.27,0,96,286.269,-2.984,178.185,74191,2019-05-30 12:13:28:540
-0.66,0.13,-9.94,-0.31,0.51,-9.78,-0.18,0.11,-0.19,0,0.01,-0.55,-14.27,0,96,286.269,-2.984,178.185,74195,2019-05-30 12:13:28:544
-0.66,0.13,-9.94,-0.31,0.51,-9.78,-0.18,0.11,-0.19,0,0.01,-0.55,-14.27,0,96,286.269,-2.984,178.185,74200,2019-05-30 12:13:28:549
-0.66,0.13,-9.94,-0.31,0.51,-9.78,-0.18,0.11,-0.19,0,0.01,-0.55,-14.27,0,96,286.269,-2.984,178.185,74205,2019-05-30 12:13:28:554
-0.28,-0.2,-9.64,-0.31,0.51,-9.78,-0.18,0.11,-0.19,0,0,-0.58,-15,1.25,96,286.269,-2.984,178.185,74213,2019-05-30 12:13:28:562
-0.28,-0.2,-9.64,-0.31,0.51,-9.78,-0.18,0.11,-0.19,0,0,-0.58,-15,1.25,96,286.269,-2.984,178.185,74215,2019-05-30 12:13:28:564
-0.28,-0.2,-9.64,-0.31,0.51,-9.78,0.02,0.37,-0.28,0,0,-0.58,-15,1.25,96,286.269,-2.984,178.185,74219,2019-05-30 12:13:28:568
-0.28,-0.2,-9.64,-0.31,0.51,-9.78,0.02,0.37,-0.28,0,0,-0.58,-15,1.25,96,286.269,-2.984,178.185,74226,2019-05-30 12:13:28:575
-0.28,-0.2,-9.64,-0.31,0.51,-9.78,0.02,0.37,-0.28,0,0,-0.58,-15,1.25,96,286.269,-2.984,178.185,74230,2019-05-30 12:13:28:579
-0.28,-0.2,-9.64,-0.31,0.51,-9.78,0.02,0.37,-0.28,0,0,-0.58,-15,1.25,96,286.269,-2.984,178.185,74235,2019-05-30 12:13:28:584
-1.29,0.32,-9.79,-0.31,0.51,-9.78,0.02,0.37,-0.28,0,0.03,-0.63,-15,1.25,96,286.269,-2.984,178.185,74240,2019-05-30 12:13:28:589
-1.29,0.32,-9.79,-0.31,0.51,-9.78,0.02,0.37,-0.28,0,0.03,-0.63,-15,1.25,96,286.269,-2.984,178.185,74247,2019-05-30 12:13:28:596
-1.29,0.32,-9.79,-0.31,0.49,-9.78,-0.03,0.65,0.09,0,0.03,-0.63,-16.91,3.89,94.32,293.462,-2.867,178.185,74253,2019-05-30 12:13:28:602
-1.29,0.32,-9.79,-0.31,0.49,-9.78,-0.03,0.65,0.09,0,0.03,-0.63,-16.91,3.89,94.32,293.462,-2.867,178.185,74261,2019-05-30 12:13:28:610
-1.29,0.32,-9.79,-0.31,0.49,-9.78,-0.03,0.65,0.09,0,0.03,-0.63,-16.91,3.89,94.32,293.462,-2.867,178.185,74262,2019-05-30 12:13:28:611
-1.29,0.32,-9.79,-0.31,0.49,-9.78,-0.03,0.65,0.09,0,0.03,-0.63,-16.91,3.89,94.32,293.462,-2.867,178.185,74265,2019-05-30 12:13:28:614
-1.29,0.32,-9.79,-0.31,0.49,-9.78,-0.03,0.65,0.09,0,0.03,-0.63,-16.91,3.89,94.32,293.462,-2.867,178.185,74270,2019-05-30 12:13:28:619
-1.29,0.32,-9.79,-0.31,0.49,-9.78,-0.03,0.65,0.09,-0.01,0.03,-0.6,-16.91,3.89,94.32,293.462,-2.867,178.185,74274,2019-05-30 12:13:28:623
-1.29,0.32,-9.79,-0.31,0.49,-9.78,-0.03,0.65,0.09,-0.01,0.03,-0.6,-16.91,3.89,94.32,293.462,-2.867,178.185,74279,2019-05-30 12:13:28:628
-0.79,0.86,-9.48,-0.29,0.51,-9.78,-0.25,0.67,0.29,-0.01,0.03,-0.6,-18.53,4.01,93.24,293.462,-2.867,178.185,74285,2019-05-30 12:13:28:634
-0.79,0.86,-9.48,-0.29,0.51,-9.78,-0.25,0.67,0.29,-0.01,0.03,-0.6,-18.53,4.01,93.24,293.462,-2.867,178.185,74290,2019-05-30 12:13:28:639
-0.79,0.86,-9.48,-0.29,0.51,-9.78,-0.25,0.67,0.29,-0.01,0.03,-0.6,-18.53,4.01,93.24,293.462,-2.867,178.185,74295,2019-05-30 12:13:28:644
-0.79,0.86,-9.48,-0.29,0.51,-9.78,-0.25,0.67,0.29,-0.01,0.03,-0.6,-18.53,4.01,93.24,293.462,-2.867,178.185,74300,2019-05-30 12:13:28:649
-0.79,0.86,-9.48,-0.29,0.51,-9.78,-0.25,0.67,0.29,-0.01,0.03,-0.6,-18.53,4.01,93.24,293.462,-2.867,178.185,74304,2019-05-30 12:13:28:653
-0.79,0.86,-9.48,-0.29,0.51,-9.78,-0.25,0.67,0.29,-0.01,0.03,-0.6,-18.53,4.01,93.24,293.462,-2.867,178.185,74309,2019-05-30 12:13:28:658
-0.79,0.86,-9.48,-0.27,0.52,-9.78,0.09,0.28,0.39,-0.01,0.03,-0.6,-18.53,4.01,93.24,293.462,-2.867,178.185,74317,2019-05-30 12:13:28:666
-0.68,0.23,-9.88,-0.27,0.52,-9.78,0.09,0.28,0.39,0.01,0.02,-0.54,-19.19,3.65,91.44,292.243,-3.042,178.419,74320,2019-05-30 12:13:28:669
-0.68,0.23,-9.88,-0.27,0.52,-9.78,0.09,0.28,0.39,0.01,0.02,-0.54,-19.19,3.65,91.44,292.243,-3.042,178.419,74325,2019-05-30 12:13:28:674
-0.68,0.23,-9.88,-0.27,0.52,-9.78,0.09,0.28,0.39,0.01,0.02,-0.54,-19.19,3.65,91.44,292.243,-3.042,178.419,74331,2019-05-30 12:13:28:680
-0.68,0.23,-9.88,-0.27,0.52,-9.78,0.09,0.28,0.39,0.01,0.02,-0.54,-19.19,3.65,91.44,292.243,-3.042,178.419,74336,2019-05-30 12:13:28:685
-0.68,0.23,-9.88,-0.27,0.53,-9.78,0.05,-0.25,0.5,0.01,0.02,-0.54,-19.19,3.65,91.44,292.243,-3.042,178.419,74340,2019-05-30 12:13:28:689
-0.68,0.23,-9.88,-0.27,0.53,-9.78,0.05,-0.25,0.5,0.01,0.02,-0.54,-19.19,3.65,91.44,292.243,-3.042,178.419,74345,2019-05-30 12:13:28:694
-0.68,0.23,-9.88,-0.27,0.53,-9.78,0.05,-0.25,0.5,0.01,0.02,-0.54,-19.19,3.65,91.44,292.243,-3.042,178.419,74349,2019-05-30 12:13:28:698
-0.68,0.23,-9.88,-0.27,0.53,-9.78,0.05,-0.25,0.5,0.01,0.02,-0.54,-19.19,3.65,91.44,292.243,-3.042,178.419,74355,2019-05-30 12:13:28:704
-0.44,-0.16,-10.25,-0.27,0.53,-9.78,0.05,-0.25,0.5,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74360,2019-05-30 12:13:28:709
-0.44,-0.16,-10.25,-0.27,0.53,-9.78,0.05,-0.25,0.5,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74365,2019-05-30 12:13:28:714
-0.44,-0.16,-10.25,-0.27,0.53,-9.78,0.05,-0.25,0.5,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74370,2019-05-30 12:13:28:719
-0.44,-0.16,-10.25,-0.25,0.53,-9.78,0.05,-0.25,0.5,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74376,2019-05-30 12:13:28:725
-0.44,-0.16,-10.25,-0.25,0.53,-9.78,0.42,0.23,0.67,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74380,2019-05-30 12:13:28:729
-0.44,-0.16,-10.25,-0.25,0.53,-9.78,0.42,0.23,0.67,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74385,2019-05-30 12:13:28:734
-0.44,-0.16,-10.25,-0.25,0.53,-9.78,0.42,0.23,0.67,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74391,2019-05-30 12:13:28:740
-0.44,-0.16,-10.25,-0.25,0.53,-9.78,0.42,0.23,0.67,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74396,2019-05-30 12:13:28:745
-0.44,-0.16,-10.25,-0.25,0.53,-9.78,0.42,0.23,0.67,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74400,2019-05-30 12:13:28:749
-0.44,-0.16,-10.25,-0.25,0.53,-9.78,0.42,0.23,0.67,0.02,0.01,-0.55,-21.17,4.01,89.22,292.243,-3.042,178.419,74405,2019-05-30 12:13:28:754
-0.42,0.3,-9.99,-0.25,0.53,-9.78,0.15,-0.02,-0.23,0.01,0.03,-0.63,-22.25,2.39,88.38,285.506,-3.101,178.536,74410,2019-05-30 12:13:28:759
-0.42,0.3,-9.99,-0.24,0.53,-9.78,0.15,-0.02,-0.23,0.01,0.03,-0.63,-22.25,2.39,88.38,285.506,-3.101,178.536,74415,2019-05-30 12:13:28:764
-0.42,0.3,-9.99,-0.24,0.53,-9.78,0.15,-0.02,-0.23,0.01,0.03,-0.63,-22.25,2.39,88.38,285.506,-3.101,178.536,74420,2019-05-30 12:13:28:769
-0.42,0.3,-9.99,-0.24,0.53,-9.78,0.15,-0.02,-0.23,0.01,0.03,-0.63,-22.25,2.39,88.38,285.506,-3.101,178.536,74425,2019-05-30 12:13:28:774
-0.42,0.3,-9.99,-0.24,0.53,-9.78,0.15,-0.02,-0.23,0.01,0.03,-0.63,-22.25,2.39,88.38,285.506,-3.101,178.536,74430,2019-05-30 12:13:28:779
-0.42,0.3,-9.99,-0.24,0.53,-9.78,0.15,-0.02,-0.23,0.01,0.03,-0.63,-22.25,2.39,88.38,285.506,-3.101,178.536,74435,2019-05-30 12:13:28:784
-1.06,0.17,-9.95,-0.22,0.54,-9.78,-0.51,-0.12,-0.23,0.02,0.04,-0.69,-22.55,0.89,87.18,285.506,-3.101,178.536,74440,2019-05-30 12:13:28:789
-1.06,0.17,-9.95,-0.22,0.54,-9.78,-0.51,-0.12,-0.23,0.02,0.04,-0.69,-22.55,0.89,87.18,285.506,-3.101,178.536,74445,2019-05-30 12:13:28:794
-1.06,0.17,-9.95,-0.22,0.54,-9.78,-0.51,-0.12,-0.23,0.02,0.04,-0.69,-22.55,0.89,87.18,285.506,-3.101,178.536,74450,2019-05-30 12:13:28:799
-1.06,0.17,-9.95,-0.22,0.54,-9.78,-0.51,-0.12,-0.23,0.02,0.04,-0.69,-22.55,0.89,87.18,285.506,-3.101,178.536,74456,2019-05-30 12:13:28:805
-1.06,0.17,-9.95,-0.22,0.54,-9.78,-0.51,-0.12,-0.23,0.02,0.04,-0.69,-22.55,0.89,87.18,285.506,-3.101,178.536,74460,2019-05-30 12:13:28:809
-1.06,0.17,-9.95,-0.22,0.54,-9.78,-0.51,-0.12,-0.23,0.02,0.04,-0.69,-22.55,0.89,87.18,285.506,-3.101,178.536,74465,2019-05-30 12:13:28:814
-1.06,0.17,-9.95,-0.22,0.54,-9.78,-0.51,-0.12,-0.23,0.02,0.04,-0.69,-22.55,0.89,87.18,285.506,-3.101,178.536,74470,2019-05-30 12:13:28:819
-0.35,0.19,-9.56,-0.22,0.54,-9.78,0.19,-0.05,0.15,-0.01,0.01,-0.66,-22.8,1.01,86.94,283.008,-3.16,178.711,74478,2019-05-30 12:13:28:827
-0.35,0.19,-9.56,-0.22,0.54,-9.78,0.19,-0.05,0.15,-0.01,0.01,-0.66,-22.8,1.01,86.94,283.008,-3.16,178.711,74479,2019-05-30 12:13:28:828
-0.35,0.19,-9.56,-0.22,0.54,-9.78,0.19,-0.05,0.15,-0.01,0.01,-0.66,-22.8,1.01,86.94,283.008,-3.16,178.711,74486,2019-05-30 12:13:28:835
-0.35,0.19,-9.56,-0.22,0.54,-9.78,0.19,-0.05,0.15,-0.01,0.01,-0.66,-22.8,1.01,86.94,283.008,-3.16,178.711,74493,2019-05-30 12:13:28:842
-0.35,0.19,-9.56,-0.22,0.54,-9.78,0.19,-0.05,0.15,-0.01,0.01,-0.66,-22.8,1.01,86.94,283.008,-3.16,178.711,74494,2019-05-30 12:13:28:843
-0.35,0.19,-9.56,-0.22,0.54,-9.78,0.19,-0.05,0.15,-0.01,0.01,-0.66,-22.8,1.01,86.94,283.008,-3.16,178.711,74500,2019-05-30 12:13:28:849
-0.35,0.19,-9.56,-0.22,0.54,-9.78,0.19,-0.05,0.15,-0.01,0.01,-0.66,-22.8,1.01,86.94,283.008,-3.16,178.711,74505,2019-05-30 12:13:28:854
-0.35,0.19,-9.56,-0.22,0.54,-9.78,0.19,-0.05,0.15,-0.01,0.01,-0.66,-22.8,1.01,86.94,283.008,-3.16,178.711,74510,2019-05-30 12:13:28:859
-0.87,0.45,-9.54,-0.22,0.54,-9.78,-0.3,0.25,0.16,0.01,0.03,-0.67,-23.69,0.47,86.04,283.008,-3.16,178.711,74515,2019-05-30 12:13:28:864
-0.87,0.45,-9.54,-0.22,0.54,-9.78,-0.3,0.25,0.16,0.01,0.03,-0.67,-23.69,0.47,86.04,283.008,-3.16,178.711,74520,2019-05-30 12:13:28:869
-0.87,0.45,-9.54,-0.22,0.54,-9.78,-0.3,0.25,0.16,0.01,0.03,-0.67,-23.69,0.47,86.04,283.008,-3.16,178.711,74525,2019-05-30 12:13:28:874
-0.87,0.45,-9.54,-0.22,0.54,-9.78,-0.3,0.25,0.16,0.01,0.03,-0.67,-23.69,0.47,86.04,283.008,-3.16,178.711,74530,2019-05-30 12:13:28:879
-0.87,0.45,-9.54,-0.22,0.54,-9.78,-0.3,0.25,0.16,0.01,0.03,-0.67,-23.69,0.47,86.04,283.008,-3.16,178.711,74535,2019-05-30 12:13:28:884
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0.01,0.03,-0.67,-23.69,0.47,86.04,283.008,-3.16,178.711,74540,2019-05-30 12:13:28:889
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74546,2019-05-30 12:13:28:895
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74550,2019-05-30 12:13:28:899
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74555,2019-05-30 12:13:28:904
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74560,2019-05-30 12:13:28:909
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74565,2019-05-30 12:13:28:914
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74570,2019-05-30 12:13:28:919
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74575,2019-05-30 12:13:28:924
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74580,2019-05-30 12:13:28:929
-0.61,0.55,-9.64,-0.21,0.54,-9.78,-0.03,0.29,0.06,0,0.02,-0.62,-23.64,-1.38,85.38,278.062,-3.16,178.77,74586,2019-05-30 12:13:28:935
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74591,2019-05-30 12:13:28:940
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74595,2019-05-30 12:13:28:944
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74600,2019-05-30 12:13:28:949
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74605,2019-05-30 12:13:28:954
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74612,2019-05-30 12:13:28:961
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74614,2019-05-30 12:13:28:963
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74620,2019-05-30 12:13:28:969
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74625,2019-05-30 12:13:28:974
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74631,2019-05-30 12:13:28:980
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74634,2019-05-30 12:13:28:983
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74639,2019-05-30 12:13:28:988
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74651,2019-05-30 12:13:29:000
-0.88,0.54,-9.85,-0.21,0.54,-9.78,-0.26,0.19,-0.16,0.02,0,-0.6,-23.52,-1.13,85.26,278.062,-3.16,178.77,74652,2019-05-30 12:13:29:001
-0.45,0.75,-9.62,-0.21,0.54,-9.78,0.21,0.32,0.06,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74655,2019-05-30 12:13:29:004
-0.45,0.75,-9.62,-0.21,0.54,-9.78,0.21,0.32,0.06,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74660,2019-05-30 12:13:29:009
-0.45,0.75,-9.62,-0.21,0.54,-9.78,0.21,0.32,0.06,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74665,2019-05-30 12:13:29:014
-0.45,0.75,-9.62,-0.21,0.54,-9.78,0.21,0.32,0.06,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74670,2019-05-30 12:13:29:019
-0.45,0.75,-9.62,-0.21,0.54,-9.78,0.21,0.32,0.06,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74675,2019-05-30 12:13:29:024
-0.49,0.83,-9.92,-0.21,0.54,-9.78,0.21,0.32,0.06,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74680,2019-05-30 12:13:29:029
-0.49,0.83,-9.92,-0.22,0.55,-9.78,0.21,0.13,-0.05,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74684,2019-05-30 12:13:29:033
-0.49,0.83,-9.92,-0.22,0.55,-9.78,0.21,0.13,-0.05,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74689,2019-05-30 12:13:29:038
-0.49,0.83,-9.92,-0.22,0.55,-9.78,0.21,0.13,-0.05,0.01,0.01,-0.6,-23.69,-3.77,84.36,271.347,-3.16,178.77,74696,2019-05-30 12:13:29:045
-0.49,0.83,-9.92,-0.22,0.55,-9.78,0.21,0.13,-0.05,0,0,-0.57,-22.97,-4.62,82.62,271.347,-3.16,178.77,74701,2019-05-30 12:13:29:050
-0.49,0.83,-9.92,-0.22,0.55,-9.78,0.21,0.13,-0.05,0,0,-0.57,-22.97,-4.62,82.62,271.347,-3.16,178.77,74705,2019-05-30 12:13:29:054
-0.49,0.83,-9.92,-0.22,0.55,-9.78,0.21,0.13,-0.05,0,0,-0.57,-22.97,-4.62,82.62,271.347,-3.16,178.77,74710,2019-05-30 12:13:29:059
-0.49,0.83,-9.92,-0.22,0.55,-9.78,0.21,0.13,-0.05,0,0,-0.57,-22.97,-4.62,82.62,271.347,-3.16,178.77,74715,2019-05-30 12:13:29:064
-0.61,0.84,-10.03,-0.22,0.55,-9.78,0.03,0.03,-0.29,0,0,-0.57,-22.97,-4.62,82.62,271.347,-3.16,178.77,74720,2019-05-30 12:13:29:069
-0.61,0.84,-10.03,-0.22,0.55,-9.78,0.03,0.03,-0.29,0,0,-0.57,-22.97,-4.62,82.62,271.347,-3.16,178.77,74726,2019-05-30 12:13:29:075
-0.61,0.84,-10.03,-0.22,0.55,-9.78,0.03,0.03,-0.29,0,0,-0.57,-22.97,-4.62,82.62,271.347,-3.16,178.77,74729,2019-05-30 12:13:29:078
-0.61,0.84,-10.03,-0.22,0.55,-9.78,0.03,0.03,-0.29,0,0,-0.57,-22.97,-4.62,82.62,271.347,-3.16,178.77,74735,2019-05-30 12:13:29:084
-0.61,0.84,-10.03,-0.22,0.55,-9.78,0.03,0.03,-0.29,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74740,2019-05-30 12:13:29:089
-0.61,0.84,-10.03,-0.22,0.55,-9.78,0.03,0.03,-0.29,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74745,2019-05-30 12:13:29:094
-0.61,0.84,-10.03,-0.22,0.55,-9.78,0.03,0.03,-0.29,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74750,2019-05-30 12:13:29:099
-0.61,0.84,-10.03,-0.22,0.55,-9.78,0.03,0.03,-0.29,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74754,2019-05-30 12:13:29:103
-0.66,0.46,-10.15,-0.22,0.55,-9.78,0.03,0.03,-0.29,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74760,2019-05-30 12:13:29:109
-0.66,0.46,-10.15,-0.23,0.55,-9.78,0.02,-0.38,-0.42,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74765,2019-05-30 12:13:29:114
-0.66,0.46,-10.15,-0.23,0.55,-9.78,0.02,-0.38,-0.42,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74770,2019-05-30 12:13:29:119
-0.66,0.46,-10.15,-0.23,0.55,-9.78,0.02,-0.38,-0.42,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74775,2019-05-30 12:13:29:124
-0.66,0.46,-10.15,-0.23,0.55,-9.78,0.02,-0.38,-0.42,-0.01,0.01,-0.57,-22.38,-6.36,82.8,266.737,-3.218,178.711,74780,2019-05-30 12:13:29:129
-0.66,0.46,-10.15,-0.23,0.55,-9.78,0.02,-0.38,-0.42,0,0.01,-0.52,-21.17,-7.2,82.2,266.737,-3.218,178.711,74785,2019-05-30 12:13:29:134
-0.66,0.46,-10.15,-0.23,0.55,-9.78,0.02,-0.38,-0.42,0,0.01,-0.52,-21.17,-7.2,82.2,266.737,-3.218,178.711,74789,2019-05-30 12:13:29:138
-0.66,0.46,-10.15,-0.23,0.55,-9.78,0.02,-0.38,-0.42,0,0.01,-0.52,-21.17,-7.2,82.2,266.737,-3.218,178.711,74795,2019-05-30 12:13:29:144
-0.68,0.79,-9.74,-0.23,0.55,-9.78,0.01,-0.08,-0.02,0,0.01,-0.52,-21.17,-7.2,82.2,266.737,-3.218,178.711,74800,2019-05-30 12:13:29:149
-0.68,0.79,-9.74,-0.23,0.55,-9.78,0.01,-0.08,-0.02,0,0.01,-0.52,-21.17,-7.2,82.2,266.737,-3.218,178.711,74806,2019-05-30 12:13:29:155
-0.68,0.79,-9.74,-0.23,0.55,-9.78,0.01,-0.08,-0.02,0,0.01,-0.52,-21.17,-7.2,82.2,266.737,-3.218,178.711,74812,2019-05-30 12:13:29:161
-0.68,0.79,-9.74,-0.23,0.55,-9.78,0.01,-0.08,-0.02,0,0.01,-0.52,-21.17,-7.2,82.2,266.737,-3.218,178.711,74815,2019-05-30 12:13:29:164
-0.68,0.79,-9.74,-0.23,0.55,-9.78,0.01,-0.08,-0.02,0,0.02,-0.47,-20.88,-7.26,82.68,264.13,-3.218,178.653,74825,2019-05-30 12:13:29:174
-0.68,0.79,-9.74,-0.23,0.55,-9.78,0.01,-0.08,-0.02,0,0.02,-0.47,-20.88,-7.26,82.68,264.13,-3.218,178.653,74826,2019-05-30 12:13:29:175
-0.68,0.79,-9.74,-0.23,0.55,-9.78,0.01,-0.08,-0.02,0,0.02,-0.47,-20.88,-7.26,82.68,264.13,-3.218,178.653,74830,2019-05-30 12:13:29:179
-0.68,0.79,-9.74,-0.23,0.55,-9.78,0.01,-0.08,-0.02,0,0.02,-0.47,-20.88,-7.26,82.68,264.13,-3.218,178.653,74836,2019-05-30 12:13:29:185
