1.559244474128783703e+09,1.559244474118028879e+09,4.449798883413139117e-02,-2.105229257826558148e-02,-2.304900384733629334e-02
1.559244474128783703e+09,1.559244474123148918e+09,4.742746603321854743e-02,-2.091913452376161636e-02,-2.398111022886402835e-02
1.559244474128783703e+09,1.559244474128012896e+09,4.716114992421062413e-02,-2.491387615888047621e-02,-2.451374244687987494e-02
1.559244474128783703e+09,1.559244474133132935e+09,4.729430797871458925e-02,-2.438124394086462962e-02,-2.384795217436006670e-02
1.559244474128783703e+09,1.559244474137996912e+09,4.489746299764327264e-02,-2.411492783185670633e-02,-2.384795217436006670e-02
1.559244474128783703e+09,1.559244474143116951e+09,4.356588245260365616e-02,-2.424808588636066797e-02,-2.424742633787195165e-02
1.559244474128783703e+09,1.559244474147980928e+09,4.423167272512346787e-02,-2.451440199536859127e-02,-2.264952968382440840e-02
1.559244474128783703e+09,1.559244474153100967e+09,4.329956634359573286e-02,-2.451440199536859127e-02,-2.078531692076894186e-02
1.559244474128783703e+09,1.559244474157964945e+09,4.449798883413139117e-02,-2.464756004987255292e-02,-1.905426221221743696e-02
1.559244474128783703e+09,1.559244474163084984e+09,4.436483077962742605e-02,-2.411492783185670633e-02,-1.625794306763423541e-02
1.559244474128783703e+09,1.559244474168205023e+09,4.223430190756403968e-02,-2.344913755933689462e-02,-1.625794306763423541e-02
1.559244474128783703e+09,1.559244474173069000e+09,4.023693109000461149e-02,-2.238387312330519796e-02,-1.572531084961838882e-02
1.559244474128783703e+09,1.559244474178189039e+09,4.343272439809969104e-02,-1.958755397872199988e-02,-1.599162695862631212e-02
1.559244474144402504e+09,1.559244474183053017e+09,4.862588852375420573e-02,-2.518019226788839951e-02,-1.865478804870555202e-02
1.559244474144402504e+09,1.559244474188172817e+09,4.995746906879382915e-02,-2.664493086743197764e-02,-2.025268470275309526e-02
1.559244474144402504e+09,1.559244474193037033e+09,4.849273046925024061e-02,-2.158492479628142807e-02,-2.118479108428082680e-02
